,Seqname,EipSP: Electron-ion interaction pseudopotential signal peak,EipAP: Electron-ion interaction pseudopotential average power,EiSNR: Electron-ion interaction pseudopotential signal/noise ratio,EiPS0: Electron-ion interaction pseudopotential spectrum 0,EiPS1: Electron-ion interaction pseudopotential spectrum 0.25,EiPS2: Electron-ion interaction pseudopotential spectrum 0.5,EiPS3: Electron-ion interaction pseudopotential spectrum 0.75,EiPS4: Electron-ion interaction pseudopotential spectrum 1
31,ENST00000390159.3,2.348581,26.900732,0.087305,1.846401,2.12663,2.510858,3.011502,6.55532
32,ENST00000518860.1,0.545113,10.748455,0.050715,0.778211,0.908209,0.992823,1.296876,1.668573
33,ENST00000649108.1,0.725547,16.113605,0.045027,0.849045,1.046928,1.154125,1.298866,1.58144
34,ENST00000649986.1,0.628673,15.920762,0.039488,1.151614,1.308606,1.543878,2.101529,5.035022
35,ENST00000561002.2,0.442834,16.476307,0.026877,1.260103,1.476092,1.608042,1.942056,4.940229
36,ENST00000671619.1,1.312075,21.026021,0.062402,1.592533,1.750961,2.000553,2.489237,5.036912
37,ENST00000666762.1,2.38935,37.277375,0.064097,2.728333,3.056361,3.595736,4.691555,9.6513
38,ENST00000653895.1,0.773753,8.922384,0.08672,0.786959,0.871894,0.989434,1.334241,3.259823
39,ENST00000649111.1,1.64504,38.179451,0.043087,2.882642,3.327024,3.936054,4.747641,15.012425
40,ENST00000648149.1,1.756513,21.887142,0.080253,1.78454,2.037887,2.358341,2.788674,5.553109
41,ENST00000643648.1,0.743624,12.69529,0.058575,0.874816,1.004421,1.058621,1.45751,3.0737
42,ENST00000647456.1,3.641259,30.123599,0.120877,1.971608,2.211981,2.63939,3.345874,5.812796
43,ENST00000644461.1,1.668928,27.78967,0.060056,1.732421,1.899362,2.209398,2.754392,5.681567
44,ENST00000646232.1,0.176971,4.603641,0.038441,0.386996,0.425076,0.460581,0.583904,0.776004
45,ENST00000560203.1,0.409657,5.868614,0.069805,0.366592,0.424092,0.480857,0.624325,1.157453
46,ENST00000557946.1,0.233111,7.570708,0.030791,0.550331,0.594222,0.697746,0.793192,1.205066
47,ENST00000643127.1,3.08938,29.982738,0.103039,2.264978,2.643524,3.037854,3.755463,7.442545
48,ENST00000645994.1,0.124019,3.244951,0.038219,0.246635,0.263171,0.279827,0.371652,0.516002
49,ENST00000645416.2,2.0488,27.439658,0.074666,1.625441,1.759399,2.0488,2.452798,4.71257
50,ENST00000409178.5,1.861929,35.496535,0.052454,3.230312,3.624756,4.225974,5.215767,15.126912
51,ENST00000433505.5,0.595014,11.541745,0.051553,0.781769,0.860386,0.971739,1.138475,2.602506
52,ENST00000401018.5,3.297578,26.722952,0.123399,2.158951,2.450625,2.758328,3.293361,10.040547
53,ENST00000449572.2,1.189006,10.4386,0.113905,0.718865,0.840363,1.019095,1.180751,1.665307
54,ENST00000667852.1,0.468237,18.584803,0.025195,1.366634,1.51629,1.712525,2.011001,3.929114
55,ENST00000661136.1,0.994561,21.495873,0.046268,1.396897,1.59531,1.819329,2.202708,4.56582
56,ENST00000612390.4,5.589184,74.170849,0.075356,4.337118,5.012435,5.725324,6.988227,24.642621
57,ENST00000416017.1,0.398569,9.01669,0.044203,0.468167,0.566372,0.632608,0.850082,1.654374
58,ENST00000620678.1,0.236646,6.665592,0.035503,0.334624,0.373273,0.422618,0.481582,0.648511
59,ENST00000649739.1,0.43624,5.307233,0.082197,0.479562,0.518275,0.633023,0.812063,1.293575
60,ENST00000647681.1,2.126525,12.034975,0.176695,1.175592,1.307672,1.492076,1.921339,3.130795
61,ENST00000503940.5,1.755944,6.148046,0.28561,0.593816,0.647783,0.726923,0.931376,1.755944
62,ENST00000515640.5,2.43363,21.122241,0.115216,1.644638,1.892266,2.283561,2.71726,6.559689
63,ENST00000397835.4,1.518862,9.181339,0.165429,0.956744,1.066687,1.22303,1.673657,3.494366
64,ENST00000408887.3,0.99587,27.92703,0.03566,2.332848,2.602672,3.123288,3.756591,8.581262
65,ENST00000675823.1,2.763977,30.845256,0.089608,2.644467,2.978347,3.284171,4.166635,6.798229
66,ENST00000675704.1,5.718515,65.448492,0.087374,5.247365,5.903146,6.833661,8.44266,28.236285
67,ENST00000674760.1,3.780055,32.907284,0.11487,2.604749,3.025397,3.600261,4.097372,10.125585
68,ENST00000676093.1,2.616183,30.197934,0.086635,2.412536,2.697961,3.021692,3.648971,8.704239
69,ENST00000675716.1,4.349888,71.499073,0.060838,5.55287,6.237762,7.334625,8.710199,41.930301
70,ENST00000674714.1,1.403914,7.951244,0.176565,0.684168,0.754118,0.865991,0.97506,1.403914
71,ENST00000674922.1,0.918212,8.358138,0.109858,0.720861,0.826654,0.996585,1.254098,1.586146
72,ENST00000674683.1,1.764235,9.775294,0.180479,0.905522,1.103349,1.302844,1.534839,2.12333
73,ENST00000676338.1,0.285927,5.514788,0.051847,0.431425,0.480193,0.575726,0.672525,1.107071
74,ENST00000675285.1,0.939772,8.043009,0.116843,0.750945,0.819735,0.89965,1.094281,2.217278
75,ENST00000658000.1,2.306042,54.408147,0.042384,4.50954,4.97427,5.70542,7.46562,25.48627
76,ENST00000370940.6,0.652276,11.990856,0.054398,0.766513,0.825566,0.949807,1.214542,2.278592
77,ENST00000359875.9,0.320303,13.284711,0.024111,0.931353,1.00148,1.179339,1.454194,2.99036
78,ENST00000463058.5,0.522666,12.467048,0.041924,0.831554,0.96089,1.068026,1.37448,2.700354
79,ENST00000525653.1,0.422447,10.126142,0.041718,0.767237,0.890227,0.989252,1.15162,1.909971
80,ENST00000356020.2,4.483462,38.777625,0.11562,3.242937,3.671251,4.28269,5.362315,15.409689
81,ENST00000649288.1,2.694568,40.492003,0.066546,3.445407,3.93431,4.468511,5.430455,15.595962
82,ENST00000648587.1,1.624293,42.257458,0.038438,3.227122,3.647744,4.38564,5.128373,50.148717
83,ENST00000442114.6,2.824877,43.751144,0.064567,4.15308,4.580805,5.484838,7.177086,17.309217
84,ENST00000336600.6,3.593044,74.540074,0.048203,6.613241,7.512731,8.726686,11.592557,28.314264
85,ENST00000650606.1,5.418288,47.11636,0.114998,4.17231,4.723362,5.562552,6.951497,17.795484
86,ENST00000574093.1,1.56191,7.221347,0.216291,0.744223,0.809587,0.994683,1.168934,1.805395
87,ENST00000571868.1,0.896723,8.827151,0.101587,0.879624,1.05325,1.17684,1.435612,2.259013
88,ENST00000514664.1,3.341636,47.130516,0.070902,3.758608,4.247631,4.949663,6.115509,15.822452
89,ENST00000625191.3,2.427081,17.778773,0.136516,1.406953,1.59796,1.777161,2.084111,4.405157
90,ENST00000511063.5,5.929703,22.840058,0.259619,1.662433,1.800349,2.113416,2.723624,5.929703
91,ENST00000512899.4,1.759723,13.47429,0.130599,1.057977,1.164556,1.441542,1.767033,3.203515
92,ENST00000513845.4,1.575373,11.205801,0.140586,0.964562,1.056523,1.214583,1.591891,2.533874
93,ENST00000513142.1,0.564735,8.107032,0.06966,0.650411,0.728164,0.836848,1.05192,1.616941
94,ENST00000649041.1,0.864845,20.437526,0.042317,1.491616,1.625388,1.822911,2.065737,3.732123
95,ENST00000650318.1,4.601436,42.525404,0.108204,3.425926,3.77566,4.451494,5.691782,11.179691
96,ENST00000540508.1,0.109825,6.259675,0.017545,0.324788,0.342765,0.405234,0.521679,0.729457
97,ENST00000538604.1,0.780852,8.063924,0.096833,0.540986,0.616786,0.702528,1.011172,2.297993
98,ENST00000647872.1,2.713379,114.117652,0.023777,9.045337,10.304424,12.333546,15.183887,45.517827
99,ENST00000426261.6,3.016422,40.225398,0.074988,3.190257,3.579608,4.157503,5.155885,11.784721
100,ENST00000468381.2,2.940417,33.328418,0.088226,2.772672,3.117727,3.632082,4.359965,8.977926
101,ENST00000535846.1,0.999624,10.267031,0.097363,0.883495,0.955252,1.032073,1.184582,2.439186
102,ENST00000661785.1,1.296232,16.41619,0.078961,1.004089,1.112579,1.393642,1.848321,5.661661
103,ENST00000653508.1,4.82883,31.450919,0.153535,2.630339,2.854735,3.288991,4.042675,8.703798
104,ENST00000658783.1,0.484734,15.609602,0.031054,1.118299,1.223116,1.488665,1.703574,2.525946
105,ENST00000657015.1,1.627306,22.192885,0.073326,1.576406,1.722083,2.010881,2.516178,5.607279
106,ENST00000654263.1,0.421057,19.141694,0.021997,1.176201,1.280662,1.478167,1.849471,4.179194
107,ENST00000667136.1,2.186146,58.845477,0.037151,4.211314,4.590319,5.421296,6.524996,19.411086
108,ENST00000657905.1,3.924444,41.906658,0.093647,3.484863,3.906584,4.552751,5.593403,15.130791
109,ENST00000671646.1,6.225515,39.822941,0.15633,3.185118,3.60772,4.1318,5.264718,10.915339
110,ENST00000659175.1,3.017276,29.404282,0.102613,2.515774,2.763458,3.149705,3.975257,7.680566
111,ENST00000663530.1,6.046674,36.158681,0.167226,3.036317,3.488682,4.014284,4.877821,8.909747
112,ENST00000663437.1,5.549888,33.009191,0.168132,2.790781,3.201249,3.775527,4.602855,9.991392
113,ENST00000659749.1,4.577955,36.772248,0.124495,2.689067,3.047943,3.482293,4.40733,12.600743
114,ENST00000623100.2,2.539887,32.802322,0.07743,2.320379,2.537941,3.044001,3.80708,7.902513
115,ENST00000589406.1,1.175265,36.458369,0.032236,2.219799,2.441749,2.913484,3.539918,5.678045
116,ENST00000378485.1,1.619542,59.216144,0.02735,3.494465,3.960318,4.441011,5.779108,12.84539
117,ENST00000473798.1,2.451977,19.086955,0.128463,1.462953,1.647768,1.928865,2.551512,9.644561
118,ENST00000674356.1,3.293953,23.454859,0.140438,2.07701,2.402091,2.70267,3.135792,8.797895
119,ENST00000445551.1,1.177837,35.992629,0.032724,3.058484,3.417727,4.001233,4.898347,12.488946
120,ENST00000464612.5,0.908268,10.350101,0.087755,0.804529,0.908404,1.008233,1.3657,2.015926
121,ENST00000481220.6,0.784937,10.544994,0.074437,0.9663,1.096588,1.266268,1.46755,2.908842
122,ENST00000461448.6,1.772249,23.516409,0.075362,2.043849,2.23409,2.58997,3.121865,4.939887
123,ENST00000481368.6,2.573987,25.85164,0.099568,2.197413,2.453706,2.737107,3.216758,7.243379
124,ENST00000470977.6,0.934222,15.611448,0.059842,1.278679,1.460465,1.773128,2.137659,3.79824
125,ENST00000648127.1,3.043026,26.621758,0.114306,2.421075,2.630466,2.988882,3.454612,7.216367
126,ENST00000474814.1,0.816235,26.921231,0.030319,2.32281,2.634296,3.380839,4.012777,7.204653
127,ENST00000488745.5,0.800553,19.698477,0.04064,1.56563,1.771585,2.057926,2.415274,4.023196
128,ENST00000483436.5,0.633847,9.528066,0.066524,0.886356,0.995619,1.171093,1.536561,2.420959
129,ENST00000650259.1,0.452294,5.705364,0.079275,0.496512,0.56018,0.603697,0.781793,1.002421
130,ENST00000650239.1,1.685567,16.485205,0.102247,1.418191,1.533388,1.775858,2.356252,4.783697
131,ENST00000648327.1,1.454108,28.39017,0.051219,2.549545,2.832352,3.214036,3.938326,11.227529
132,ENST00000623673.1,1.272512,23.516268,0.054112,2.011127,2.263946,2.698042,3.447303,6.033877
133,ENST00000625168.1,2.203365,45.505773,0.048419,3.235646,3.656005,4.19892,5.223171,17.120584
134,ENST00000378953.8,1.44955,13.33211,0.108726,1.146677,1.367332,1.512417,1.994098,3.269526
135,ENST00000612967.2,3.062897,40.271605,0.076056,3.497952,3.892409,4.44971,5.447874,11.190514
136,ENST00000461203.5,0.470779,7.256261,0.064879,0.660874,0.772857,0.862762,1.214464,1.593853
137,ENST00000337752.6,6.651007,69.793994,0.095295,5.295407,6.089598,6.834363,8.600316,15.343466
138,ENST00000378947.7,1.276242,8.787342,0.145236,0.805612,0.855959,0.96515,1.09529,1.773595
139,ENST00000407797.6,2.588368,22.418228,0.115458,1.925784,2.183105,2.64091,3.248469,7.820092
140,ENST00000664942.1,0.947928,26.141544,0.036261,1.681044,1.824218,2.103095,2.607642,4.901441
141,ENST00000585033.1,1.639263,7.84762,0.208887,0.749195,0.851224,0.935914,1.071475,1.677564
142,ENST00000323813.3,1.156434,12.118314,0.095429,0.923558,1.026809,1.168096,1.522708,3.175677
143,ENST00000647812.1,1.08565,14.840264,0.073156,1.305086,1.474471,1.694246,2.123563,5.43842
144,ENST00000429328.2,0.661037,9.489842,0.069657,0.770366,0.925056,1.028717,1.27043,1.492903
145,ENST00000442182.2,0.216756,8.272515,0.026202,0.577044,0.634769,0.757187,0.958016,2.770116
146,ENST00000657479.1,0.872675,10.967335,0.07957,0.776657,0.92271,1.063746,1.24313,3.988298
147,ENST00000664471.1,0.30781,6.265585,0.049127,0.473374,0.507466,0.5559,0.65334,1.140573
148,ENST00000328376.9,1.439518,27.081117,0.053156,2.010759,2.320329,2.629475,3.377652,6.468779
149,ENST00000481400.5,0.772717,21.728835,0.035562,1.624568,1.89882,2.202765,2.762488,5.572477
150,ENST00000466204.5,0.539448,20.338268,0.026524,1.534718,1.792337,2.040116,2.540068,5.785958
151,ENST00000426078.5,1.19764,24.955202,0.047992,1.69211,1.858207,2.159968,2.748199,5.141294
152,ENST00000665000.1,4.552679,62.266663,0.073116,4.013816,4.58149,5.275099,6.68707,22.909037
153,ENST00000662797.1,2.483881,22.742486,0.109218,1.811032,2.16118,2.492801,3.138382,8.828574
154,ENST00000661769.1,1.1101,41.647766,0.026655,2.72384,3.080221,3.523384,4.351271,16.438073
155,ENST00000669217.1,2.090797,29.357596,0.071218,2.077145,2.334904,2.595913,3.275699,7.355228
156,ENST00000654228.1,3.343224,64.225174,0.052055,4.46793,5.018889,5.974574,7.100137,15.695614
157,ENST00000660444.1,2.259499,56.599143,0.039921,3.724707,4.201419,4.760674,5.861708,21.207202
158,ENST00000666079.1,1.532538,22.796843,0.067226,1.30756,1.523637,1.69899,2.095584,5.219099
159,ENST00000415584.7,0.610336,11.663794,0.052327,0.836094,0.961778,1.028623,1.289317,2.592167
160,ENST00000526694.2,0.862417,19.306802,0.044669,1.378681,1.599369,1.802177,2.106412,3.901081
161,ENST00000666432.1,2.991166,97.184808,0.030778,6.186732,6.9269,7.967738,9.749247,22.878455
162,ENST00000623052.1,2.4023,46.850159,0.051276,3.436008,3.945226,4.72848,5.753623,12.182573
163,ENST00000565113.5,58.127365,67.82808,0.856981,4.426135,5.073793,6.033646,7.139866,58.127365
164,ENST00000568310.1,7.770926,18.702346,0.415505,1.363155,1.53042,1.772335,2.231432,7.770926
165,ENST00000422980.1,0.816131,7.848952,0.10398,0.550581,0.604358,0.653959,0.90361,1.540951
166,ENST00000629811.2,0.170763,4.40962,0.038725,0.237937,0.258836,0.291154,0.330657,0.397659
167,ENST00000630798.1,0.934531,10.932937,0.085478,0.72981,0.808426,1.005128,1.183667,1.954474
168,ENST00000371417.3,0.956597,19.679215,0.04861,1.796116,2.021452,2.386923,3.000097,5.393066
169,ENST00000496793.2,1.209854,24.994004,0.048406,2.457323,2.760892,3.321402,3.941984,13.441791
170,ENST00000623970.1,1.251488,30.928635,0.040464,2.820752,3.148023,3.807165,4.699916,30.562196
171,ENST00000663398.1,1.124857,32.587449,0.034518,2.591776,2.94946,3.268571,4.289168,8.895812
172,ENST00000624458.1,2.395577,25.626997,0.093479,1.8893,2.037866,2.342897,3.018566,7.302975
173,ENST00000556865.1,0.621939,18.006126,0.03454,1.421416,1.615774,1.958201,2.478508,4.125502
174,ENST00000647762.1,1.913731,24.418428,0.078372,1.926168,2.116422,2.303664,2.93923,6.736235
175,ENST00000440903.1,0.42027,6.150253,0.068334,0.465667,0.552308,0.699266,0.883591,1.312718
176,ENST00000648094.1,3.84877,32.482474,0.118488,2.004569,2.310242,2.675403,3.48362,10.384581
177,ENST00000623772.1,3.818311,20.953625,0.182227,2.156901,2.384309,2.856614,3.516173,7.619421
178,ENST00000646751.1,1.901042,9.966135,0.19075,0.828373,0.872404,1.022498,1.211483,1.901042
179,ENST00000375640.7,0.537482,15.145773,0.035487,1.246025,1.531411,1.805528,2.260169,3.977768
180,ENST00000375641.6,0.460405,8.878868,0.051854,0.652085,0.718999,0.798331,0.973873,1.923539
181,ENST00000375635.6,0.578826,8.787044,0.065873,0.727919,0.813962,0.913538,1.076951,1.453724
182,ENST00000375638.7,0.955548,12.141431,0.078701,1.043477,1.12693,1.221673,1.451832,2.771981
183,ENST00000648677.1,0.795088,10.189081,0.078033,0.880274,0.961864,1.112255,1.240031,2.251724
184,ENST00000375642.6,0.74377,13.845644,0.053719,1.151321,1.288309,1.4429,1.770008,4.204777
185,ENST00000375633.5,0.411325,8.729841,0.047117,0.599853,0.676822,0.771896,1.044496,2.1199
186,ENST00000395788.3,0.30463,12.215045,0.024939,0.899804,0.967029,1.127345,1.214451,2.227028
187,ENST00000507461.2,0.299615,12.327273,0.024305,0.933107,1.053322,1.249037,1.38446,1.898529
188,ENST00000671203.1,2.177881,38.271276,0.056906,2.70881,3.015017,3.520985,4.486214,8.785815
189,ENST00000666506.1,2.507388,19.717046,0.127169,1.364464,1.480743,1.754001,2.14741,3.837441
190,ENST00000663605.1,4.692363,50.206148,0.093462,3.463285,3.787519,4.460318,5.530196,12.549161
191,ENST00000666004.1,3.15683,31.889671,0.098992,2.225398,2.588991,3.08262,3.971901,6.89609
192,ENST00000665180.1,2.408835,89.482979,0.026919,5.767264,6.434848,7.566657,9.263814,35.899608
193,ENST00000669536.1,6.278604,59.31025,0.10586,4.558609,5.300858,6.104608,7.752407,126.568555
194,ENST00000667197.1,1.940263,50.42178,0.038481,3.634955,4.096191,4.862656,6.214117,13.048216
195,ENST00000668566.1,2.978297,53.141131,0.056045,3.928642,4.516373,5.358716,6.532498,17.177538
196,ENST00000668061.1,2.799521,27.406943,0.102146,2.010847,2.2769,2.643687,3.257796,22.73441
197,ENST00000658416.1,0.892736,26.994147,0.033071,2.027115,2.253795,2.689605,3.191931,9.362571
198,ENST00000665322.1,0.580351,33.548826,0.017299,2.320267,2.596815,3.003983,3.591788,7.19636
199,ENST00000655479.1,0.521431,7.833078,0.066568,0.620949,0.701194,0.792174,0.968635,1.558486
200,ENST00000652878.1,2.328199,20.309282,0.114637,1.383302,1.632762,1.922975,2.350386,4.508741
201,ENST00000657415.1,3.772781,29.115987,0.129578,2.24043,2.47359,2.941786,3.843098,10.247721
202,ENST00000653458.1,7.11788,56.707698,0.125519,3.277225,3.657163,4.197719,5.112869,15.045654
203,ENST00000655714.1,4.52224,70.231701,0.06439,3.855133,4.328457,4.91937,6.118782,13.048845
204,ENST00000617372.1,3.171718,18.463781,0.171781,1.770894,1.938099,2.357485,2.869193,6.374554
205,ENST00000556434.5,1.411452,12.886022,0.109534,1.025642,1.190165,1.411452,1.773956,2.170644
206,ENST00000556913.1,1.917354,36.144033,0.053048,2.701402,3.06406,3.477541,4.355055,8.047347
207,ENST00000556130.1,0.312545,10.210058,0.030611,0.699622,0.801179,0.959724,1.21877,1.885563
208,ENST00000635379.1,1.366557,23.170613,0.058978,1.872277,2.047827,2.499282,2.832406,5.813704
209,ENST00000399206.4,2.302237,38.8826,0.05921,2.989325,3.386966,3.839629,4.591085,11.060724
210,ENST00000658223.1,0.819984,16.55895,0.049519,1.097615,1.245659,1.483281,1.884537,3.705792
211,ENST00000533506.5,0.6541,19.480082,0.033578,1.302852,1.482903,1.765894,2.151354,4.809335
212,ENST00000528300.5,1.59607,47.11297,0.033878,3.376432,3.870061,4.541353,5.632472,13.996257
213,ENST00000655269.1,0.850832,12.165724,0.069937,0.889824,0.969549,1.063788,1.410472,2.375696
214,ENST00000529902.2,4.596412,62.483313,0.073562,4.659488,5.22162,5.918259,7.651695,19.750898
215,ENST00000557142.6,0.763522,45.832462,0.016659,3.57973,4.042011,4.735553,5.799218,26.808544
216,ENST00000603474.1,0.104482,4.01087,0.02605,0.297281,0.354424,0.378661,0.435243,0.683321
217,ENST00000553463.1,0.393451,5.261326,0.074782,0.389433,0.406888,0.490623,0.674294,1.182478
218,ENST00000553914.6,0.612134,8.643272,0.070822,0.638059,0.682657,0.826907,0.971613,1.616932
219,ENST00000554129.1,1.877303,33.392697,0.056219,2.674061,2.964639,3.366361,4.35088,11.114618
220,ENST00000556019.2,0.54157,7.740026,0.06997,0.619741,0.672797,0.853551,1.153666,1.887192
221,ENST00000623502.1,1.913857,13.778324,0.138903,1.247513,1.435703,1.550845,1.908927,2.97585
222,ENST00000635675.2,3.806417,20.713246,0.183767,1.501824,1.676083,1.93127,2.391472,5.489924
223,ENST00000634934.2,1.17115,22.144618,0.052886,1.670746,2.000589,2.300026,2.593048,5.9641
224,ENST00000634712.2,1.080551,20.265368,0.05332,1.588456,1.828494,2.12823,2.679334,4.151551
225,ENST00000634451.2,1.263752,9.914265,0.127468,0.798839,0.911525,1.08873,1.247395,2.073291
226,ENST00000635450.2,1.119454,13.512416,0.082846,1.178905,1.282014,1.493815,1.836427,3.411908
227,ENST00000642072.1,0.318866,4.890161,0.065206,0.421786,0.470878,0.498275,0.573381,0.838926
228,ENST00000404210.5,2.653856,17.575751,0.150995,1.300016,1.422488,1.61528,2.005948,4.039208
229,ENST00000641009.1,2.132354,20.812032,0.102458,1.657957,1.981828,2.279643,2.933953,4.453665
230,ENST00000452322.2,1.382715,20.056896,0.06894,1.528082,1.656477,1.854147,2.335431,4.959022
231,ENST00000490765.4,0.353494,6.764428,0.052258,0.576611,0.687207,0.740568,0.970322,1.692875
232,ENST00000392630.7,0.9443,27.348132,0.034529,2.010405,2.413352,3.072669,4.170811,27.154045
233,ENST00000566432.1,3.817918,40.55728,0.094136,3.213856,3.663805,4.267111,5.188328,23.395712
234,ENST00000648023.1,1.914346,26.290566,0.072815,2.040961,2.363439,2.696393,3.612134,8.561687
235,ENST00000564862.2,0.715259,9.796118,0.073015,0.858753,0.959678,1.099306,1.337621,1.939012
236,ENST00000567117.1,1.01346,13.686453,0.074048,1.164051,1.29802,1.527385,2.029335,8.925318
237,ENST00000624760.1,1.128258,25.190652,0.044789,1.758788,2.069647,2.552598,3.261609,5.594144
238,ENST00000588785.6,1.002133,13.657709,0.073375,0.986214,1.061338,1.285582,1.514295,2.460022
239,ENST00000585457.6,1.394892,32.865929,0.042442,2.644195,2.987273,3.601653,4.438447,8.64335
240,ENST00000591166.1,1.363153,11.228045,0.121406,0.828444,0.897207,1.026637,1.276217,2.579002
241,ENST00000656516.1,3.065666,46.555728,0.065849,3.900539,4.525866,5.217737,6.177757,14.658854
242,ENST00000592897.1,1.384729,7.785735,0.177855,0.719974,0.75568,0.96734,1.290785,1.550853
243,ENST00000606861.1,3.004247,41.499687,0.072392,3.597805,4.139644,5.004371,6.483876,13.731471
244,ENST00000321399.7,2.162215,31.083012,0.069563,2.802983,3.184008,3.607317,4.556175,14.428076
245,ENST00000413472.5,0.454069,8.187191,0.055461,0.612946,0.690499,0.792345,1.048171,2.208353
246,ENST00000453118.5,0.970179,24.588964,0.039456,1.96202,2.288393,2.65578,3.297211,11.426272
247,ENST00000445317.1,4.450642,59.385301,0.074945,5.655295,6.415683,7.223684,9.068623,22.67977
248,ENST00000667159.1,1.372728,17.995722,0.076281,1.651198,1.819389,2.043292,2.575478,4.033481
249,ENST00000670730.1,4.208971,32.582927,0.129177,2.805702,3.163892,3.688097,4.880513,9.979808
250,ENST00000435800.6,2.226321,16.976514,0.131141,1.41512,1.563485,1.766413,2.210048,5.855068
251,ENST00000428411.6,7.738333,128.459281,0.06024,9.189062,10.473407,12.3277,16.055842,121.267447
252,ENST00000420168.2,2.863526,26.942384,0.106283,2.237746,2.519321,2.857137,3.863305,12.154351
253,ENST00000627431.2,1.965435,15.892627,0.12367,1.087402,1.229222,1.469231,1.965435,3.78226
254,ENST00000413231.5,0.490345,5.826355,0.08416,0.290789,0.349422,0.382074,0.481565,0.6226
255,ENST00000654334.1,1.765028,17.261964,0.10225,1.192804,1.364794,1.532342,1.877519,16.602855
256,ENST00000662852.1,1.192078,14.921653,0.079889,1.148374,1.246885,1.489985,1.864869,5.03257
257,ENST00000659961.1,1.174358,22.91238,0.051254,1.532939,1.675381,1.980543,2.431379,4.81866
258,ENST00000665960.1,1.069203,16.600499,0.064408,1.188568,1.376671,1.574216,1.88367,3.027681
259,ENST00000455967.1,1.073773,10.771583,0.099686,0.87719,0.953122,1.016116,1.347177,2.222415
