,Seqname,0,1,2,3,4
69,lcl_Gmax_Glyma.20G010700.1,0.3408,57.0,7.387659,343.0,5.759774
70,lcl_Athaliana_AT4G39404.1,0.493,1.0,0.177469,4.0,0.126342
71,lcl_Athaliana_AT3G42792.1,0.7186,8.0,1.193244,333.0,7.415701
72,lcl_Mtruncatula_Medtr5g092710.1,0.7234,1.0,0.180721,76.0,2.485817
73,lcl_Mtruncatula_Medtr2g009910.2,0.3752,40.0,5.184322,127.0,2.134447
74,lcl_Gmax_Glyma.01G067500.1,0.6263,1.0,0.171819,27.0,0.798992
75,lcl_Gmax_Glyma.13G278900.4,0.6364,35.0,4.775916,453.0,8.43333
76,lcl_Athaliana_AT2G34120.1,0.8147,1.0,0.186359,39.0,1.357746
77,lcl_Athaliana_AT3G42316.1,0.6405,17.0,2.318901,684.0,12.734114
78,lcl_Mtruncatula_Medtr8g469250.1,0.6219,1.0,0.186359,16.0,0.557504
79,lcl_Mtruncatula_Medtr8g051620.3,0.3864,50.0,6.3183,432.0,6.900621
80,lcl_Gmax_Glyma.18G144300.1,0.9333,1.0,0.186851,4.0,0.140213
81,lcl_Gmax_Glyma.04G237800.1,0.4955,1.0,0.171558,39.0,1.149009
82,lcl_Athaliana_AT5G04080.1,0.3704,6.0,0.963924,7.0,0.180668
83,CNT2084940,0.5345,4.0,0.71308,7.0,0.222982
84,lcl_Mtruncatula_Medtr7g102805.1,0.4795,3.0,0.525051,28.0,0.858907
85,lcl_Mtruncatula_Medtr5g084410.2,0.4508,52.0,6.578362,133.0,2.130097
86,lcl_Gmax_Glyma.08G320400.2,0.4076,13.0,1.946591,133.0,2.982797
87,lcl_Gmax_Glyma.18G297000.1,0.3671,35.0,4.529258,283.0,4.741125
88,lcl_Athaliana_AT3G22240.1,0.519,2.0,0.318262,36.0,0.912701
89,NONATHT003169,0.519,2.0,0.318262,36.0,0.912701
90,lcl_Mtruncatula_Medtr8g036030.1,0.7348,1.0,0.176478,37.0,1.155502
91,lcl_Mtruncatula_Medtr0101s0020.4,0.3545,44.0,5.569694,127.0,2.035976
92,lcl_Gmax_Glyma.14G127700.1,0.5022,17.0,2.516802,129.0,2.829703
93,lcl_Gmax_Glyma.16G020900.3,0.3867,47.0,6.078344,27.0,0.452063
94,CNT2086564,0.5625,2.0,0.347099,28.0,0.845853
95,CNT2087411,0.5477,4.0,0.707653,7.0,0.220027
96,lcl_Mtruncatula_Medtr2g076020.1,0.7016,12.0,1.842404,49.0,1.156344
97,lcl_Gmax_Glyma.18G279100.1,0.6465,11.0,1.914308,67.0,2.028097
98,lcl_Gmax_Glyma.01G133700.1,0.6603,12.0,1.757286,57.0,1.22265
99,NONATHT000860,0.6603,12.0,1.757286,57.0,1.22265
100,CNT2087724,0.6508,14.0,2.067006,21.0,0.457791
101,lcl_Mtruncatula_Medtr4g072920.1,0.8346,1.0,0.17374,43.0,1.300691
102,lcl_Gmax_Glyma.13G068400.2,0.4161,15.0,2.11914,21.0,0.419752
103,CNT2086891,0.7137,9.0,1.47642,12.0,0.323835
104,lcl_Athaliana_AT1G68700.1,0.5119,19.0,2.736902,39.0,0.809845
105,lcl_Mtruncatula_Medtr2g087985.1,0.435,17.0,2.490675,67.0,1.438248
106,lcl_Mtruncatula_Medtr3g053460.2,0.3553,14.0,1.991222,63.0,1.275072
107,lcl_Gmax_Glyma.08G280100.1,1.0124,1.0,0.176478,27.0,0.843311
108,lcl_Gmax_Glyma.03G243300.1,0.714,1.0,0.187864,3.0,0.106073
109,lcl_Athaliana_AT5G11630.1,0.4431,10.0,1.54247,31.0,0.737174
110,CNT2085967,0.4126,8.0,1.267845,52.0,1.307082
111,lcl_Mtruncatula_Medtr4g131290.1,1.0202,1.0,0.184484,31.0,1.05676
112,lcl_Mtruncatula_Medtr4g059760.1,0.4919,27.0,3.772143,112.0,2.185251
113,lcl_Gmax_Glyma.05G176000.1,0.6502,1.0,0.177469,28.0,0.883389
114,lcl_Gmax_Glyma.05G010400.1,0.8942,1.0,0.181912,7.0,0.232512
115,CNT2088778,0.58,6.0,1.085103,7.0,0.228359
116,lcl_Athaliana_AT5G43185.1,0.3671,11.0,1.83518,61.0,1.697291
117,lcl_Mtruncatula_Medtr3g084390.1,0.9382,1.0,0.182322,37.0,1.234285
118,lcl_Gmax_Glyma.03G153500.1,0.8158,31.0,4.364155,481.0,9.533817
119,CNT2087736,0.9161,4.0,0.655945,64.0,1.724555
120,lcl_Athaliana_AT1G68526.1,1.1097,1.0,0.176157,127.0,3.945967
121,lcl_Mtruncatula_Medtr7g055843.1,1.089,1.0,0.181912,48.0,1.593776
122,lcl_Mtruncatula_Medtr5g015470.1,0.5331,14.0,2.017508,39.0,0.810925
123,lcl_Gmax_Glyma.06G311300.1,0.3408,26.0,3.60275,43.0,0.826984
124,lcl_Gmax_Glyma.01G129800.1,0.426,15.0,2.108531,21.0,0.415141
125,lcl_Athaliana_AT1G64405.1,0.6272,17.0,2.653398,21.0,0.510653
126,CNT2088347,0.388,5.0,0.843608,7.0,0.200221
127,lcl_Mtruncatula_Medtr8g022770.2,0.6591,8.0,1.172269,241.0,5.178672
128,lcl_Mtruncatula_Medtr4g049300.2,0.3729,33.0,4.315513,117.0,2.001436
129,lcl_Gmax_Glyma.05G092200.1,0.5172,10.0,1.522515,19.0,0.441563
130,lcl_Gmax_Glyma.03G179400.1,0.3762,56.0,7.042644,109.0,1.723563
131,CNT2087934,0.9629,11.0,1.779335,21.0,0.548662
132,CNT2085416,0.5395,8.0,1.235439,75.0,1.791715
133,lcl_Mtruncatula_Medtr4g124240.1,0.983,1.0,0.174916,67.0,2.055305
134,lcl_Mtruncatula_Medtr3g050170.1,0.7093,5.0,0.769971,12.0,0.284869
135,lcl_Gmax_Glyma.04G168400.1,0.753,12.0,1.897964,7.0,0.174712
136,lcl_Gmax_Glyma.15G180100.1,0.8112,1.0,0.181111,16.0,0.52664
137,CNT2085227,0.5115,28.0,3.754264,25.0,0.449512
138,CNT2085564,0.3674,35.0,4.725057,192.0,3.498604
139,lcl_Mtruncatula_Medtr4g075355.1,0.9631,1.0,0.176804,31.0,0.970227
140,lcl_Mtruncatula_Medtr1g107440.2,0.3615,46.0,5.921001,229.0,3.796333
141,lcl_Gmax_Glyma.09G111500.1,0.592,10.0,1.460053,67.0,1.429939
142,lcl_Gmax_Glyma.01G083400.3,0.4799,11.0,1.598033,4.0,0.084446
143,CNT2087239,0.8598,4.0,0.720337,27.0,0.878284
144,CNT2088028,0.8073,4.0,0.742243,7.0,0.24106
145,lcl_Mtruncatula_Medtr8g105220.1,0.4784,1.0,0.182739,4.0,0.134039
146,lcl_Mtruncatula_Medtr8g095630.2,0.3616,42.0,5.523121,4.0,0.068905
147,lcl_Gmax_Glyma.01G175700.8,0.3737,85.0,10.378061,349.0,5.200605
148,CNT2085517,0.8129,2.0,0.363017,3.0,0.099421
149,CNT2085304,0.4466,8.0,1.400135,43.0,1.317289
150,lcl_Mtruncatula_Medtr5g070595.1,0.452,1.0,0.18494,4.0,0.137038
151,lcl_Mtruncatula_Medtr0152s0100.1,0.3142,72.0,9.104682,91.0,1.45396
152,lcl_Gmax_Glyma.20G055100.1,0.4483,12.0,1.835791,4.0,0.093303
153,lcl_Gmax_Glyma.06G214300.1,0.3656,49.0,6.388947,327.0,5.557423
154,CNT2088598,0.715,7.0,1.08626,3.0,0.072403
155,NONATHT001101,0.715,7.0,1.08626,3.0,0.072403
156,lcl_Mtruncatula_Medtr6g445270.1,0.7927,1.0,0.175528,37.0,1.143112
157,lcl_Mtruncatula_Medtr8g022410.1,0.4437,1.0,0.187352,7.0,0.246214
158,lcl_Gmax_Glyma.20G152700.1,0.7471,12.0,1.862619,19.0,0.457362
159,NONATHT000900,0.4115,60.0,7.381091,259.0,3.919677
160,lcl_Athaliana_AT4G03660.1,0.9453,1.0,0.174916,36.0,1.103671
161,lcl_Mtruncatula_Medtr7g100315.1,0.495,1.0,0.179959,28.0,0.908502
162,lcl_Mtruncatula_Medtr1g086180.2,0.3622,76.0,9.277952,679.0,10.120106
163,lcl_Gmax_Glyma.10G185300.1,0.9838,1.0,0.185877,48.0,1.664855
164,lcl_Gmax_Glyma.02G087300.1,0.3686,27.0,3.534197,723.0,12.393623
165,NONATHT002394,0.3686,27.0,3.534197,723.0,12.393623
166,lcl_Athaliana_AT5G09830.1,0.7289,8.0,1.285232,7.0,0.181262
167,lcl_Mtruncatula_Medtr6g015655.1,0.9493,1.0,0.17432,49.0,1.492594
168,lcl_Mtruncatula_Medtr1g107440.5,0.3615,45.0,5.787576,144.0,2.383904
169,lcl_Gmax_Glyma.15G174200.1,0.7378,11.0,1.613935,37.0,0.797233
170,lcl_Gmax_Glyma.17G146200.1,0.7937,2.0,0.326547,21.0,0.560254
171,CNT2087701,0.7041,2.0,0.337291,39.0,1.110788
172,lcl_Athaliana_AT4G03732.1,0.5485,8.0,1.23224,16.0,0.380493
173,lcl_Mtruncatula_Medtr6g034970.1,0.6278,1.0,0.174028,76.0,2.304348
174,lcl_Gmax_Glyma.08G256500.1,0.4608,11.0,1.659615,9.0,0.204949
175,lcl_Gmax_Glyma.03G143300.1,0.6541,24.0,3.11312,397.0,6.682909
176,NONATHT001659,0.6541,24.0,3.11312,397.0,6.682909
177,CNT2087553,0.5398,8.0,1.355956,3.0,0.086629
178,lcl_Mtruncatula_Medtr7g062880.1,0.7105,1.0,0.171558,49.0,1.444673
179,lcl_Mtruncatula_Medtr4g106400.1,0.502,16.0,2.297174,21.0,0.433636
180,lcl_Gmax_Glyma.04G217600.1,0.7935,9.0,1.459755,97.0,2.55319
181,lcl_Gmax_Glyma.03G084100.2,0.3797,46.0,5.73688,283.0,4.404145
182,lcl_Athaliana_AT3G42714.1,0.7865,4.0,0.70088,21.0,0.645656
183,CNT2087606,0.5556,7.0,1.192074,9.0,0.260505
184,lcl_Mtruncatula_Medtr4g016600.1,0.5113,1.0,0.180721,12.0,0.392624
185,lcl_Gmax_Glyma.12G073600.1,0.9806,1.0,0.184036,19.0,0.644882
186,lcl_Athaliana_AT3G43900.1,1.0276,1.0,0.180337,43.0,1.402175
187,lcl_Athaliana_AT5G55850.3,0.5397,13.0,1.89544,37.0,0.786523
188,lcl_Mtruncatula_Medtr4g013250.1,1.0601,1.0,0.173174,67.0,2.014213
189,lcl_Gmax_Glyma.18G229200.1,0.592,10.0,1.524809,7.0,0.162693
190,lcl_Gmax_Glyma.01G175700.4,0.3611,71.0,8.732708,91.0,1.37564
191,CNT2085615,1.0254,3.0,0.468975,52.0,1.271477
192,lcl_Athaliana_AT1G48200.1,0.7463,16.0,2.407322,163.0,3.692221
193,lcl_Mtruncatula_Medtr2g055030.1,0.9158,1.0,0.174616,36.0,1.099863
194,lcl_Gmax_Glyma.01G068300.1,0.4502,6.0,0.945532,13.0,0.323436
195,lcl_Gmax_Glyma.17G191700.1,0.3374,55.0,7.034298,3.0,0.049219
196,CNT2086703,0.449,3.0,0.531735,25.0,0.788275
197,lcl_Athaliana_AT3G45245.1,0.709,1.0,0.170543,48.0,1.397598
198,lcl_Mtruncatula_Medtr2g028460.1,0.7373,9.0,1.575152,37.0,1.132669
199,lcl_Gmax_Glyma.14G029900.1,0.343,10.0,1.515494,31.0,0.712401
200,lcl_Gmax_Glyma.16G092300.1,0.3613,8.0,1.225224,39.0,0.915029
201,At5NC025190,0.7966,8.0,1.398525,36.0,1.099546
202,CNT2086762,0.7695,1.0,0.187692,19.0,0.672347
203,lcl_Mtruncatula_Medtr1498s0010.1,0.97,1.0,0.174916,7.0,0.214842
204,lcl_Gmax_Glyma.14G165100.1,0.9365,1.0,0.17432,139.0,4.232876
205,lcl_Gmax_Glyma.18G290700.4,0.3874,35.0,4.508307,133.0,2.208218
206,NONATHT001810,0.5372,20.0,2.765759,157.0,3.004955
207,CNT2087964,0.6435,12.0,1.864469,52.0,1.256492
208,lcl_Mtruncatula_Medtr2g026800.1,0.6332,1.0,0.17374,9.0,0.272269
209,lcl_Mtruncatula_Medtr3g466420.1,0.3725,57.0,7.249605,849.0,13.734285
210,lcl_Gmax_Glyma.01G063400.1,0.8657,1.0,0.183596,19.0,0.641567
211,lcl_Gmax_Glyma.U034900.1,1.0664,1.0,0.181912,3.0,0.099723
212,lcl_Athaliana_AT3G60650.1,1.1164,1.0,0.172896,61.0,1.827868
213,CNT2089042,0.5185,8.0,1.30159,3.0,0.07908
214,lcl_Mtruncatula_Medtr5g027710.1,0.8905,1.0,0.174916,97.0,2.975492
215,lcl_Gmax_Glyma.18G264800.1,0.5475,18.0,2.700398,109.0,2.45225
216,lcl_Gmax_Glyma.13G202700.1,0.3514,49.0,6.434833,52.0,0.895672
217,AtR8,0.3514,49.0,6.434833,52.0,0.895672
218,NONATHT002762,0.3324,49.0,6.336997,156.0,2.607815
219,lcl_Mtruncatula_Medtr5g018340.1,0.6048,1.0,0.184036,37.0,1.257683
220,lcl_Gmax_Glyma.17G258800.1,0.5956,11.0,1.691582,7.0,0.165156
221,lcl_Gmax_Glyma.10G098800.1,0.4409,15.0,2.177197,21.0,0.443223
222,lcl_Athaliana_AT2G13272.1,0.9717,1.0,0.179959,103.0,3.340138
223,lcl_Athaliana_AT4G04165.1,0.8552,22.0,3.064362,147.0,2.851331
224,lcl_Mtruncatula_Medtr2g062810.1,0.8656,1.0,0.183164,19.0,0.639881
225,lcl_Gmax_Glyma.12G221300.1,1.1536,1.0,0.176157,4.0,0.124539
226,CNT2087835,0.4821,19.0,2.787706,111.0,2.390525
227,NONATHT002444,0.4821,19.0,2.787706,111.0,2.390525
228,lcl_Mtruncatula_Medtr7g068490.1,0.7159,1.0,0.173455,31.0,0.934276
229,lcl_Mtruncatula_Medtr8g074520.1,0.6167,22.0,3.030085,67.0,1.270967
230,lcl_Gmax_Glyma.11G176100.1,0.5303,1.0,0.170053,75.0,2.173394
231,CNT2085718,0.787,1.0,0.182739,12.0,0.402274
232,CNT2085555,0.3953,50.0,6.338172,181.0,2.907718
233,lcl_Mtruncatula_Medtr6g012320.1,0.7612,1.0,0.17922,27.0,0.86999
234,lcl_Gmax_Glyma.03G212600.1,0.4125,1.0,0.181508,21.0,0.693457
235,CNT2085467,0.8219,13.0,2.131821,48.0,1.290196
236,NONATHT000309,0.8219,13.0,2.131821,48.0,1.290196
237,lcl_Mtruncatula_Medtr5g007070.1,0.8612,1.0,0.17584,109.0,3.374383
238,lcl_Gmax_Glyma.19G246900.1,0.6724,5.0,0.771053,91.0,2.167
239,lcl_Gmax_Glyma.19G157900.1,0.4552,21.0,2.833875,97.0,1.767688
240,NONATHT000112,0.3752,54.0,6.852421,103.0,1.657537
241,lcl_Athaliana_AT5G63460.3,0.4438,16.0,2.42032,61.0,1.395495
242,lcl_Mtruncatula_Medtr1g056455.1,1.0578,1.0,0.170792,76.0,2.221819
243,lcl_Gmax_Glyma.05G081700.1,0.4623,8.0,1.245791,61.0,1.482047
244,lcl_Gmax_Glyma.10G242900.1,0.3496,53.0,6.793304,37.0,0.607426
245,CNT2086689,0.7476,6.0,0.961196,39.0,1.001274
246,CNT2086464,0.715,9.0,1.419084,31.0,0.770928
247,lcl_Mtruncatula_Medtr7g071330.1,0.6308,1.0,0.176804,16.0,0.501317
248,lcl_Gmax_Glyma.17G260600.1,0.7389,21.0,3.089678,97.0,2.09875
249,lcl_Athaliana_AT3G13275.1,0.4421,11.0,1.698324,36.0,0.85763
250,CNT2088952,0.8854,6.0,1.001425,4.0,0.112036
251,lcl_Mtruncatula_Medtr4g057575.1,1.082,1.0,0.171819,28.0,0.828635
252,lcl_Gmax_Glyma.06G301400.1,0.4918,18.0,2.636347,175.0,3.757922
253,lcl_Athaliana_AT4G03040.1,0.9598,1.0,0.177469,37.0,1.167126
254,NONATHT001026,0.9598,1.0,0.177469,37.0,1.167126
255,lcl_Mtruncatula_Medtr5g080060.1,0.6042,10.0,1.649768,19.0,0.516322
256,lcl_Gmax_Glyma.02G299800.1,0.5697,11.0,1.669817,3.0,0.06932
257,lcl_Gmax_Glyma.02G106000.7,0.3859,45.0,5.739855,252.0,4.10197
258,CNT2085955,0.6746,10.0,1.656213,67.0,1.838227
259,APOLO,0.6746,10.0,1.656213,67.0,1.838227
260,lcl_Mtruncatula_Medtr4g132873.1,0.6102,1.0,0.177134,12.0,0.377108
261,lcl_Mtruncatula_Medtr4g006610.1,0.3394,62.0,7.903098,189.0,3.070786
262,lcl_Gmax_Glyma.01G006200.1,0.9402,2.0,0.346161,0.0,0.0
263,lcl_Athaliana_AT1G47885.1,0.5808,1.0,0.172896,61.0,1.825546
264,CNT2085628,0.6025,5.0,0.868698,12.0,0.363327
265,lcl_Mtruncatula_Medtr5g008670.1,1.0191,1.0,0.187864,7.0,0.247765
266,lcl_Mtruncatula_Medtr4g035885.1,0.3563,20.0,2.741583,91.0,1.711342
267,lcl_Gmax_Glyma.13G014600.1,0.6102,1.0,0.174916,39.0,1.196468
268,lcl_Athaliana_AT1G36400.1,0.7478,2.0,0.319608,13.0,0.332377
269,NONATHT002963,0.7478,2.0,0.319608,13.0,0.332377
270,lcl_Mtruncatula_Medtr1g040775.1,1.0509,1.0,0.182322,16.0,0.533786
271,lcl_Gmax_Glyma.09G057600.1,0.8392,7.0,1.254541,31.0,0.995758
272,lcl_Gmax_Glyma.05G064400.3,0.8889,5.0,0.79951,9.0,0.230047
273,CNT2084811,0.5768,3.0,0.553904,0.0,1e-06
274,CNT2088029,0.448,3.0,0.526275,21.0,0.647884
275,lcl_Mtruncatula_Medtr6g015177.1,0.5655,1.0,0.181508,31.0,1.024862
276,lcl_Mtruncatula_Medtr5g074570.1,0.4415,11.0,1.623529,4.0,0.087165
277,lcl_Gmax_Glyma.15G079400.1,0.8412,1.0,0.176478,36.0,1.1243
278,lcl_Gmax_Glyma.11G157900.1,0.373,50.0,6.434472,79.0,1.309511
279,CNT2088609,0.8203,8.0,1.343805,61.0,1.725024
280,CNT2088352,0.8365,4.0,0.748736,21.0,0.736927
281,lcl_Mtruncatula_Medtr1g053175.1,0.7814,1.0,0.177809,49.0,1.553612
282,lcl_Gmax_Glyma.09G065500.1,0.6225,16.0,2.503161,63.0,1.541054
283,lcl_Gmax_Glyma.11G013200.3,0.4477,9.0,1.363382,4.0,0.092125
284,NONATHT002473,0.4477,9.0,1.363382,4.0,0.092125
285,CNT2089170,0.6405,8.0,1.302499,13.0,0.346
286,lcl_Mtruncatula_Medtr8g052495.1,0.8307,1.0,0.177134,7.0,0.220069
287,lcl_Mtruncatula_Medtr8g022770.3,0.367,54.0,6.926943,364.0,5.992268
288,lcl_Gmax_Glyma.06G267100.1,0.5482,3.0,0.48878,63.0,1.675295
289,lcl_Gmax_Glyma.11G172700.1,0.9514,6.0,0.93108,1.0,0.024206
290,lcl_Athaliana_AT4G23432.1,0.6276,1.0,0.177134,16.0,0.503524
291,CNT2086640,0.409,28.0,3.717693,49.0,0.86449
292,lcl_Mtruncatula_Medtr7g063350.1,0.7717,1.0,0.172083,37.0,1.096891
293,lcl_Mtruncatula_Medtr7g078390.1,0.6746,1.0,0.173174,19.0,0.570472
294,lcl_Gmax_Glyma.05G056200.1,0.7203,8.0,1.23224,19.0,0.451524
295,lcl_Gmax_Glyma.06G038300.1,0.657,4.0,0.642616,16.0,0.413746
296,CNT2088113,0.5538,12.0,1.917647,13.0,0.33139
297,CNT2087141,0.4308,32.0,4.396849,61.0,1.150998
298,lcl_Mtruncatula_Medtr2g039903.1,0.9864,1.0,0.174616,133.0,4.065578
299,lcl_Gmax_Glyma.01G026900.1,0.4718,9.0,1.328565,67.0,1.461328
300,lcl_Gmax_Glyma.13G164400.1,0.4494,48.0,6.256279,39.0,0.662915
301,CNT2088364,0.5398,18.0,2.887202,111.0,2.853883
302,CNT2088736,0.9978,12.0,2.049505,64.0,1.865502
303,lcl_Mtruncatula_Medtr5g056700.1,0.9818,1.0,0.173455,76.0,2.289137
304,lcl_Gmax_Glyma.01G122600.1,0.3482,50.0,6.443619,103.0,1.71222
305,CNT2085884,0.4865,9.0,1.598235,0.0,3e-06
306,NONATHT002472,0.4865,9.0,1.598235,0.0,3e-06
307,lcl_Mtruncatula_Medtr4g101060.1,1.0928,1.0,0.18494,28.0,0.961159
308,lcl_Mtruncatula_Medtr7g111640.2,0.3994,34.0,4.436397,988.0,16.828167
309,lcl_Gmax_Glyma.09G036700.1,0.4425,7.0,1.100404,7.0,0.173583
310,CNT2086712,0.5984,7.0,1.199696,12.0,0.35345
311,lcl_Athaliana_AT2G10608.2,0.42,16.0,2.494117,100.0,2.428811
312,lcl_Mtruncatula_Medtr2g022110.1,0.8837,6.0,0.960897,61.0,1.567727
313,lcl_Mtruncatula_Medtr5g048060.2,0.3636,46.0,5.900107,76.0,1.250011
314,lcl_Gmax_Glyma.01G099400.1,0.6909,2.0,0.334795,3.0,0.084353
315,lcl_Gmax_Glyma.15G240200.1,0.456,57.0,7.006462,1117.0,16.883194
316,CNT2087193,1.0983,1.0,0.157329,133.0,3.295174
317,CNT2088513,0.6095,6.0,0.992166,13.0,0.355614
318,lcl_Mtruncatula_Medtr3g116020.1,0.4749,1.0,0.182739,28.0,0.938173
319,lcl_Mtruncatula_Medtr4g043720.3,0.4063,44.0,5.739463,49.0,0.834294
320,lcl_Gmax_Glyma.12G028600.1,0.4087,9.0,1.379925,3.0,0.070717
321,lcl_Gmax_Glyma.17G142500.1,0.3671,39.0,4.960013,228.0,3.689625
322,CNT2088241,0.6788,2.0,0.349431,1.0,0.030701
323,CNT2086514,0.9712,11.0,1.627678,139.0,3.047243
324,lcl_Mtruncatula_Medtr7g076780.1,0.9783,1.0,0.188385,13.0,0.46356
325,lcl_Gmax_Glyma.15G203200.1,0.8321,1.0,0.177469,12.0,0.378543
326,lcl_Athaliana_AT2G07669.1,0.7648,1.0,0.172351,43.0,1.279387
