,Seqname,0,1,2,3,4,5,6,7
99,NONATHT000860,1.001829,14.784263,0.067763,0.653743,0.721488,0.845585,1.021151,1.340912
100,CNT2087724,2.019923,12.8545,0.157137,0.907018,1.030656,1.189431,1.335782,4.015879
101,lcl_Mtruncatula_Medtr4g072920.1,0.50512,4.368213,0.115635,0.348816,0.415632,0.50512,0.61162,1.063813
102,lcl_Gmax_Glyma.13G068400.2,2.106164,17.404939,0.12101,1.237142,1.420522,1.685878,2.03808,3.417681
103,CNT2086891,0.356789,6.836496,0.052189,0.354771,0.395366,0.451992,0.565302,0.803196
104,lcl_Athaliana_AT1G68700.1,1.170489,15.195443,0.077029,1.074946,1.202012,1.413119,1.784902,2.731726
105,lcl_Mtruncatula_Medtr2g087985.1,0.459078,14.250468,0.032215,0.866354,0.963846,1.055783,1.174003,2.689818
106,lcl_Mtruncatula_Medtr3g053460.2,0.844839,17.183693,0.049165,1.071492,1.168157,1.345959,1.848975,2.975894
107,lcl_Gmax_Glyma.08G280100.1,0.457476,4.219112,0.108429,0.286153,0.340967,0.361077,0.488082,0.836337
108,lcl_Gmax_Glyma.03G243300.1,0.426579,2.918828,0.146148,0.230956,0.305096,0.383128,0.522322,0.968569
109,lcl_Athaliana_AT5G11630.1,0.900275,9.817959,0.091697,0.729504,0.809347,0.903772,1.093371,1.686963
110,CNT2085967,0.859562,8.211234,0.104681,0.531685,0.594145,0.705098,0.811953,1.356288
111,lcl_Mtruncatula_Medtr4g131290.1,0.146527,3.474705,0.04217,0.176303,0.210379,0.316873,0.346597,0.5717
112,lcl_Mtruncatula_Medtr4g059760.1,1.45704,19.303724,0.07548,1.229339,1.459751,1.629959,2.259678,4.876508
113,lcl_Gmax_Glyma.05G176000.1,0.224542,4.077466,0.055069,0.280887,0.315312,0.403242,0.510316,0.791398
114,lcl_Gmax_Glyma.05G010400.1,0.26552,3.731731,0.071152,0.26552,0.276929,0.306416,0.362523,0.547733
115,CNT2088778,0.22804,3.667337,0.062181,0.22804,0.272337,0.333317,0.418477,0.601061
116,lcl_Athaliana_AT5G43185.1,0.997558,6.16848,0.161719,0.336988,0.394583,0.478603,0.78341,1.516285
117,lcl_Mtruncatula_Medtr3g084390.1,0.274062,3.625863,0.075585,0.268747,0.291127,0.312395,0.358704,0.469149
118,lcl_Gmax_Glyma.03G153500.1,10.160884,17.870788,0.568575,1.1437,1.307872,1.51242,2.020368,10.160884
119,CNT2087736,1.364584,6.508782,0.209653,0.488065,0.542089,0.595228,0.701437,1.364584
120,lcl_Athaliana_AT1G68526.1,1.365651,4.192995,0.325698,0.305472,0.361246,0.423717,0.479599,1.365651
121,lcl_Mtruncatula_Medtr7g055843.1,0.442659,3.627083,0.122043,0.196224,0.273955,0.331475,0.387289,0.631684
122,lcl_Mtruncatula_Medtr5g015470.1,0.831404,15.207282,0.054671,1.10723,1.255868,1.398115,1.931017,5.308902
123,lcl_Gmax_Glyma.06G311300.1,1.08259,20.836594,0.051956,1.07343,1.192721,1.392291,1.708008,3.856567
124,lcl_Gmax_Glyma.01G129800.1,0.599846,19.281564,0.03111,0.834011,0.97738,1.076447,1.308932,2.280941
125,lcl_Athaliana_AT1G64405.1,1.824609,8.7951,0.207457,0.591956,0.702246,0.910863,1.120109,2.205239
126,CNT2088347,0.271267,5.596369,0.048472,0.334387,0.416231,0.457099,0.491621,0.867458
127,lcl_Mtruncatula_Medtr8g022770.2,2.26002,13.565198,0.166604,0.895491,1.004868,1.132308,1.419389,3.218001
128,lcl_Mtruncatula_Medtr4g049300.2,2.561759,31.420128,0.081532,1.993218,2.228765,2.489223,3.218282,7.511591
129,lcl_Gmax_Glyma.05G092200.1,1.04589,10.125979,0.103288,0.752121,0.813442,1.04589,1.251336,2.383312
130,lcl_Gmax_Glyma.03G179400.1,3.591003,43.377674,0.082785,2.583205,2.90286,3.359456,4.056985,18.318394
131,CNT2087934,1.199032,6.826756,0.175637,0.553372,0.624131,0.703409,0.963417,1.560113
132,CNT2085416,0.751605,9.575329,0.078494,0.644052,0.718631,0.758456,0.839461,1.716585
133,lcl_Mtruncatula_Medtr4g124240.1,0.603129,4.472159,0.134863,0.361053,0.39771,0.444923,0.542537,0.740691
134,lcl_Mtruncatula_Medtr3g050170.1,1.648736,10.412237,0.158346,0.522279,0.599808,0.689978,0.772468,1.648736
135,lcl_Gmax_Glyma.04G168400.1,0.798209,8.445654,0.094511,0.475667,0.539882,0.616971,0.780527,1.837116
136,lcl_Gmax_Glyma.15G180100.1,0.149646,3.912518,0.038248,0.211371,0.23203,0.247401,0.285886,0.397184
137,CNT2085227,4.112796,26.261946,0.156607,1.64125,1.809145,2.076925,2.473137,4.693648
138,CNT2085564,1.314438,24.804454,0.052992,1.497071,1.745074,2.056385,2.589217,5.801913
139,lcl_Mtruncatula_Medtr4g075355.1,0.604969,4.259656,0.142023,0.309687,0.348778,0.40799,0.556695,0.724769
140,lcl_Mtruncatula_Medtr1g107440.2,2.951253,35.575048,0.082959,2.093965,2.421407,2.812885,3.538572,9.86427
141,lcl_Gmax_Glyma.09G111500.1,0.793069,14.427032,0.054971,0.764495,0.876199,1.025064,1.329302,6.184292
142,lcl_Gmax_Glyma.01G083400.3,0.813165,14.755247,0.05511,0.970157,1.0877,1.270656,1.490494,7.777036
143,CNT2087239,0.678973,3.74171,0.181461,0.291874,0.320166,0.360366,0.520744,0.721892
144,CNT2088028,0.108356,3.155334,0.03434,0.209995,0.220045,0.255937,0.339921,0.480344
145,lcl_Mtruncatula_Medtr8g105220.1,0.345589,3.527662,0.097965,0.236302,0.250512,0.308585,0.367247,0.446852
146,lcl_Mtruncatula_Medtr8g095630.2,6.161868,30.359445,0.202964,1.781109,2.000533,2.256355,2.940904,6.450213
147,lcl_Gmax_Glyma.01G175700.8,2.242346,55.16674,0.040647,3.132828,3.510469,4.148588,5.033647,16.224424
148,CNT2085517,0.772741,3.731484,0.207087,0.185844,0.20089,0.222658,0.323297,0.959651
149,CNT2085304,0.43885,4.446591,0.098694,0.323941,0.34505,0.468955,0.557274,0.642576
150,lcl_Mtruncatula_Medtr5g070595.1,0.084487,3.385458,0.024956,0.233196,0.235436,0.254301,0.355681,0.622059
151,lcl_Mtruncatula_Medtr0152s0100.1,4.822308,42.180333,0.114326,1.984455,2.19338,2.591155,3.216918,7.588796
152,lcl_Gmax_Glyma.20G055100.1,0.466918,10.573542,0.044159,0.610342,0.679474,0.734324,0.984065,1.398129
153,lcl_Gmax_Glyma.06G214300.1,1.60675,32.572779,0.049328,1.779278,2.030365,2.38839,3.00403,5.499782
154,CNT2088598,3.09763,8.565345,0.361647,0.797138,0.891124,0.997308,1.319975,3.09763
155,NONATHT001101,3.09763,8.565345,0.361647,0.797138,0.891124,0.997308,1.319975,3.09763
156,lcl_Mtruncatula_Medtr6g445270.1,0.409663,4.228087,0.096891,0.35835,0.411248,0.479522,0.584137,0.69815
157,lcl_Mtruncatula_Medtr8g022410.1,0.055736,3.300587,0.016887,0.181397,0.195784,0.207272,0.452152,0.550477
158,lcl_Gmax_Glyma.20G152700.1,0.653323,9.201741,0.071,0.692839,0.782787,0.886202,0.999678,1.736055
159,NONATHT000900,1.75919,51.763427,0.033985,2.953423,3.310472,3.925734,5.153377,20.581537
160,lcl_Athaliana_AT4G03660.1,0.387099,4.494073,0.086135,0.313279,0.346386,0.380375,0.393599,0.71304
161,lcl_Mtruncatula_Medtr7g100315.1,0.158592,3.588266,0.044197,0.307933,0.333653,0.390166,0.448338,1.256295
162,lcl_Mtruncatula_Medtr1g086180.2,7.192961,55.499977,0.129603,2.816582,3.195592,3.750051,4.523192,14.016189
163,lcl_Gmax_Glyma.10G185300.1,0.224162,3.176135,0.070577,0.224162,0.230379,0.239593,0.324341,0.45378
164,lcl_Gmax_Glyma.02G087300.1,2.991286,31.210878,0.095841,1.978907,2.351959,2.711861,3.196879,6.429952
165,NONATHT002394,2.991286,31.210878,0.095841,1.978907,2.351959,2.711861,3.196879,6.429952
166,lcl_Athaliana_AT5G09830.1,1.18915,7.377023,0.161196,0.517531,0.587616,0.638207,0.783266,1.857195
167,lcl_Mtruncatula_Medtr6g015655.1,0.262002,4.645968,0.056393,0.290824,0.325573,0.360799,0.472793,0.742917
168,lcl_Mtruncatula_Medtr1g107440.5,1.993782,35.796995,0.055697,2.2436,2.459699,2.779443,3.452901,9.424154
169,lcl_Gmax_Glyma.15G174200.1,3.786296,13.634025,0.277709,0.887719,1.031465,1.245295,1.550961,3.786296
170,lcl_Gmax_Glyma.17G146200.1,0.325101,7.158902,0.045412,0.3475,0.365625,0.445927,0.641473,0.782322
171,CNT2087701,0.395878,5.606352,0.070612,0.395878,0.432134,0.579036,0.741702,1.12474
172,lcl_Athaliana_AT4G03732.1,0.82504,9.883984,0.083472,0.624291,0.696374,0.775469,0.89839,2.388418
173,lcl_Mtruncatula_Medtr6g034970.1,0.253351,4.333941,0.058457,0.356997,0.435131,0.488578,0.651504,0.8081
174,lcl_Gmax_Glyma.08G256500.1,0.678533,11.307302,0.060008,0.694901,0.788459,0.898143,1.121507,1.534555
175,lcl_Gmax_Glyma.03G143300.1,2.921767,33.756364,0.086555,1.959804,2.189536,2.565552,3.306102,12.824481
176,NONATHT001659,2.921767,33.756364,0.086555,1.959804,2.189536,2.565552,3.306102,12.824481
177,CNT2087553,0.22241,5.412214,0.041094,0.37167,0.42013,0.460299,0.543122,0.719243
178,lcl_Mtruncatula_Medtr7g062880.1,0.748584,4.905615,0.152597,0.384345,0.440037,0.525232,0.62909,0.971621
179,lcl_Mtruncatula_Medtr4g106400.1,1.886324,16.357062,0.115322,0.777132,0.925572,1.186221,1.552295,5.114148
180,lcl_Gmax_Glyma.04G217600.1,1.058507,7.224954,0.146507,0.388821,0.472617,0.531469,0.683153,1.07009
181,lcl_Gmax_Glyma.03G084100.2,3.173326,46.036214,0.068931,2.780078,3.089416,3.582967,4.192975,11.545654
182,lcl_Athaliana_AT3G42714.1,0.212016,4.600886,0.046081,0.236239,0.263883,0.357794,0.44182,0.703624
183,CNT2087606,0.426221,5.624979,0.075773,0.249944,0.273951,0.346482,0.38808,0.661496
184,lcl_Mtruncatula_Medtr4g016600.1,0.401044,3.620339,0.110775,0.276665,0.286806,0.320366,0.401044,0.667351
185,lcl_Gmax_Glyma.12G073600.1,0.570705,3.439025,0.16595,0.198097,0.218483,0.233824,0.371155,0.570705
186,lcl_Athaliana_AT3G43900.1,0.306933,3.902235,0.078656,0.226544,0.269788,0.306933,0.348164,0.488535
187,lcl_Athaliana_AT5G55850.3,1.176899,14.497988,0.081177,0.841081,0.995421,1.086307,1.313132,2.715747
188,lcl_Mtruncatula_Medtr4g013250.1,0.763514,4.676442,0.163268,0.366841,0.430929,0.482259,0.579911,0.763514
189,lcl_Gmax_Glyma.18G229200.1,1.341146,10.417647,0.128738,0.754227,0.856058,1.043318,1.257756,2.041127
190,lcl_Gmax_Glyma.01G175700.4,2.234183,51.825994,0.043109,3.025795,3.47632,4.017943,5.082281,21.073841
191,CNT2085615,3.344786,8.814176,0.379478,0.712678,0.804195,0.910133,1.026038,3.344786
192,lcl_Athaliana_AT1G48200.1,3.380934,11.438826,0.295567,0.768514,0.838869,0.960106,1.161356,3.380934
193,lcl_Mtruncatula_Medtr2g055030.1,0.332661,4.369688,0.076129,0.380356,0.415354,0.44145,0.479563,0.630277
194,lcl_Gmax_Glyma.01G068300.1,0.812595,8.200567,0.09909,0.554136,0.595435,0.698768,0.847651,5.149495
195,lcl_Gmax_Glyma.17G191700.1,2.210121,38.196382,0.057862,2.061696,2.326683,2.718506,3.483775,9.361273
196,CNT2086703,0.231963,4.159945,0.055761,0.262165,0.31898,0.390153,0.480347,0.673916
197,lcl_Athaliana_AT3G45245.1,0.496639,5.26351,0.094355,0.340885,0.371064,0.469889,0.494921,0.599796
198,lcl_Mtruncatula_Medtr2g028460.1,0.297607,4.414803,0.067411,0.32412,0.414551,0.494855,0.585198,1.085815
199,lcl_Gmax_Glyma.14G029900.1,0.279503,11.242539,0.024861,0.616899,0.687541,0.789296,0.969968,1.44932
200,lcl_Gmax_Glyma.16G092300.1,0.345128,10.616226,0.032509,0.620068,0.661524,0.787713,0.909178,2.919704
201,At5NC025190,0.594274,4.610877,0.128885,0.287139,0.324421,0.366054,0.420229,0.594274
202,CNT2086762,0.119227,3.258955,0.036584,0.130929,0.146017,0.183976,0.216204,0.230352
203,lcl_Mtruncatula_Medtr1498s0010.1,0.29827,4.085832,0.073001,0.478766,0.514697,0.651595,0.708925,0.900215
204,lcl_Gmax_Glyma.14G165100.1,0.965153,4.383942,0.220156,0.386833,0.425251,0.476193,0.646579,0.965153
205,lcl_Gmax_Glyma.18G290700.4,2.153974,35.43071,0.060794,2.241628,2.541399,3.153331,3.974286,14.178673
206,NONATHT001810,2.532168,21.499157,0.11778,1.043797,1.13102,1.342955,1.720294,6.927732
207,CNT2087964,0.538236,9.056896,0.059428,0.715016,0.80104,0.871349,1.005945,2.10807
208,lcl_Mtruncatula_Medtr2g026800.1,1.164837,4.77238,0.244079,0.256115,0.292076,0.305725,0.439098,1.164837
209,lcl_Mtruncatula_Medtr3g466420.1,2.75543,39.057375,0.070548,2.419894,2.704273,3.131619,4.093795,6.088506
210,lcl_Gmax_Glyma.01G063400.1,0.469215,3.397408,0.13811,0.239526,0.261584,0.305819,0.441523,0.540166
211,lcl_Gmax_Glyma.U034900.1,0.416436,3.735906,0.111468,0.219338,0.267719,0.310555,0.411963,0.611178
212,lcl_Athaliana_AT3G60650.1,0.399794,4.858991,0.082279,0.299358,0.360124,0.399794,0.43236,0.514652
213,CNT2089042,0.462196,6.718482,0.068795,0.521965,0.5516,0.673444,0.862518,1.254506
214,lcl_Mtruncatula_Medtr5g027710.1,0.344158,4.297832,0.080077,0.342433,0.421698,0.488285,0.577507,0.776918
215,lcl_Gmax_Glyma.18G264800.1,0.735052,12.112556,0.060685,0.687619,0.736347,0.851799,1.164146,2.871163
216,lcl_Gmax_Glyma.13G202700.1,2.87245,30.84263,0.093132,1.675195,1.900783,2.179682,2.660141,5.959865
217,AtR8,2.87245,30.84263,0.093132,1.675195,1.900783,2.179682,2.660141,5.959865
218,NONATHT002762,0.308941,34.912779,0.008849,1.71752,1.957598,2.381802,3.135498,10.445464
219,lcl_Mtruncatula_Medtr5g018340.1,0.059231,3.339757,0.017735,0.276074,0.297229,0.328654,0.346626,0.587866
220,lcl_Gmax_Glyma.17G258800.1,1.729196,9.708108,0.178119,0.800246,0.970915,1.139287,1.340326,2.173649
221,lcl_Gmax_Glyma.10G098800.1,0.310152,14.749502,0.021028,0.959797,1.035412,1.181883,1.51081,2.166069
222,lcl_Athaliana_AT2G13272.1,0.388622,3.656221,0.106291,0.27175,0.291777,0.387757,0.45282,0.924062
223,lcl_Athaliana_AT4G04165.1,7.973668,18.459857,0.431946,1.57021,1.822651,2.243886,2.621334,7.973668
224,lcl_Mtruncatula_Medtr2g062810.1,0.186454,3.633877,0.05131,0.19348,0.215528,0.238793,0.317549,0.530913
225,lcl_Gmax_Glyma.12G221300.1,0.585641,3.906808,0.149903,0.425699,0.456436,0.492308,0.746142,1.026749
226,CNT2087835,1.70264,13.488105,0.126233,0.941678,1.021487,1.238168,1.49001,2.514198
227,NONATHT002444,1.70264,13.488105,0.126233,0.941678,1.021487,1.238168,1.49001,2.514198
228,lcl_Mtruncatula_Medtr7g068490.1,0.780388,4.668452,0.167162,0.347606,0.389128,0.428659,0.496806,1.096122
229,lcl_Mtruncatula_Medtr8g074520.1,1.175145,22.609236,0.051976,0.857864,0.953334,1.111552,1.470366,2.579656
230,lcl_Gmax_Glyma.11G176100.1,0.45767,5.299398,0.086363,0.35006,0.393098,0.443947,0.522749,0.811553
231,CNT2085718,0.232038,3.707708,0.062583,0.184476,0.194388,0.229384,0.298433,0.448221
