,Seqname,0,1,2,3,4,5,6,7
50,lcl_Gmax_Glyma.12G187800.1,-0.345395,-0.346551,0.996666,-0.345089,-0.332933,1.036512,-130.24,0.102609
51,lcl_Gmax_Glyma.06G137500.1,-0.028431,-0.044391,0.640462,-0.123405,-0.123646,0.998058,-464.0,0.101077
52,lcl_Athaliana_AT2G10410.1,-0.080477,-0.098906,0.813675,-0.115623,-0.119877,0.964513,-335.6,0.112488
53,lcl_Athaliana_AT2G30945.1,-0.221665,-0.226069,0.980519,-0.224235,-0.224238,0.999988,-154.8,0.102964
54,lcl_Mtruncatula_Medtr0212s0010.1,-0.978305,-0.982633,0.995595,-0.789909,-0.783335,1.008392,-86.3,0.101045
55,lcl_Mtruncatula_Medtr5g081650.3,-0.039534,-0.038385,1.029935,-0.056994,-0.055218,1.032154,-533.0,0.10143
56,lcl_Gmax_Glyma.12G201000.1,-0.108282,-0.123396,0.877519,-0.114955,-0.122868,0.935596,-275.6,0.106681
57,lcl_Gmax_Glyma.02G310500.1,-1.249886,-1.290658,0.96841,-0.905656,-0.927803,0.976129,-62.4,0.12782
58,CNT2085063,-0.046001,-0.055413,0.830147,-0.060372,-0.061861,0.975934,-420.3,0.112801
59,NONATHT001927,-0.007098,-0.014625,0.485346,-0.036965,-0.039531,0.935092,-507.8,0.120789
60,lcl_Mtruncatula_Medtr5g023950.1,-1.316022,-1.302919,1.010056,-1.05542,-1.037101,1.017664,-59.1,0.104348
61,lcl_Mtruncatula_Medtr8g043400.3,-0.031671,-0.036514,0.867356,-0.043268,-0.043888,0.985859,-576.7,0.113472
62,lcl_Gmax_Glyma.18G006400.2,-0.249909,-0.280687,0.890347,-0.202632,-0.2099,0.96537,-189.8,0.1
63,lcl_Gmax_Glyma.11G154900.1,-0.045195,-0.048319,0.935347,-0.058964,-0.058569,1.006756,-485.6,0.098374
64,CNT2087551,-0.713739,-0.734961,0.971125,-0.560501,-0.561853,0.997593,-81.6,0.117825
65,lcl_Athaliana_AT3G45275.1,-0.709734,-0.718576,0.987695,-0.589561,-0.57848,1.019156,-81.8,0.09593
66,lcl_Mtruncatula_Medtr5g095640.1,-0.901818,-0.892597,1.01033,-0.697679,-0.672789,1.036995,-62.3,0.119454
67,lcl_Mtruncatula_Medtr3g117730.1,-0.023663,-0.030562,0.774268,-0.050685,-0.05163,0.981695,-533.7,0.108261
68,lcl_Gmax_Glyma.18G189400.1,-0.973964,-0.957266,1.017443,-0.800223,-0.788578,1.014767,-53.2,0.125475
69,lcl_Gmax_Glyma.20G010700.1,-0.052634,-0.053352,0.986539,-0.061919,-0.058785,1.053318,-485.3,0.103525
70,lcl_Athaliana_AT4G39404.1,-0.880239,-0.933012,0.943438,-0.689157,-0.708465,0.972747,-96.7,0.125899
71,lcl_Athaliana_AT3G42792.1,-0.107443,-0.108683,0.988591,-0.152202,-0.147853,1.029415,-186.5,0.117936
72,lcl_Mtruncatula_Medtr5g092710.1,-1.361547,-1.352238,1.006885,-0.866424,-0.837579,1.034438,-52.3,0.111554
73,lcl_Mtruncatula_Medtr2g009910.2,-0.024514,-0.030837,0.79495,-0.047045,-0.046209,1.018087,-509.1,0.104418
74,lcl_Gmax_Glyma.01G067500.1,-0.50931,-0.516734,0.985633,-0.626987,-0.62038,1.010651,-92.9,0.125373
75,lcl_Gmax_Glyma.13G278900.4,-0.035581,-0.048525,0.733254,-0.05996,-0.061443,0.975866,-418.6,0.116371
76,lcl_Athaliana_AT2G34120.1,-1.713878,-1.75055,0.979051,-1.170544,-1.189925,0.983713,-37.1,0.117925
77,lcl_Athaliana_AT3G42316.1,-0.070492,-0.067715,1.041007,-0.111761,-0.107811,1.036641,-329.9,0.095082
78,lcl_Mtruncatula_Medtr8g469250.1,-1.244935,-1.27824,0.973944,-1.009411,-1.028784,0.981169,-67.0,0.127358
79,lcl_Mtruncatula_Medtr8g051620.3,-0.033517,-0.036735,0.912406,-0.04278,-0.042714,1.001562,-598.2,0.104685
80,lcl_Gmax_Glyma.18G144300.1,-1.721423,-1.738132,0.990387,-1.132438,-1.144902,0.989113,-53.8,0.105263
81,lcl_Gmax_Glyma.04G237800.1,-1.30361,-1.296337,1.005611,-0.826391,-0.809403,1.020989,-37.2,0.06213
82,lcl_Athaliana_AT5G04080.1,-0.447656,-0.437878,1.022331,-0.391256,-0.379792,1.030183,-129.0,0.10338
83,CNT2084940,-0.999451,-0.99527,1.004202,-0.726604,-0.716515,1.01408,-73.6,0.129151
84,lcl_Mtruncatula_Medtr7g102805.1,-0.803917,-0.798858,1.006333,-0.665552,-0.646019,1.030235,-64.6,0.112957
85,lcl_Mtruncatula_Medtr5g084410.2,-0.040681,-0.042207,0.963836,-0.053038,-0.052274,1.014629,-541.0,0.10192
86,lcl_Gmax_Glyma.08G320400.2,-0.204265,-0.199764,1.022529,-0.204398,-0.194129,1.052898,-197.6,0.107188
87,lcl_Gmax_Glyma.18G297000.1,-0.044787,-0.043942,1.019223,-0.057448,-0.055493,1.03522,-518.1,0.104497
88,lcl_Athaliana_AT3G22240.1,-0.385881,-0.394493,0.97817,-0.352059,-0.346779,1.015227,-114.7,0.097378
89,NONATHT003169,-0.385881,-0.394493,0.97817,-0.352059,-0.346779,1.015227,-114.7,0.097378
90,lcl_Mtruncatula_Medtr8g036030.1,-0.832756,-0.841348,0.989787,-0.664686,-0.662928,1.002651,-72.3,0.125436
91,lcl_Mtruncatula_Medtr0101s0020.4,-0.027718,-0.032704,0.847541,-0.057192,-0.056161,1.018355,-656.5,0.102041
92,lcl_Gmax_Glyma.14G127700.1,-0.133269,-0.129053,1.03267,-0.134512,-0.12908,1.042077,-210.9,0.11215
93,lcl_Gmax_Glyma.16G020900.3,-0.055788,-0.059103,0.943903,-0.045113,-0.04477,1.007666,-540.7,0.105309
94,CNT2086564,-0.87132,-0.873662,0.997319,-0.602232,-0.593146,1.015319,-56.9,0.110759
95,CNT2087411,-0.93455,-0.942655,0.991402,-0.673594,-0.673749,0.99977,-65.4,0.113074
96,lcl_Mtruncatula_Medtr2g076020.1,-0.200702,-0.211117,0.950668,-0.237024,-0.237953,0.996095,-172.8,0.104167
97,lcl_Gmax_Glyma.18G279100.1,-0.779241,-0.771452,1.010097,-0.597237,-0.577825,1.033594,-77.4,0.128617
98,lcl_Gmax_Glyma.01G133700.1,-0.234576,-0.231957,1.011292,-0.203184,-0.195428,1.039686,-147.0,0.092191
99,NONATHT000860,-0.234576,-0.231957,1.011292,-0.203184,-0.195428,1.039686,-147.0,0.092191
100,CNT2087724,-0.074333,-0.094854,0.783664,-0.098001,-0.101781,0.962855,-228.5,0.125
101,lcl_Mtruncatula_Medtr4g072920.1,-0.622645,-0.652802,0.953803,-0.514582,-0.523002,0.983901,-88.7,0.133758
102,lcl_Gmax_Glyma.13G068400.2,-0.079581,-0.091113,0.87343,-0.091509,-0.094102,0.972438,-320.1,0.107264
103,CNT2086891,-0.72363,-0.724415,0.998916,-0.460227,-0.449372,1.024157,-71.1,0.099548
104,lcl_Athaliana_AT1G68700.1,-0.124726,-0.128509,0.970558,-0.136701,-0.136182,1.00381,-279.2,0.111326
105,lcl_Mtruncatula_Medtr2g087985.1,-0.185675,-0.195719,0.948681,-0.174267,-0.173195,1.00619,-220.4,0.100109
106,lcl_Mtruncatula_Medtr3g053460.2,-0.104623,-0.111955,0.934507,-0.123378,-0.120995,1.019699,-270.1,0.106289
107,lcl_Gmax_Glyma.08G280100.1,-1.037733,-1.02839,1.009085,-0.876028,-0.852573,1.027511,-74.3,0.101045
108,lcl_Gmax_Glyma.03G243300.1,-1.649075,-1.684819,0.978785,-1.20729,-1.225252,0.985341,-84.6,0.128079
109,lcl_Athaliana_AT5G11630.1,-0.240012,-0.266013,0.902255,-0.217956,-0.220704,0.987551,-176.8,0.104294
110,CNT2085967,-0.240249,-0.244573,0.982319,-0.260803,-0.257896,1.011275,-127.1,0.118613
111,lcl_Mtruncatula_Medtr4g131290.1,-1.63177,-1.618288,1.008331,-1.272075,-1.248063,1.019239,-40.4,0.084821
112,lcl_Mtruncatula_Medtr4g059760.1,-0.085426,-0.095066,0.898595,-0.086046,-0.08725,0.986195,-323.7,0.109204
113,lcl_Gmax_Glyma.05G176000.1,-1.020423,-1.026665,0.99392,-0.751054,-0.743946,1.009554,-57.6,0.100719
114,lcl_Gmax_Glyma.05G010400.1,-1.441513,-1.467503,0.98229,-0.960713,-0.966806,0.993698,-51.4,0.103306
115,CNT2088778,-1.054421,-1.073804,0.981949,-0.929655,-0.938207,0.990884,-55.8,0.1
116,lcl_Athaliana_AT5G43185.1,-0.56068,-0.563035,0.995817,-0.495315,-0.483728,1.023953,-90.8,0.105263
117,lcl_Mtruncatula_Medtr3g084390.1,-0.99957,-0.996823,1.002755,-0.866868,-0.865571,1.001498,-46.3,0.146444
118,lcl_Gmax_Glyma.03G153500.1,-0.076638,-0.081456,0.940846,-0.100749,-0.098423,1.023638,-285.5,0.118616
119,CNT2087736,-0.466432,-0.47488,0.982209,-0.285499,-0.288109,0.990941,-112.9,0.13544
120,lcl_Athaliana_AT1G68526.1,-0.908,-0.90649,1.001666,-0.693371,-0.685565,1.011387,-67.4,0.117241
121,lcl_Mtruncatula_Medtr7g055843.1,-1.366983,-1.354569,1.009165,-1.028878,-1.005374,1.023378,-42.8,0.099174
122,lcl_Mtruncatula_Medtr5g015470.1,-0.075657,-0.091699,0.825061,-0.117396,-0.117358,1.000321,-291.8,0.103883
123,lcl_Gmax_Glyma.06G311300.1,-0.112238,-0.111688,1.004931,-0.109181,-0.103143,1.058548,-291.5,0.107353
124,lcl_Gmax_Glyma.01G129800.1,-0.182182,-0.183921,0.990541,-0.148249,-0.145084,1.021813,-188.5,0.106764
125,lcl_Athaliana_AT1G64405.1,-0.25739,-0.252749,1.018361,-0.239405,-0.228749,1.046585,-141.0,0.112583
126,CNT2088347,-0.755797,-0.756781,0.998699,-0.531434,-0.514924,1.032063,-85.4,0.107239
127,lcl_Mtruncatula_Medtr8g022770.2,-0.099163,-0.104572,0.948276,-0.113041,-0.115197,0.981288,-240.2,0.115468
128,lcl_Mtruncatula_Medtr4g049300.2,-0.055316,-0.061844,0.894435,-0.062984,-0.06394,0.985038,-489.8,0.097036
129,lcl_Gmax_Glyma.05G092200.1,-0.134221,-0.155749,0.861781,-0.180106,-0.180375,0.998508,-220.3,0.112676
130,lcl_Gmax_Glyma.03G179400.1,-0.03675,-0.037093,0.990752,-0.055882,-0.053751,1.039655,-674.9,0.102537
131,CNT2087934,-0.409001,-0.431126,0.948681,-0.360331,-0.36389,0.990219,-126.7,0.116183
132,CNT2085416,-0.256779,-0.263385,0.97492,-0.290162,-0.288119,1.00709,-131.5,0.103555
133,lcl_Mtruncatula_Medtr4g124240.1,-0.635682,-0.620546,1.024392,-0.586342,-0.571685,1.025638,-78.6,0.129139
134,lcl_Mtruncatula_Medtr3g050170.1,-0.391098,-0.395127,0.989803,-0.295926,-0.293373,1.008704,-107.0,0.094082
135,lcl_Gmax_Glyma.04G168400.1,-0.382374,-0.370716,1.031446,-0.313276,-0.296357,1.057089,-127.7,0.104505
136,lcl_Gmax_Glyma.15G180100.1,-1.546541,-1.564138,0.98875,-0.972467,-0.982341,0.989949,-42.2,0.108871
137,CNT2085227,-0.031986,-0.043201,0.740404,-0.055835,-0.056956,0.980312,-427.5,0.108545
138,CNT2085564,-0.05018,-0.050597,0.991752,-0.08383,-0.080846,1.036909,-409.6,0.104496
139,lcl_Mtruncatula_Medtr4g075355.1,-1.157344,-1.179626,0.981111,-0.75663,-0.762434,0.992388,-67.8,0.091549
140,lcl_Mtruncatula_Medtr1g107440.2,-0.045765,-0.046475,0.984737,-0.049435,-0.04829,1.02371,-548.8,0.109137
141,lcl_Gmax_Glyma.09G111500.1,-0.190509,-0.193424,0.98493,-0.187701,-0.183245,1.024319,-207.95,0.07864
142,lcl_Gmax_Glyma.01G083400.3,-0.190541,-0.207545,0.91807,-0.14667,-0.152705,0.960479,-239.27,0.107803
143,CNT2087239,-1.11164,-1.128131,0.985382,-0.775676,-0.783222,0.990365,-72.3,0.109375
144,CNT2088028,-1.808016,-1.834873,0.985363,-1.300933,-1.309545,0.993423,-42.88,0.078341
145,lcl_Mtruncatula_Medtr8g105220.1,-1.144848,-1.137843,1.006157,-0.874554,-0.854926,1.02296,-53.8,0.122881
146,lcl_Mtruncatula_Medtr8g095630.2,-0.052968,-0.056137,0.943558,-0.078261,-0.076438,1.02385,-481.4,0.098753
147,lcl_Gmax_Glyma.01G175700.8,-0.016865,-0.023757,0.709912,-0.036993,-0.038194,0.96855,-833.6,0.104329
148,CNT2085517,-1.25864,-1.257122,1.001208,-0.919309,-0.910041,1.010184,-43.1,0.122449
149,CNT2085304,-0.808219,-0.803573,1.005782,-0.722195,-0.713273,1.012508,-65.8,0.096346
150,lcl_Mtruncatula_Medtr5g070595.1,-1.639584,-1.672925,0.98007,-1.06947,-1.076137,0.993805,-44.7,0.099548
151,lcl_Mtruncatula_Medtr0152s0100.1,-0.031929,-0.033608,0.950058,-0.057974,-0.056904,1.018805,-547.92,0.101215
152,lcl_Gmax_Glyma.20G055100.1,-0.247489,-0.253934,0.97462,-0.217896,-0.213284,1.021627,-162.5,0.094477
153,lcl_Gmax_Glyma.06G214300.1,-0.012291,-0.018172,0.676401,-0.058586,-0.056993,1.02794,-512.4,0.108879
154,CNT2088598,-0.176808,-0.203595,0.868432,-0.247026,-0.254643,0.970089,-177.2,0.121212
155,NONATHT001101,-0.176808,-0.203595,0.868432,-0.247026,-0.254643,0.970089,-177.2,0.121212
156,lcl_Mtruncatula_Medtr6g445270.1,-0.887473,-0.910908,0.974273,-0.721308,-0.717444,1.005386,-103.0,0.097973
157,lcl_Mtruncatula_Medtr8g022410.1,-2.369286,-2.417056,0.980236,-1.587635,-1.591193,0.997764,-31.0,0.043689
158,lcl_Gmax_Glyma.20G152700.1,-0.215933,-0.231537,0.932605,-0.204675,-0.209636,0.976333,-176.77,0.103834
159,NONATHT000900,-0.016235,-0.023028,0.704981,-0.035574,-0.036474,0.975347,-801.8,0.106816
160,lcl_Athaliana_AT4G03660.1,-0.802597,-0.808638,0.99253,-0.613643,-0.605146,1.014041,-79.1,0.122517
161,lcl_Mtruncatula_Medtr7g100315.1,-1.189537,-1.204863,0.98728,-0.908764,-0.918043,0.989892,-66.3,0.105058
162,lcl_Mtruncatula_Medtr1g086180.2,-0.021077,-0.022567,0.933959,-0.038686,-0.038573,1.002926,-789.3,0.103104
163,lcl_Gmax_Glyma.10G185300.1,-1.541633,-1.533896,1.005044,-1.144488,-1.123196,1.018957,-45.0,0.106977
164,lcl_Gmax_Glyma.02G087300.1,-0.018689,-0.022546,0.82891,-0.051671,-0.049617,1.04141,-524.6,0.119403
165,NONATHT002394,-0.018689,-0.022546,0.82891,-0.051671,-0.049617,1.04141,-524.6,0.119403
166,lcl_Athaliana_AT5G09830.1,-0.418428,-0.410603,1.019058,-0.338092,-0.327587,1.032069,-130.1,0.109344
167,lcl_Mtruncatula_Medtr6g015655.1,-0.992714,-0.983697,1.009167,-0.746025,-0.722664,1.032326,-70.8,0.103896
168,lcl_Mtruncatula_Medtr1g107440.5,-0.044987,-0.046354,0.970512,-0.050257,-0.049278,1.019861,-552.8,0.108449
169,lcl_Gmax_Glyma.15G174200.1,-0.144796,-0.157574,0.918903,-0.169631,-0.167421,1.013202,-232.5,0.101099
170,lcl_Gmax_Glyma.17G146200.1,-0.731371,-0.736223,0.99341,-0.439235,-0.434924,1.009912,-87.6,0.087912
171,CNT2087701,-0.640419,-0.636907,1.005514,-0.397344,-0.385659,1.0303,-87.5,0.131016
172,lcl_Athaliana_AT4G03732.1,-0.210924,-0.21055,1.001773,-0.171434,-0.168921,1.01488,-136.8,0.121581
173,lcl_Mtruncatula_Medtr6g034970.1,-0.785122,-0.81125,0.967793,-0.59172,-0.602217,0.982571,-76.0,0.141479
174,lcl_Gmax_Glyma.08G256500.1,-0.180476,-0.182972,0.986359,-0.209176,-0.200462,1.043469,-186.4,0.114058
175,lcl_Gmax_Glyma.03G143300.1,-0.038678,-0.047163,0.820093,-0.049706,-0.051265,0.969602,-536.2,0.103727
176,NONATHT001659,-0.038678,-0.047163,0.820093,-0.049706,-0.051265,0.969602,-536.2,0.103727
177,CNT2087553,-0.653576,-0.654802,0.998128,-0.542121,-0.538582,1.006572,-70.1,0.121212
178,lcl_Mtruncatula_Medtr7g062880.1,-0.700323,-0.699968,1.000507,-0.579371,-0.563429,1.028294,-88.2,0.118343
179,lcl_Mtruncatula_Medtr4g106400.1,-0.135368,-0.13311,1.016966,-0.13995,-0.131214,1.066577,-244.6,0.113529
180,lcl_Gmax_Glyma.04G217600.1,-0.508646,-0.512475,0.992529,-0.375474,-0.364486,1.030146,-78.5,0.107595
181,lcl_Gmax_Glyma.03G084100.2,-0.013207,-0.019584,0.67435,-0.029368,-0.030493,0.963097,-772.7,0.109426
182,lcl_Athaliana_AT3G42714.1,-0.914041,-0.886417,1.031164,-0.72094,-0.686314,1.050453,-65.5,0.103679
183,CNT2087606,-0.929361,-0.907098,1.024543,-0.692817,-0.663373,1.044386,-50.1,0.087819
184,lcl_Mtruncatula_Medtr4g016600.1,-1.205399,-1.220511,0.987619,-0.815075,-0.819281,0.994866,-74.4,0.119522
185,lcl_Gmax_Glyma.12G073600.1,-1.608955,-1.60491,1.00252,-0.985066,-0.968302,1.017314,-47.6,0.114537
186,lcl_Athaliana_AT3G43900.1,-1.125099,-1.109227,1.01431,-0.867826,-0.848297,1.023021,-53.3,0.125984
187,lcl_Athaliana_AT5G55850.3,-0.239817,-0.239661,1.000649,-0.178444,-0.176263,1.012375,-221.8,0.098947
188,lcl_Mtruncatula_Medtr4g013250.1,-0.751363,-0.779604,0.963775,-0.60436,-0.611506,0.988314,-87.3,0.103125
189,lcl_Gmax_Glyma.18G229200.1,-0.105504,-0.129149,0.816913,-0.145768,-0.151617,0.961419,-196.8,0.1266
190,lcl_Gmax_Glyma.01G175700.4,-0.016835,-0.023946,0.703028,-0.036395,-0.037339,0.974714,-803.1,0.104302
191,CNT2085615,-0.317083,-0.341983,0.927192,-0.273494,-0.27555,0.992537,-187.0,0.123746
192,lcl_Athaliana_AT1G48200.1,-0.163849,-0.176746,0.927031,-0.175252,-0.170303,1.029059,-203.8,0.106771
193,lcl_Mtruncatula_Medtr2g055030.1,-0.562874,-0.58949,0.95485,-0.457775,-0.474002,0.965765,-89.9,0.154098
194,lcl_Gmax_Glyma.01G068300.1,-0.317241,-0.329518,0.962742,-0.28796,-0.294437,0.978003,-113.6,0.130282
195,lcl_Gmax_Glyma.17G191700.1,-0.023066,-0.02603,0.886152,-0.0533,-0.051891,1.027144,-623.9,0.102213
196,CNT2086703,-1.00927,-1.022868,0.986705,-0.795375,-0.802129,0.99158,-86.3,0.1
197,lcl_Athaliana_AT3G45245.1,-0.671709,-0.686963,0.977795,-0.528755,-0.523727,1.009601,-71.4,0.111429
198,lcl_Mtruncatula_Medtr2g028460.1,-0.93178,-0.93847,0.992871,-0.629216,-0.628948,1.000425,-69.4,0.119601
199,lcl_Gmax_Glyma.14G029900.1,-0.224655,-0.213305,1.053214,-0.215462,-0.202068,1.066285,-150.0,0.107923
200,lcl_Gmax_Glyma.16G092300.1,-0.307537,-0.311255,0.988055,-0.233702,-0.227709,1.026317,-148.2,0.098097
201,At5NC025190,-1.035621,-1.061298,0.975806,-0.706735,-0.708038,0.998159,-61.3,0.112211
202,CNT2086762,-2.066217,-2.044922,1.010414,-1.320013,-1.284491,1.027655,-27.7,0.083333
203,lcl_Mtruncatula_Medtr1498s0010.1,-0.574466,-0.675035,0.851018,-0.598974,-0.650991,0.920095,-126.0,0.129139
204,lcl_Gmax_Glyma.14G165100.1,-0.626745,-0.612321,1.023556,-0.648995,-0.630714,1.028984,-75.8,0.12987
205,lcl_Gmax_Glyma.18G290700.4,-0.023061,-0.032619,0.706959,-0.047695,-0.047978,0.994104,-587.14,0.102084
206,NONATHT001810,-0.065373,-0.072617,0.900245,-0.106314,-0.103535,1.026844,-277.8,0.11087
207,CNT2087964,-0.283983,-0.293483,0.967631,-0.278869,-0.2812,0.99171,-168.4,0.122186
208,lcl_Mtruncatula_Medtr2g026800.1,-1.146204,-1.147911,0.998513,-0.746945,-0.736158,1.014653,-56.97,0.101911
209,lcl_Mtruncatula_Medtr3g466420.1,-0.027225,-0.026351,1.033172,-0.052501,-0.050219,1.045439,-610.1,0.115177
210,lcl_Gmax_Glyma.01G063400.1,-1.462847,-1.455168,1.005277,-0.937481,-0.914959,1.024615,-53.2,0.108696
211,lcl_Gmax_Glyma.U034900.1,-1.568141,-1.607871,0.97529,-1.070811,-1.071637,0.999229,-49.94,0.082645
212,lcl_Athaliana_AT3G60650.1,-0.92635,-0.923791,1.002771,-0.683481,-0.672054,1.017003,-49.9,0.120743
213,CNT2089042,-0.396576,-0.403705,0.982341,-0.337005,-0.339737,0.991959,-114.9,0.124731
214,lcl_Mtruncatula_Medtr5g027710.1,-0.795562,-0.797092,0.998081,-0.695745,-0.692436,1.004779,-68.4,0.115894
215,lcl_Gmax_Glyma.18G264800.1,-0.257095,-0.269253,0.954848,-0.193343,-0.195966,0.986616,-165.1,0.100894
216,lcl_Gmax_Glyma.13G202700.1,-0.035064,-0.042767,0.819889,-0.058138,-0.058584,0.992375,-444.0,0.10464
