,Seqname,0,1,2,3,4,5,6
43,lcl_Mtruncatula_Medtr5g033860.1,0.423333,0.47,0.31,0.49,0.029514,0.029977,0.028716
44,lcl_Mtruncatula_Medtr8g087480.1,0.437126,0.435629,0.44012,0.435629,2.2e-05,4.4e-05,2.2e-05
45,lcl_Gmax_Glyma.10G293100.1,0.378205,0.379808,0.447115,0.307692,0.014525,0.014487,0.014887
46,lcl_Gmax_Glyma.07G094600.1,0.447811,0.434343,0.464646,0.444444,0.00077,0.000587,0.000821
47,CNT2087004,0.442167,0.47877,0.47877,0.36896,0.011898,0.012095,0.012291
48,CNT2086474,0.284106,0.280641,0.272845,0.298831,0.000541,0.000537,0.000524
49,lcl_Mtruncatula_Medtr8g092980.1,0.397163,0.446809,0.308511,0.43617,0.017848,0.018433,0.017423
50,lcl_Gmax_Glyma.12G187800.1,0.401042,0.380208,0.4375,0.385417,0.003033,0.002898,0.003138
51,lcl_Gmax_Glyma.06G137500.1,0.43543,0.432119,0.429636,0.444536,0.000206,0.000195,0.000176
52,lcl_Athaliana_AT2G10410.1,0.48381,0.465714,0.511429,0.474286,0.001787,0.001871,0.001993
53,lcl_Athaliana_AT2G30945.1,0.384735,0.38785,0.38785,0.378505,7.2e-05,5.8e-05,8.4e-05
54,lcl_Mtruncatula_Medtr0212s0010.1,0.461806,0.583333,0.364583,0.4375,0.036631,0.038607,0.037221
55,lcl_Mtruncatula_Medtr5g081650.3,0.330505,0.320232,0.324252,0.34703,0.000639,0.000625,0.000617
56,lcl_Gmax_Glyma.12G201000.1,0.451023,0.439182,0.423036,0.49085,0.003854,0.003795,0.003672
57,lcl_Gmax_Glyma.02G310500.1,0.558052,0.483146,0.550562,0.640449,0.01985,0.018471,0.018196
58,CNT2085063,0.430652,0.438885,0.425586,0.427486,0.000146,0.000167,0.000154
59,NONATHT001927,0.392015,0.383838,0.376623,0.415584,0.001309,0.001331,0.001305
60,lcl_Mtruncatula_Medtr5g023950.1,0.406926,0.454545,0.402597,0.363636,0.005813,0.006614,0.006486
61,lcl_Mtruncatula_Medtr8g043400.3,0.38319,0.389065,0.394487,0.366019,0.000675,0.000683,0.000701
62,lcl_Gmax_Glyma.18G006400.2,0.476122,0.455861,0.529667,0.442836,0.006574,0.006435,0.006787
63,lcl_Gmax_Glyma.11G154900.1,0.32625,0.32875,0.32875,0.32125,5.3e-05,4.8e-05,5.2e-05
64,CNT2087551,0.490964,0.388554,0.623494,0.460843,0.043941,0.042594,0.044592
65,lcl_Athaliana_AT3G45275.1,0.362319,0.391304,0.356522,0.33913,0.001965,0.002251,0.002183
66,lcl_Mtruncatula_Medtr5g095640.1,0.357143,0.469388,0.377551,0.22449,0.045387,0.046705,0.046621
67,lcl_Mtruncatula_Medtr3g117730.1,0.357671,0.349413,0.384615,0.338983,0.001712,0.001733,0.001666
68,lcl_Gmax_Glyma.18G189400.1,0.367424,0.556818,0.318182,0.227273,0.086,0.088973,0.087755
69,lcl_Gmax_Glyma.20G010700.1,0.346566,0.353256,0.333185,0.353256,0.000403,0.000387,0.000369
70,lcl_Athaliana_AT4G39404.1,0.541219,0.516129,0.526882,0.580645,0.004012,0.003561,0.003292
71,lcl_Athaliana_AT3G42792.1,0.374233,0.426994,0.305521,0.390184,0.011608,0.011829,0.011568
72,lcl_Mtruncatula_Medtr5g092710.1,0.376984,0.440476,0.333333,0.357143,0.009158,0.010091,0.009486
73,lcl_Mtruncatula_Medtr2g009910.2,0.347458,0.338537,0.330508,0.373327,0.001573,0.001596,0.00164
74,lcl_Gmax_Glyma.01G067500.1,0.392857,0.473214,0.339286,0.366071,0.014732,0.015668,0.015084
75,lcl_Gmax_Glyma.13G278900.4,0.435611,0.4159,0.48883,0.402102,0.006514,0.006576,0.006723
76,lcl_Athaliana_AT2G34120.1,0.441315,0.507042,0.352113,0.464789,0.019123,0.020362,0.01883
77,lcl_Athaliana_AT3G42316.1,0.31979,0.377457,0.326343,0.25557,0.011179,0.011293,0.01129
78,lcl_Mtruncatula_Medtr8g469250.1,0.525822,0.577465,0.507042,0.492958,0.005571,0.006791,0.006318
79,lcl_Mtruncatula_Medtr8g051620.3,0.330772,0.329308,0.343578,0.319429,0.000439,0.000443,0.000457
80,lcl_Gmax_Glyma.18G144300.1,0.495238,0.557143,0.542857,0.385714,0.026306,0.027554,0.028404
81,lcl_Gmax_Glyma.04G237800.1,0.415929,0.39823,0.40708,0.442478,0.001827,0.001628,0.001522
82,lcl_Athaliana_AT5G04080.1,0.384921,0.380952,0.375,0.39881,0.000507,0.000571,0.000515
83,CNT2084940,0.426471,0.386029,0.485294,0.408088,0.008307,0.007727,0.00672
84,lcl_Mtruncatula_Medtr7g102805.1,0.317881,0.288079,0.337748,0.327815,0.002208,0.001936,0.002125
85,lcl_Mtruncatula_Medtr5g084410.2,0.294574,0.299003,0.275748,0.30897,0.000876,0.000866,0.000911
86,lcl_Gmax_Glyma.08G320400.2,0.371537,0.377834,0.36272,0.374055,0.000181,0.000208,0.000171
87,lcl_Gmax_Glyma.18G297000.1,0.340679,0.341119,0.345086,0.335831,6.2e-05,6.3e-05,6.9e-05
88,lcl_Athaliana_AT3G22240.1,0.392523,0.409346,0.370093,0.398131,0.001206,0.001318,0.001173
89,NONATHT003169,0.392523,0.409346,0.370093,0.398131,0.001206,0.001318,0.001173
90,lcl_Mtruncatula_Medtr8g036030.1,0.461806,0.479167,0.416667,0.489583,0.004763,0.004991,0.004365
91,lcl_Mtruncatula_Medtr0101s0020.4,0.35868,0.372774,0.361647,0.341617,0.000736,0.000707,0.00071
92,lcl_Gmax_Glyma.14G127700.1,0.390898,0.444574,0.364061,0.364061,0.00638,0.006616,0.006498
93,lcl_Gmax_Glyma.16G020900.3,0.359649,0.335526,0.375,0.368421,0.001358,0.001325,0.001346
94,CNT2086564,0.394322,0.359621,0.425868,0.397476,0.00347,0.004143,0.004539
95,CNT2087411,0.415493,0.454225,0.369718,0.422535,0.005358,0.005881,0.005299
96,lcl_Mtruncatula_Medtr2g076020.1,0.399703,0.459138,0.414562,0.325409,0.013722,0.014047,0.014088
97,lcl_Gmax_Glyma.18G279100.1,0.423077,0.413462,0.423077,0.432692,0.000364,0.000581,0.000617
98,lcl_Gmax_Glyma.01G133700.1,0.3987,0.351029,0.442037,0.403034,0.006328,0.006624,0.006802
99,NONATHT000860,0.3987,0.351029,0.442037,0.403034,0.006328,0.006624,0.006802
100,CNT2087724,0.468499,0.42268,0.460481,0.522337,0.007775,0.007557,0.007591
101,lcl_Mtruncatula_Medtr4g072920.1,0.479365,0.561905,0.419048,0.457143,0.015987,0.017219,0.016381
102,lcl_Gmax_Glyma.13G068400.2,0.43038,0.475949,0.379747,0.435443,0.006962,0.007115,0.006957
103,CNT2086891,0.399549,0.352144,0.446953,0.399549,0.006888,0.007514,0.007934
104,lcl_Athaliana_AT1G68700.1,0.412959,0.455513,0.377176,0.40619,0.004651,0.004811,0.004684
105,lcl_Mtruncatula_Medtr2g087985.1,0.432609,0.446739,0.420652,0.430435,0.000499,0.00056,0.000633
106,lcl_Mtruncatula_Medtr3g053460.2,0.4,0.382301,0.414159,0.40354,0.000813,0.000758,0.000803
107,lcl_Gmax_Glyma.08G280100.1,0.361111,0.479167,0.270833,0.333333,0.033842,0.035387,0.03437
108,lcl_Gmax_Glyma.03G243300.1,0.573529,0.529412,0.544118,0.647059,0.013535,0.012357,0.011528
109,lcl_Athaliana_AT5G11630.1,0.457887,0.441041,0.441041,0.491577,0.002674,0.002808,0.002706
110,CNT2085967,0.36612,0.360656,0.344262,0.393443,0.001959,0.00192,0.001789
111,lcl_Mtruncatula_Medtr4g131290.1,0.368889,0.493333,0.373333,0.24,0.047372,0.049431,0.049053
112,lcl_Mtruncatula_Medtr4g059760.1,0.409977,0.362432,0.439595,0.427903,0.005255,0.005464,0.005549
113,lcl_Gmax_Glyma.05G176000.1,0.394265,0.419355,0.397849,0.365591,0.00199,0.002318,0.002347
114,lcl_Gmax_Glyma.05G010400.1,0.481481,0.580247,0.432099,0.432099,0.021162,0.023128,0.022137
115,CNT2088778,0.426295,0.466135,0.454183,0.358566,0.010002,0.009227,0.008602
116,lcl_Athaliana_AT5G43185.1,0.3325,0.3225,0.3075,0.3675,0.003064,0.003241,0.003068
117,lcl_Mtruncatula_Medtr3g084390.1,0.370833,0.4875,0.2875,0.3375,0.031922,0.033806,0.032615
118,lcl_Gmax_Glyma.03G153500.1,0.383539,0.377778,0.476543,0.296296,0.024423,0.024367,0.024656
119,CNT2087736,0.481982,0.540541,0.398649,0.506757,0.01643,0.015828,0.015099
120,lcl_Athaliana_AT1G68526.1,0.38488,0.319588,0.309278,0.525773,0.046051,0.045082,0.044047
121,lcl_Mtruncatula_Medtr7g055843.1,0.36214,0.37037,0.37037,0.345679,0.000512,0.000622,0.00073
122,lcl_Mtruncatula_Medtr5g015470.1,0.42968,0.404462,0.42192,0.462658,0.002756,0.002887,0.00292
123,lcl_Gmax_Glyma.06G311300.1,0.345334,0.326231,0.363703,0.346069,0.00107,0.001157,0.001202
124,lcl_Gmax_Glyma.01G129800.1,0.408795,0.43241,0.364007,0.429967,0.004523,0.004591,0.004463
125,lcl_Athaliana_AT1G64405.1,0.360331,0.366942,0.342149,0.371901,0.000775,0.000809,0.000713
126,CNT2088347,0.403743,0.417112,0.385027,0.409091,0.000817,0.000948,0.000768
127,lcl_Mtruncatula_Medtr8g022770.2,0.406964,0.440696,0.375408,0.404788,0.003164,0.003303,0.003496
128,lcl_Mtruncatula_Medtr4g049300.2,0.373626,0.382704,0.368371,0.369804,0.00018,0.000157,0.000171
129,lcl_Gmax_Glyma.05G092200.1,0.443038,0.438819,0.396624,0.493671,0.007239,0.007259,0.007594
130,lcl_Gmax_Glyma.03G179400.1,0.348714,0.351884,0.338147,0.356111,0.000266,0.00027,0.000258
131,CNT2087934,0.443064,0.397516,0.453416,0.478261,0.005373,0.005889,0.005758
132,CNT2085416,0.351852,0.333333,0.342593,0.37963,0.001885,0.001793,0.001743
133,lcl_Mtruncatula_Medtr4g124240.1,0.39604,0.435644,0.376238,0.376238,0.003311,0.003805,0.003557
134,lcl_Mtruncatula_Medtr3g050170.1,0.415152,0.377273,0.418182,0.45,0.004138,0.00393,0.003935
135,lcl_Gmax_Glyma.04G168400.1,0.365108,0.361511,0.442446,0.291367,0.017101,0.017019,0.016272
136,lcl_Gmax_Glyma.15G180100.1,0.506024,0.506024,0.457831,0.554217,0.007365,0.007303,0.006442
137,CNT2085227,0.417773,0.391229,0.437969,0.42412,0.001754,0.001698,0.001639
138,CNT2085564,0.372799,0.36612,0.404372,0.347905,0.002484,0.002467,0.002534
139,lcl_Mtruncatula_Medtr4g075355.1,0.477193,0.578947,0.452632,0.4,0.024608,0.02631,0.025768
140,lcl_Mtruncatula_Medtr1g107440.2,0.351374,0.342495,0.353911,0.357717,0.000195,0.000218,0.000222
141,lcl_Gmax_Glyma.09G111500.1,0.37155,0.378981,0.363057,0.372611,0.000186,0.000148,0.000199
142,lcl_Gmax_Glyma.01G083400.3,0.434872,0.409231,0.44,0.455385,0.001722,0.001864,0.001886
143,CNT2087239,0.494163,0.466926,0.420233,0.595331,0.025733,0.02508,0.023792
144,CNT2088028,0.417431,0.46789,0.412844,0.37156,0.006516,0.005435,0.005383
145,lcl_Mtruncatula_Medtr8g105220.1,0.396624,0.443038,0.367089,0.379747,0.004674,0.005421,0.004959
146,lcl_Mtruncatula_Medtr8g095630.2,0.34347,0.354437,0.324526,0.351446,0.000813,0.00083,0.000802
147,lcl_Gmax_Glyma.01G175700.8,0.323994,0.316227,0.323717,0.332039,0.000192,0.000186,0.000186
148,CNT2085517,0.394309,0.280488,0.439024,0.463415,0.030634,0.033523,0.034045
149,CNT2085304,0.360927,0.36755,0.347682,0.36755,0.000402,0.000472,0.000331
150,lcl_Mtruncatula_Medtr5g070595.1,0.45045,0.405405,0.432432,0.513514,0.01029,0.009448,0.009047
151,lcl_Mtruncatula_Medtr0152s0100.1,0.293598,0.291391,0.307947,0.281457,0.000535,0.000532,0.0005
152,lcl_Gmax_Glyma.20G055100.1,0.417997,0.422351,0.439768,0.391872,0.001716,0.001736,0.001856
153,lcl_Gmax_Glyma.06G214300.1,0.363382,0.386735,0.330687,0.372723,0.002547,0.002583,0.002535
154,CNT2088598,0.482484,0.415605,0.506369,0.525478,0.010614,0.010181,0.00999
155,NONATHT001101,0.482484,0.415605,0.506369,0.525478,0.010614,0.010181,0.00999
156,lcl_Mtruncatula_Medtr6g445270.1,0.468013,0.464646,0.444444,0.494949,0.002112,0.002049,0.001716
157,lcl_Mtruncatula_Medtr8g022410.1,0.497585,0.434783,0.507246,0.550725,0.011242,0.009933,0.010056
158,lcl_Gmax_Glyma.20G152700.1,0.438596,0.473684,0.358852,0.483254,0.014449,0.014149,0.014841
159,NONATHT000900,0.330973,0.331858,0.315044,0.346018,0.000726,0.000726,0.000713
160,lcl_Athaliana_AT4G03660.1,0.392739,0.336634,0.386139,0.455446,0.011236,0.010596,0.010452
161,lcl_Mtruncatula_Medtr7g100315.1,0.44186,0.418605,0.430233,0.476744,0.003181,0.002813,0.002617
162,lcl_Mtruncatula_Medtr1g086180.2,0.317262,0.325021,0.298421,0.328346,0.000808,0.000814,0.000847
163,lcl_Gmax_Glyma.10G185300.1,0.384259,0.458333,0.305556,0.388889,0.017279,0.018545,0.01736
164,lcl_Gmax_Glyma.02G087300.1,0.360443,0.388354,0.3436,0.349374,0.001758,0.001804,0.001777
165,NONATHT002394,0.360443,0.388354,0.3436,0.349374,0.001758,0.001804,0.001777
166,lcl_Athaliana_AT5G09830.1,0.382937,0.357143,0.458333,0.333333,0.013226,0.013009,0.013576
167,lcl_Mtruncatula_Medtr6g015655.1,0.411003,0.456311,0.417476,0.359223,0.006831,0.007393,0.007423
168,lcl_Mtruncatula_Medtr1g107440.5,0.351261,0.342857,0.347899,0.363025,0.00034,0.000362,0.000357
169,lcl_Gmax_Glyma.15G174200.1,0.417124,0.43798,0.401756,0.411636,0.001017,0.001105,0.001042
170,lcl_Gmax_Glyma.17G146200.1,0.471491,0.434211,0.447368,0.532895,0.008979,0.009383,0.009607
171,CNT2087701,0.418667,0.48,0.344,0.432,0.014163,0.013349,0.014463
172,lcl_Athaliana_AT4G03732.1,0.362671,0.364188,0.382398,0.341426,0.001233,0.001229,0.001059
173,lcl_Mtruncatula_Medtr6g034970.1,0.477564,0.5,0.413462,0.519231,0.009695,0.009957,0.009124
174,lcl_Gmax_Glyma.08G256500.1,0.376159,0.361589,0.389404,0.377483,0.000609,0.000545,0.000605
175,lcl_Gmax_Glyma.03G143300.1,0.418761,0.471275,0.393178,0.391831,0.006164,0.006259,0.006212
176,NONATHT001659,0.418761,0.471275,0.393178,0.391831,0.006164,0.006259,0.006212
177,CNT2087553,0.381868,0.395604,0.395604,0.354396,0.001585,0.001711,0.001537
178,lcl_Mtruncatula_Medtr7g062880.1,0.412979,0.451327,0.40708,0.380531,0.0036,0.004041,0.003953
179,lcl_Mtruncatula_Medtr4g106400.1,0.36862,0.416824,0.340265,0.348771,0.005216,0.004971,0.004882
180,lcl_Gmax_Glyma.04G217600.1,0.345263,0.334737,0.341053,0.36,0.000579,0.000736,0.000786
181,lcl_Gmax_Glyma.03G084100.2,0.373641,0.384514,0.375618,0.360791,0.000422,0.000435,0.000437
182,lcl_Athaliana_AT3G42714.1,0.306667,0.36,0.29,0.27,0.006455,0.006992,0.006798
183,CNT2087606,0.279661,0.237288,0.322034,0.279661,0.005504,0.006356,0.006693
184,lcl_Mtruncatula_Medtr4g016600.1,0.464286,0.535714,0.404762,0.452381,0.012773,0.014048,0.013068
185,lcl_Gmax_Glyma.12G073600.1,0.390351,0.421053,0.342105,0.407895,0.005349,0.005815,0.005107
186,lcl_Athaliana_AT3G43900.1,0.392157,0.364706,0.352941,0.458824,0.010676,0.010234,0.009663
187,lcl_Athaliana_AT5G55850.3,0.361724,0.362776,0.356467,0.365931,7.4e-05,7.7e-05,0.000116
188,lcl_Mtruncatula_Medtr4g013250.1,0.429907,0.476636,0.308411,0.504673,0.034168,0.034581,0.033309
189,lcl_Gmax_Glyma.18G229200.1,0.440341,0.421875,0.49858,0.400568,0.007961,0.007838,0.00745
190,lcl_Gmax_Glyma.01G175700.4,0.331075,0.33137,0.327835,0.334021,3e-05,3e-05,2.7e-05
191,CNT2085615,0.51419,0.590985,0.57596,0.375626,0.043026,0.043568,0.043037
192,lcl_Athaliana_AT1G48200.1,0.416125,0.475943,0.401821,0.370611,0.008628,0.008939,0.008849
193,lcl_Mtruncatula_Medtr2g055030.1,0.496732,0.529412,0.441176,0.519608,0.007019,0.007484,0.006709
194,lcl_Gmax_Glyma.01G068300.1,0.43058,0.442882,0.453427,0.395431,0.002772,0.002849,0.003004
195,lcl_Gmax_Glyma.17G191700.1,0.36605,0.370475,0.364441,0.363234,4.2e-05,3.3e-05,3.6e-05
196,CNT2086703,0.469751,0.512456,0.448399,0.448399,0.003803,0.003158,0.002877
197,lcl_Athaliana_AT3G45245.1,0.390313,0.444444,0.410256,0.316239,0.012892,0.01344,0.013573
198,lcl_Mtruncatula_Medtr2g028460.1,0.430464,0.387417,0.476821,0.427152,0.006218,0.007031,0.007695
199,lcl_Gmax_Glyma.14G029900.1,0.345157,0.343793,0.3397,0.351978,0.00013,0.000124,0.000101
200,lcl_Gmax_Glyma.16G092300.1,0.415205,0.421053,0.407895,0.416667,0.000128,0.00016,0.000228
201,At5NC025190,0.453947,0.434211,0.463816,0.463816,0.00102,0.001403,0.001576
202,CNT2086762,0.331707,0.35122,0.35122,0.292683,0.003196,0.00347,0.003015
203,lcl_Mtruncatula_Medtr1498s0010.1,0.653465,0.633663,0.673267,0.653465,0.001323,0.001569,0.001364
204,lcl_Gmax_Glyma.14G165100.1,0.401294,0.514563,0.31068,0.378641,0.031894,0.033395,0.032352
205,lcl_Gmax_Glyma.18G290700.4,0.390306,0.406888,0.394133,0.369898,0.001042,0.001067,0.001072
206,NONATHT001810,0.365677,0.332368,0.414917,0.349747,0.005702,0.005842,0.005969
207,CNT2087964,0.446228,0.433387,0.40931,0.495987,0.006173,0.006272,0.006043
208,lcl_Mtruncatula_Medtr2g026800.1,0.419048,0.419048,0.428571,0.409524,0.000241,0.00024,0.000356
209,lcl_Mtruncatula_Medtr3g466420.1,0.328456,0.319985,0.338467,0.326916,0.000264,0.000255,0.000266
210,lcl_Gmax_Glyma.01G063400.1,0.393939,0.493506,0.298701,0.38961,0.028098,0.029784,0.028405
211,lcl_Gmax_Glyma.U034900.1,0.510288,0.395062,0.654321,0.481481,0.053114,0.050982,0.054084
212,lcl_Athaliana_AT3G60650.1,0.401235,0.435185,0.37963,0.388889,0.002496,0.002894,0.002646
213,CNT2089042,0.422747,0.373391,0.437768,0.457082,0.006009,0.005626,0.00573
214,lcl_Mtruncatula_Medtr5g027710.1,0.389439,0.366337,0.356436,0.445545,0.007544,0.00724,0.006842
215,lcl_Gmax_Glyma.18G264800.1,0.429847,0.432398,0.394133,0.46301,0.003638,0.003641,0.00389
216,lcl_Gmax_Glyma.13G202700.1,0.351751,0.350765,0.330044,0.374445,0.001495,0.001498,0.001466
217,AtR8,0.351751,0.350765,0.330044,0.374445,0.001495,0.001498,0.001466
218,NONATHT002762,0.339912,0.343421,0.325,0.351316,0.000551,0.000543,0.000524
219,lcl_Mtruncatula_Medtr5g018340.1,0.460526,0.434211,0.421053,0.526316,0.010585,0.010034,0.009287
220,lcl_Gmax_Glyma.17G258800.1,0.498498,0.54955,0.463964,0.481982,0.005965,0.005644,0.005419
221,lcl_Gmax_Glyma.10G098800.1,0.461774,0.431193,0.474006,0.480122,0.002205,0.002366,0.002419
222,lcl_Athaliana_AT2G13272.1,0.418605,0.5,0.313953,0.44186,0.027043,0.028262,0.026887
223,lcl_Athaliana_AT4G04165.1,0.556827,0.542334,0.633867,0.494279,0.015057,0.01498,0.015293
224,lcl_Mtruncatula_Medtr2g062810.1,0.384615,0.448718,0.435897,0.269231,0.029568,0.030435,0.031038
225,lcl_Gmax_Glyma.12G221300.1,0.597938,0.680412,0.42268,0.690722,0.069771,0.071034,0.068239
226,CNT2087835,0.413831,0.421515,0.388584,0.431394,0.001526,0.001554,0.001454
227,NONATHT002444,0.413831,0.421515,0.388584,0.431394,0.001526,0.001554,0.001454
228,lcl_Mtruncatula_Medtr7g068490.1,0.389937,0.443396,0.283019,0.443396,0.025891,0.026401,0.025373
229,lcl_Mtruncatula_Medtr8g074520.1,0.427567,0.434599,0.457806,0.390295,0.003498,0.00347,0.003555
230,lcl_Gmax_Glyma.11G176100.1,0.417367,0.369748,0.478992,0.403361,0.009549,0.00905,0.009748
231,CNT2085718,0.421941,0.481013,0.405063,0.379747,0.007844,0.006683,0.007014
232,CNT2085555,0.397974,0.401725,0.390473,0.401725,0.000127,0.000132,0.000122
233,lcl_Mtruncatula_Medtr6g012320.1,0.439394,0.409091,0.477273,0.431818,0.003755,0.003302,0.003898
234,lcl_Gmax_Glyma.03G212600.1,0.349593,0.329268,0.365854,0.353659,0.001156,0.0009,0.001112
235,CNT2085467,0.418919,0.466216,0.405405,0.385135,0.00513,0.005556,0.005419
236,NONATHT000309,0.418919,0.466216,0.405405,0.385135,0.00513,0.005556,0.005419
237,lcl_Mtruncatula_Medtr5g007070.1,0.35034,0.408163,0.306122,0.336735,0.007997,0.00867,0.008193
238,lcl_Gmax_Glyma.19G246900.1,0.351682,0.357798,0.316514,0.380734,0.003229,0.003249,0.003086
239,lcl_Gmax_Glyma.19G157900.1,0.420097,0.38862,0.430387,0.441283,0.002361,0.002291,0.002258
240,NONATHT000112,0.399017,0.388048,0.402799,0.406203,0.000288,0.000273,0.000278
241,lcl_Athaliana_AT5G63460.3,0.436658,0.460916,0.448787,0.40027,0.002994,0.003122,0.00318
242,lcl_Mtruncatula_Medtr1g056455.1,0.416667,0.491379,0.387931,0.37069,0.012394,0.013278,0.01291
243,lcl_Gmax_Glyma.05G081700.1,0.382736,0.449511,0.34202,0.356678,0.010035,0.009475,0.009247
244,lcl_Gmax_Glyma.10G242900.1,0.332651,0.332651,0.320376,0.344926,0.000458,0.000457,0.000442
245,CNT2086689,0.448343,0.578947,0.374269,0.391813,0.038189,0.037084,0.036463
246,CNT2086464,0.444444,0.465608,0.444444,0.42328,0.00125,0.00108,0.001077
247,lcl_Mtruncatula_Medtr7g071330.1,0.494737,0.557895,0.452632,0.473684,0.008903,0.009961,0.009283
248,lcl_Gmax_Glyma.17G260600.1,0.414989,0.409396,0.446309,0.389262,0.002491,0.002463,0.002288
249,lcl_Athaliana_AT3G13275.1,0.40832,0.40678,0.44376,0.374422,0.003567,0.003582,0.003296
250,CNT2088952,0.473684,0.413534,0.43609,0.571429,0.022605,0.021926,0.02233
251,lcl_Mtruncatula_Medtr4g057575.1,0.455357,0.571429,0.357143,0.4375,0.034707,0.036287,0.035124
252,lcl_Gmax_Glyma.06G301400.1,0.335141,0.354664,0.299349,0.35141,0.002893,0.00277,0.002663
