,Seqname,0,1,2,3,4
38,ENST00000653895.1,42.303409,11.535924,-1.289773,10411.7912,2.955954
39,ENST00000649111.1,58.608607,9.801209,-0.340984,27120.1939,3.44217
40,ENST00000648149.1,79.590714,10.845919,-0.82,16061.496,3.170813
41,ENST00000643648.1,52.282,7.915509,-0.382,5920.9427,2.874492
42,ENST00000647456.1,90.154902,8.608866,-0.362745,5747.5827,2.825189
43,ENST00000644461.1,56.271942,9.729069,0.186408,11502.5549,3.07309
44,ENST00000646232.1,63.529412,8.589913,-0.401961,5667.5424,2.820064
45,ENST00000560203.1,31.74,9.186696,-0.1275,4364.0929,2.677648
46,ENST00000557946.1,64.961364,11.999968,0.163636,4988.863,2.619865
47,ENST00000643127.1,82.768156,9.929501,-0.464804,19736.3444,3.298558
48,ENST00000645994.1,65.138028,9.778645,-0.733803,7928.017,2.909421
49,ENST00000645416.2,18.506897,9.919509,0.193103,6636.759,2.826115
50,ENST00000409178.5,56.482119,6.949272,-0.213245,16056.3543,3.363896
51,ENST00000433505.5,54.471698,11.999968,0.016981,5631.6297,2.672378
52,ENST00000401018.5,86.170473,11.313315,-0.818343,18886.3226,3.222818
53,ENST00000449572.2,50.97,5.173735,-0.492,5590.2033,3.034025
54,ENST00000667852.1,53.943137,5.523636,-0.570588,5746.389,3.017587
55,ENST00000661136.1,53.943137,5.523636,-0.570588,5746.389,3.017587
56,ENST00000612390.4,81.113095,7.617016,0.061905,9082.265,3.076773
57,ENST00000416017.1,93.698302,5.435763,-1.09434,6526.1868,3.079761
58,ENST00000620678.1,55.662857,7.824351,0.354286,3758.4575,2.682465
59,ENST00000649739.1,43.157143,11.999968,0.305714,7333.6064,2.786848
60,ENST00000647681.1,50.646377,11.419559,-0.097101,15090.4275,3.121381
61,ENST00000503940.5,44.132353,11.999968,0.301471,7106.3462,2.773199
62,ENST00000515640.5,50.122963,11.263803,-0.073333,14692.955,3.115757
63,ENST00000397835.4,54.111062,11.999968,-0.578761,24375.5781,3.307989
64,ENST00000408887.3,127.894366,11.999968,-1.140845,23183.1693,3.286217
65,ENST00000675823.1,69.816352,9.298033,0.044025,17353.0629,3.271218
66,ENST00000675704.1,69.816352,9.298033,0.044025,17353.0629,3.271218
67,ENST00000674760.1,69.816352,9.298033,0.044025,17353.0629,3.271218
68,ENST00000676093.1,69.816352,9.298033,0.044025,17353.0629,3.271218
69,ENST00000675716.1,69.816352,9.298033,0.044025,17353.0629,3.271218
70,ENST00000674714.1,55.936364,10.637106,-1.139394,3825.4446,2.557064
71,ENST00000674922.1,49.593023,10.690099,-0.9,5066.0258,2.676601
72,ENST00000674683.1,18.556667,4.528215,-1.103333,3235.5157,2.854624
73,ENST00000676338.1,-4.233333,10.346934,-1.933333,806.9574,1.897572
74,ENST00000675285.1,103.805263,5.975563,0.059649,6236.2517,3.018961
75,ENST00000658000.1,77.982353,11.171742,-0.893382,14850.4921,3.123947
76,ENST00000370940.6,86.033058,9.538694,-0.4,13510.6524,3.151494
77,ENST00000359875.9,59.57807,9.14318,-0.808772,12912.783,3.15023
78,ENST00000463058.5,71.397368,6.712026,-0.598684,8643.8704,3.110192
79,ENST00000525653.1,23.817273,9.002188,-0.392727,12883.7516,3.155998
80,ENST00000356020.2,49.061745,6.266124,-0.08255,16056.2617,3.408815
81,ENST00000649288.1,80.957246,11.999968,-0.355797,14717.9651,3.089022
82,ENST00000648587.1,65.399322,11.769235,-0.813559,31183.8953,3.423346
83,ENST00000442114.6,62.364865,11.999968,-0.781081,24189.5745,3.304664
84,ENST00000336600.6,66.52686,11.999968,-0.66281,26112.8816,3.337874
85,ENST00000650606.1,66.526357,11.621087,-0.15969,13990.2876,3.08094
86,ENST00000574093.1,101.389189,11.187988,-0.727027,8252.535,2.868424
87,ENST00000571868.1,50.41875,11.000257,-0.75,1594.8338,2.164298
88,ENST00000514664.1,77.417778,9.714048,-0.753333,19772.1771,3.308868
89,ENST00000625191.3,61.512635,9.587625,-0.500722,30599.6157,3.504141
90,ENST00000511063.5,66.307965,9.679428,-0.49056,37751.9658,3.591201
91,ENST00000512899.4,63.134177,8.760045,-0.291561,26040.7103,3.473293
92,ENST00000513845.4,77.749296,5.187604,0.291549,8181.5672,3.198145
93,ENST00000513142.1,65.594231,5.293893,0.093269,11716.5612,3.345221
94,ENST00000649041.1,64.841414,8.617183,-0.191919,10695.1989,3.094173
95,ENST00000650318.1,78.978873,9.386419,-0.548592,15166.1978,3.208645
96,ENST00000540508.1,18.814286,9.52464,0.119048,2247.7187,2.37473
97,ENST00000538604.1,69.245794,9.416204,-0.047664,11981.7665,3.104986
98,ENST00000647872.1,85.452036,9.820098,-0.662443,24324.6946,3.394107
99,ENST00000426261.6,25.498214,5.84489,-0.058929,12667.5194,3.336116
100,ENST00000468381.2,25.498214,5.84489,-0.058929,12667.5194,3.336116
101,ENST00000535846.1,76.797561,10.056182,0.009756,9421.9777,2.972172
102,ENST00000661785.1,65.239394,11.539019,-0.39697,3568.1184,2.491673
103,ENST00000653508.1,84.973118,9.968762,-0.776882,20577.1885,3.314955
104,ENST00000658783.1,59.188421,10.263641,-0.013684,10417.9287,3.006908
105,ENST00000657015.1,86.154396,9.968762,-0.834066,20234.7978,3.307672
106,ENST00000654263.1,78.42375,9.382422,-0.28625,8655.906,2.965468
107,ENST00000667136.1,86.154396,9.968762,-0.834066,20234.7978,3.307672
108,ENST00000657905.1,76.703828,9.85807,-0.798565,23369.4943,3.375041
109,ENST00000671646.1,93.304762,9.99023,-0.707619,23309.4189,3.368142
110,ENST00000659175.1,74.426882,6.252028,-0.594624,9762.0257,3.193797
111,ENST00000663530.1,83.27734,9.910999,-0.799507,22556.4608,3.357344
112,ENST00000663437.1,76.703828,9.85807,-0.798565,23369.4943,3.375041
113,ENST00000659749.1,83.27734,9.910999,-0.799507,22556.4608,3.357344
114,ENST00000623100.2,42.428099,8.663342,-0.595041,13416.1221,3.190222
115,ENST00000589406.1,26.67963,9.590075,-0.559259,6048.8285,2.800537
116,ENST00000378485.1,42.724876,9.081871,0.299174,14227.6407,3.195235
117,ENST00000473798.1,75.335583,7.724499,-0.657055,18342.6133,3.375774
118,ENST00000674356.1,72.733939,8.663213,-0.208485,16908.1099,3.290639
119,ENST00000445551.1,42.023438,7.958703,-0.279687,6313.9183,2.900004
120,ENST00000464612.5,30.398387,4.629729,0.153226,6988.0475,3.179088
121,ENST00000481220.6,29.298077,9.860262,-0.221154,6113.2099,2.793081
122,ENST00000461448.6,54.207812,8.940814,0.504688,7052.1042,2.897492
123,ENST00000481368.6,54.207812,8.940814,0.504688,7052.1042,2.897492
124,ENST00000470977.6,57.645238,7.701706,0.319048,9518.1329,3.092316
125,ENST00000648127.1,30.398387,4.629729,0.153226,6988.0475,3.179088
126,ENST00000474814.1,57.645238,7.701706,0.319048,9518.1329,3.092316
127,ENST00000488745.5,30.398387,4.629729,0.153226,6988.0475,3.179088
128,ENST00000483436.5,36.405263,10.07088,-0.096053,8891.6245,2.946405
129,ENST00000650259.1,20.317021,9.862583,-0.065957,5485.5195,2.746007
130,ENST00000650239.1,19.363014,4.641609,0.70411,7900.2331,3.231226
131,ENST00000648327.1,55.689796,11.999968,-0.202041,5087.9002,2.628382
132,ENST00000623673.1,49.210924,11.03984,-0.635294,12661.0603,3.059886
133,ENST00000625168.1,70.4,10.257452,-0.431967,14440.7212,3.148858
134,ENST00000378953.8,47.062393,9.40692,-0.123932,12837.6624,3.135357
135,ENST00000612967.2,55.493289,8.829993,-0.494631,16022.1155,3.258999
136,ENST00000461203.5,46.356863,11.999968,-0.809804,5580.2884,2.668409
137,ENST00000337752.6,58.915159,6.767898,-0.261111,14651.4767,3.335628
138,ENST00000378947.7,70.10375,9.504203,-0.62875,9156.3771,2.984259
139,ENST00000407797.6,76.410236,6.067528,-0.374016,13911.7806,3.36056
140,ENST00000664942.1,52.258679,6.689972,0.301887,5649.3896,2.927091
141,ENST00000585033.1,90.871545,11.999968,-0.695935,13401.5436,3.048363
142,ENST00000323813.3,90.871545,11.999968,-0.695935,13401.5436,3.048363
143,ENST00000647812.1,34.58843,10.403473,0.387603,12853.8269,3.092205
144,ENST00000429328.2,47.250847,10.819036,-0.510169,6204.2967,2.759261
145,ENST00000442182.2,66.214,9.299323,-0.82,5806.6002,2.796166
146,ENST00000657479.1,54.675,8.885694,-0.1175,4246.8488,2.680283
147,ENST00000664471.1,66.214,9.299323,-0.82,5806.6002,2.796166
148,ENST00000328376.9,33.932353,10.695708,-0.301176,18525.2414,3.238805
149,ENST00000481400.5,50.522785,10.349964,-0.525316,9215.7006,2.950077
150,ENST00000466204.5,79.868696,10.184989,-0.478261,13223.1755,3.11371
151,ENST00000426078.5,35.866387,10.537502,-0.081513,13172.3204,3.097272
152,ENST00000665000.1,35.866387,10.537502,-0.081513,13172.3204,3.097272
153,ENST00000662797.1,74.191682,10.384003,-0.81028,12881.8311,3.093963
154,ENST00000661769.1,35.866387,10.537502,-0.081513,13172.3204,3.097272
155,ENST00000669217.1,35.866387,10.537502,-0.081513,13172.3204,3.097272
156,ENST00000654228.1,55.456187,8.849269,0.039568,15164.3051,3.234168
157,ENST00000660444.1,27.198473,6.642512,-0.348092,14554.5544,3.340865
158,ENST00000666079.1,46.574576,9.222347,-0.557627,6412.31,2.842797
159,ENST00000415584.7,39.80303,9.221832,-0.39697,7616.5667,2.917468
160,ENST00000526694.2,57.224138,9.601679,-0.903448,3331.818,2.541584
161,ENST00000666432.1,41.732222,5.985567,0.303333,9786.3009,3.213779
162,ENST00000623052.1,38.333884,10.576441,-0.760331,13368.9661,3.102102
163,ENST00000565113.5,58.22938,5.961126,-1.023668,93487.1656,4.195451
164,ENST00000568310.1,44.090741,8.916896,-0.752469,37635.9939,3.625493
165,ENST00000422980.1,57.860784,9.515421,0.819608,5611.8134,2.771411
166,ENST00000629811.2,-15.685714,8.500108,0.528571,748.9313,1.949919
167,ENST00000630798.1,57.27541,9.301257,0.290164,7236.4337,2.891541
168,ENST00000371417.3,47.663636,7.754964,-0.519886,18047.7753,3.36703
169,ENST00000496793.2,47.663636,7.754964,-0.519886,18047.7753,3.36703
170,ENST00000623970.1,43.207821,9.193852,-0.488827,18250.1619,3.297988
171,ENST00000663398.1,81.125156,8.474514,-0.03125,7197.2392,2.929562
172,ENST00000624458.1,50.57927,9.337359,-0.455618,20262.2604,3.336664
173,ENST00000556865.1,54.25703,9.320597,-0.45697,18635.3801,3.301112
174,ENST00000647762.1,68.619632,10.637944,-1.384049,18252.2652,3.234712
175,ENST00000440903.1,1.805556,9.976499,-1.411111,2021.2614,2.308783
176,ENST00000648094.1,67.496815,11.815137,-0.419108,17020.4543,3.158834
177,ENST00000623772.1,55.380478,10.375687,-0.600398,25392.8796,3.388873
178,ENST00000646751.1,53.651485,9.552619,-0.8,10963.3575,3.060199
179,ENST00000375640.7,99.822667,5.780264,0.129333,8343.5305,3.159703
180,ENST00000375641.6,99.822667,5.780264,0.129333,8343.5305,3.159703
181,ENST00000375635.6,99.822667,5.780264,0.129333,8343.5305,3.159703
182,ENST00000375638.7,99.822667,5.780264,0.129333,8343.5305,3.159703
183,ENST00000648677.1,99.822667,5.780264,0.129333,8343.5305,3.159703
184,ENST00000375642.6,99.822667,5.780264,0.129333,8343.5305,3.159703
185,ENST00000375633.5,99.822667,5.780264,0.129333,8343.5305,3.159703
186,ENST00000395788.3,54.914286,9.875799,-0.078571,9542.9488,2.98556
187,ENST00000507461.2,45.637069,9.042158,-0.037931,13020.107,3.158644
188,ENST00000671203.1,68.363514,10.187439,-1.151351,8570.8333,2.925474
189,ENST00000666506.1,25.921127,5.824144,-0.661972,8126.2224,3.144968
190,ENST00000663605.1,46.542673,9.171224,-0.321782,11443.2822,3.096471
191,ENST00000666004.1,64.563065,7.786508,-0.551613,7319.2085,2.973583
192,ENST00000665180.1,52.061053,10.178414,-0.329474,10720.0622,3.022929
193,ENST00000669536.1,46.542673,9.171224,-0.321782,11443.2822,3.096471
194,ENST00000667197.1,75.787903,9.836602,-0.342742,14011.8545,3.153955
195,ENST00000668566.1,44.679177,9.657702,-0.157595,17803.2784,3.265862
196,ENST00000668061.1,49.675532,8.734902,-0.978723,10862.0514,3.095003
197,ENST00000658416.1,52.364407,8.574118,-0.289831,6939.9797,2.908705
198,ENST00000665322.1,54.041379,9.203265,-0.093103,13080.1624,3.152977
199,ENST00000655479.1,41.7875,9.003284,-0.25625,8964.2715,2.99855
200,ENST00000652878.1,91.325455,8.682618,0.201818,6399.4724,2.868082
201,ENST00000657415.1,85.375369,5.127411,-0.431034,21517.0574,3.622988
202,ENST00000653458.1,32.825316,8.907613,0.667089,9528.3405,3.029662
203,ENST00000655714.1,32.825316,8.907613,0.667089,9528.3405,3.029662
204,ENST00000617372.1,86.422967,4.782854,-0.454545,22073.5374,3.664279
205,ENST00000556434.5,76.405333,11.765561,-1.001333,8641.7821,2.866582
206,ENST00000556913.1,31.757831,6.218436,0.578313,8945.3506,3.158218
207,ENST00000556130.1,39.580198,10.150692,0.09703,11328.1582,3.048053
208,ENST00000635379.1,46.348,6.049113,-0.249333,8481.5507,3.147093
209,ENST00000399206.4,74.028037,11.26477,-0.714953,12224.9311,3.035924
210,ENST00000658223.1,70.785714,6.828432,-0.869841,7057.9148,3.014775
211,ENST00000533506.5,42.643636,11.630242,-0.278182,6513.7131,2.749015
212,ENST00000528300.5,57.794805,10.327271,-0.877922,17447.331,3.228
213,ENST00000655269.1,70.785714,6.828432,-0.869841,7057.9148,3.014775
214,ENST00000529902.2,61.969006,10.022336,-0.119883,18738.5974,3.272
215,ENST00000557142.6,44.054878,10.16797,-0.331707,9107.4322,2.952646
216,ENST00000603474.1,99.1,10.886663,-0.775,5360.077,2.693157
217,ENST00000553463.1,99.1,10.886663,-0.775,5360.077,2.693157
218,ENST00000553914.6,71.826,4.973548,-0.304,5528.3211,3.046317
219,ENST00000554129.1,49.096552,8.739866,-0.11954,9051.2893,3.015625
220,ENST00000556019.2,76.1,4.050028,0.121212,3820.4141,2.975113
221,ENST00000623502.1,53.829938,5.837274,-0.371914,35481.7483,3.783866
222,ENST00000635675.2,61.153659,6.879701,0.302439,9044.4258,3.119142
223,ENST00000634934.2,61.153659,6.879701,0.302439,9044.4258,3.119142
224,ENST00000634712.2,61.153659,6.879701,0.302439,9044.4258,3.119142
225,ENST00000634451.2,58.702632,9.004186,-0.826316,4226.7796,2.672489
226,ENST00000635450.2,24.131579,4.783365,-0.136842,4185.6975,2.94253
227,ENST00000642072.1,38.945,8.555615,-0.63,2433.7002,2.45554
228,ENST00000404210.5,61.153659,6.879701,0.302439,9044.4258,3.119142
229,ENST00000641009.1,27.577778,6.803934,0.411111,4851.5234,2.853727
230,ENST00000452322.2,35.302041,6.519285,-0.004082,4929.5895,2.879185
231,ENST00000490765.4,66.762069,10.680622,-0.921839,9565.5361,2.952597
232,ENST00000392630.7,56.353793,6.903744,-0.557241,15402.8105,3.34871
233,ENST00000566432.1,59.114286,10.41353,-0.733766,8844.8527,2.929604
234,ENST00000648023.1,72.301471,9.07594,-0.480147,15412.3219,3.230232
235,ENST00000564862.2,107.220968,11.999968,-0.808065,7261.3168,2.782552
236,ENST00000567117.1,80.915464,8.970018,-0.618557,11139.5636,3.094424
237,ENST00000624760.1,69.616774,10.008475,-0.258065,17765.5349,3.249455
238,ENST00000588785.6,61.053608,9.831638,0.202062,10661.4186,3.035589
239,ENST00000585457.6,90.867358,11.927054,-0.658031,20098.8413,3.226895
240,ENST00000591166.1,61.053608,9.831638,0.202062,10661.4186,3.035589
241,ENST00000656516.1,90.867358,11.927054,-0.658031,20098.8413,3.226895
242,ENST00000592897.1,-14.328571,8.499657,0.257143,888.1295,2.023211
243,ENST00000606861.1,44.474074,9.008312,-0.031852,14074.3775,3.194064
244,ENST00000321399.7,65.822297,9.771876,-0.744595,15328.8628,3.195809
245,ENST00000413472.5,84.631818,4.651158,-0.097727,4726.4965,3.007405
246,ENST00000453118.5,72.051839,10.517904,-0.172414,9499.8812,2.95627
247,ENST00000445317.1,65.822297,9.771876,-0.744595,15328.8628,3.195809
248,ENST00000667159.1,44.474074,9.008312,-0.031852,14074.3775,3.194064
249,ENST00000670730.1,72.051839,10.517904,-0.172414,9499.8812,2.95627
250,ENST00000435800.6,55.16,10.806142,-0.278667,8142.2565,2.87765
251,ENST00000428411.6,55.16,10.806142,-0.278667,8142.2565,2.87765
252,ENST00000420168.2,55.16,10.806142,-0.278667,8142.2565,2.87765
253,ENST00000627431.2,74.550526,9.19598,-0.111579,10391.814,3.053478
254,ENST00000413231.5,41.6,5.275022,0.59,1091.2789,2.317806
255,ENST00000654334.1,55.16,10.806142,-0.278667,8142.2565,2.87765
256,ENST00000662852.1,68.293496,9.171353,-0.063415,13340.1826,3.163027
257,ENST00000659961.1,44.553186,8.823095,-0.041593,12715.8374,3.159025
258,ENST00000665960.1,68.293496,9.171353,-0.063415,13340.1826,3.163027
259,ENST00000455967.1,51.058971,8.881245,-0.113235,7591.8042,2.932379
260,ENST00000569711.1,79.584706,6.724246,0.1,9185.4329,3.135774
261,ENST00000428794.1,43.458824,8.805624,-0.030882,7283.2877,2.918092
262,ENST00000413987.1,77.823529,9.694256,-0.560784,5630.549,2.764783
263,ENST00000447507.1,40.264286,8.498432,1.292857,1650.1007,2.290403
264,ENST00000437681.1,58.694118,11.999968,0.089412,9519.1724,2.899966
265,ENST00000469312.6,29.943421,9.731261,0.001316,8941.5408,2.963716
266,ENST00000490006.6,29.409677,10.036583,-0.003226,7139.3956,2.852686
267,ENST00000476432.5,53.99186,8.842371,0.334884,9074.3208,3.011668
268,ENST00000467438.1,77.589493,11.704187,-0.019203,28710.0017,3.389869
269,ENST00000484933.6,40.806961,9.747636,-0.659804,11746.1245,3.081356
270,ENST00000589455.5,50.395122,8.942426,0.485366,8518.8355,2.979381
271,ENST00000587165.1,50.395122,8.942426,0.485366,8518.8355,2.979381
272,ENST00000449169.1,55.14898,5.646181,0.188776,10114.2581,3.253422
273,ENST00000415386.2,181.024,11.698965,-0.768,2707.1169,2.366232
274,ENST00000418244.5,64.344828,9.001672,-0.958621,6193.8065,2.838265
275,ENST00000449386.5,64.344828,9.001672,-0.958621,6193.8065,2.838265
276,ENST00000455744.1,51.315385,8.500108,0.615385,1348.6082,2.20319
277,ENST00000423408.6,61.488462,7.097678,-0.311538,8761.6598,3.091822
278,ENST00000427292.2,61.488462,7.097678,-0.311538,8761.6598,3.091822
279,ENST00000653076.1,61.488462,7.097678,-0.311538,8761.6598,3.091822
280,ENST00000442751.1,75.385333,11.348644,-0.366667,7476.5499,2.819416
281,ENST00000428461.1,76.701087,11.540566,-0.423913,9279.5378,2.905839
282,ENST00000438293.1,69.808,11.187988,-0.3536,12720.4467,3.056132
283,ENST00000624927.3,37.52766,6.505927,0.23617,5261.0414,2.908299
284,ENST00000623808.3,92.76,11.999968,-0.248,2656.1744,2.347034
285,ENST00000445118.7,63.22549,5.326462,0.302941,11174.9234,3.322013
286,ENST00000669922.1,45.90082,10.22741,0.083607,13099.3414,3.107823
287,ENST00000670780.1,45.90082,10.22741,0.083607,13099.3414,3.107823
288,ENST00000667414.1,22.166667,4.167117,0.506349,6764.6929,3.21068
289,ENST00000666741.1,51.626613,6.563619,0.127419,12915.7261,3.294196
290,ENST00000623070.4,66.968182,7.846463,0.468182,2439.9598,2.494103
291,ENST00000658846.1,40.584615,5.298724,0.271429,9983.423,3.275339
292,ENST00000448975.6,39.151648,5.115191,0.105495,9673.8853,3.276969
293,ENST00000609139.6,42.230357,6.22196,0.253571,6142.1405,2.994832
294,ENST00000609009.6,37.52766,6.505927,0.23617,5261.0414,2.908299
295,ENST00000660797.1,49.141176,9.101082,0.268627,5515.4083,2.783201
296,ENST00000425657.1,64.047368,8.569218,-0.418421,4279.0594,2.699276
297,ENST00000515342.4,75.267241,5.123149,-0.391379,6492.3514,3.103208
298,ENST00000623565.3,62.671429,5.000661,-0.526531,11045.3186,3.344347
299,ENST00000505296.1,62.671429,5.000661,-0.526531,11045.3186,3.344347
300,ENST00000310916.6,48.305696,6.962856,-0.047468,16922.0573,3.385844
301,ENST00000650369.1,72.401325,11.825645,-0.610596,15870.7109,3.128095
302,ENST00000669314.1,78.859627,8.616925,-0.669565,18326.5621,3.327933
303,ENST00000667108.1,77.480412,10.120585,-0.494845,11131.818,3.041755
304,ENST00000420587.5,54.228125,9.512068,-0.645625,18183.3575,3.281626
305,ENST00000413628.5,54.228125,9.512068,-0.645625,18183.3575,3.281626
306,ENST00000414904.1,32.968493,6.713276,-0.583562,8096.1123,3.081702
307,ENST00000434072.1,40.583125,10.005961,0.295536,12652.9582,3.102277
308,ENST00000416598.2,13.705882,9.600455,-0.341176,5897.9062,2.789112
309,ENST00000610197.1,19.668817,10.129095,-0.390323,11071.1972,3.039021
310,ENST00000432897.5,61.509302,7.719781,-1.197674,5024.6307,2.814166
311,ENST00000434141.1,32.330435,9.663247,-0.656522,7998.3322,2.918401
312,ENST00000610175.1,34.32,10.545754,-0.8175,4737.577,2.653444
313,ENST00000608833.1,48.723913,7.668114,-0.776087,5259.9544,2.836926
314,ENST00000591882.1,56.93125,9.548622,-0.992188,7241.3623,2.880452
315,ENST00000587466.5,13.705882,9.600455,-0.341176,5897.9062,2.789112
316,ENST00000588227.5,13.705882,9.600455,-0.341176,5897.9062,2.789112
317,ENST00000592898.5,13.705882,9.600455,-0.341176,5897.9062,2.789112
318,ENST00000588058.5,13.705882,9.600455,-0.341176,5897.9062,2.789112
319,ENST00000592838.5,42.24,9.340711,-0.741176,9902.0641,3.025755
320,ENST00000591523.5,44.123364,9.466489,-0.681308,12260.6897,3.112661
321,ENST00000591173.5,42.683158,9.235112,-0.706316,10964.2886,3.074904
322,ENST00000457412.6,44.123364,9.466489,-0.681308,12260.6897,3.112661
323,ENST00000627488.2,46.73617,6.695429,-0.03617,4794.3202,2.855555
324,ENST00000628850.2,53.582222,8.638264,-1.211111,5193.6345,2.779767
325,ENST00000628558.2,53.582222,8.638264,-1.211111,5193.6345,2.779767
326,ENST00000586465.5,44.123364,9.466489,-0.681308,12260.6897,3.112661
327,ENST00000608580.5,42.24,9.340711,-0.741176,9902.0641,3.025755
328,ENST00000609323.1,52.142623,9.506073,-0.855738,7009.8399,2.868296
329,ENST00000667877.1,40.466667,9.582274,-0.701149,10327.0044,3.032909
330,ENST00000431759.5,34.694872,11.166005,0.210256,4214.8862,2.578037
331,ENST00000653200.1,29.149296,9.461912,0.095775,8047.4928,2.930192
332,ENST00000664148.1,27.889474,9.42278,0.063158,8640.134,2.962815
333,ENST00000416689.1,46.717593,5.384494,-0.328704,11954.478,3.346581
334,ENST00000424943.1,32.959794,6.254301,0.141237,10777.6795,3.236598
335,ENST00000457402.1,63.393548,9.86961,-0.267742,26925.6299,3.436025
336,ENST00000424989.1,55.91625,7.885918,-0.23375,8661.7994,3.041151
337,ENST00000668045.1,65.558025,9.298678,0.224691,8831.1952,2.978055
338,ENST00000418344.1,47.473973,9.129255,0.078082,7854.266,2.935175
339,ENST00000414532.6,63.673571,9.495049,-0.352143,14978.439,3.198245
340,ENST00000454613.1,64.045082,10.743672,-0.136066,13100.3081,3.086485
341,ENST00000414763.1,66.847674,10.774037,-0.12093,9173.5518,2.930669
342,ENST00000658759.1,75.42625,6.370878,0.08625,8673.1215,3.134295
343,ENST00000524935.1,20.367857,4.12983,0.275,3098.485,2.875796
344,ENST00000449034.1,65.012048,10.73845,-0.437349,9488.0346,2.946726
345,ENST00000655030.1,68.223729,11.758147,-0.613559,6901.9752,2.769374
346,ENST00000437515.1,76.977228,9.200041,-0.526733,10934.366,3.075369
347,ENST00000429055.1,37.924444,8.082417,-1.033333,4895.4407,2.782967
348,ENST00000626572.2,70.525688,6.878166,-0.059633,12077.947,3.244768
349,ENST00000590413.5,56.452703,7.877795,0.055405,8187.4777,3.017163
350,ENST00000662452.1,43.132353,5.820904,0.397059,3454.9272,2.77418
351,ENST00000457535.5,50.111667,6.698725,-0.188333,6664.6009,2.998218
352,ENST00000625451.2,46.252941,4.406579,-0.811765,2002.2265,2.658366
353,ENST00000585330.6,42.885484,8.880343,0.127419,19789.9412,3.34821
354,ENST00000608067.6,24.761538,10.111109,-0.732692,5728.4136,2.754001
355,ENST00000659565.1,47.370886,7.928016,-0.586076,8793.67,3.045397
356,ENST00000609244.6,47.370886,7.928016,-0.586076,8793.67,3.045397
357,ENST00000608486.5,56.452703,7.877795,0.055405,8187.4777,3.017163
358,ENST00000598454.5,47.370886,7.928016,-0.586076,8793.67,3.045397
359,ENST00000610148.5,56.452703,7.877795,0.055405,8187.4777,3.017163
360,ENST00000608253.2,65.119048,9.751375,-0.02381,4780.7719,2.691317
361,ENST00000587691.1,60.867308,4.966671,-0.205769,5522.1445,3.046433
