,Seqname,0,1,2,3,4
131,ENST00000648327.1,0.515,25,3.2893,31,0.537208
132,ENST00000623673.1,0.5015,19,2.56169,76,1.381388
133,ENST00000625168.1,0.3953,44,5.477842,223,3.457114
134,ENST00000378953.8,0.5007,9,1.314048,28,0.596739
135,ENST00000612967.2,0.4728,28,3.528887,147,2.33484
136,ENST00000461203.5,0.9374,3,0.479412,16,0.409255
137,ENST00000337752.6,0.5192,58,6.847955,57,0.794683
138,ENST00000378947.7,0.5848,4,0.6218,3,0.072712
139,ENST00000407797.6,0.496,13,1.766432,111,2.049728
140,ENST00000664942.1,0.3563,31,4.154903,12,0.215874
141,ENST00000585033.1,0.9255,8,1.263879,25,0.623663
142,ENST00000323813.3,0.7054,7,1.038678,36,0.793532
143,ENST00000647812.1,0.6423,12,1.726654,52,1.077154
144,ENST00000429328.2,0.5505,6,0.92375,1,0.023714
145,ENST00000442182.2,0.4802,8,1.261058,21,0.522304
146,ENST00000657479.1,0.5428,11,1.659947,31,0.705616
147,ENST00000664471.1,0.6118,8,1.321858,25,0.683076
148,ENST00000328376.9,0.4643,24,3.187957,7,0.123274
149,ENST00000481400.5,0.472,20,2.735772,13,0.242926
150,ENST00000466204.5,0.4594,19,2.623037,7,0.133141
151,ENST00000426078.5,0.4158,19,2.558594,112,2.032053
152,ENST00000665000.1,0.3951,58,6.958048,300,4.318546
153,ENST00000662797.1,0.4349,22,2.97967,19,0.348903
154,ENST00000661769.1,0.3806,44,5.549413,273,4.343931
155,ENST00000669217.1,0.4016,33,4.344742,117,2.027278
156,ENST00000654228.1,0.4016,59,7.043278,52,0.741229
157,ENST00000660444.1,0.3939,73,8.863358,147,2.16697
158,ENST00000666079.1,0.3551,31,4.241223,247,4.625605
159,ENST00000415584.7,0.5135,10,1.498509,1,0.022601
160,ENST00000526694.2,0.3901,23,3.205698,25,0.485761
161,ENST00000666432.1,0.3813,127,14.478668,703,9.135615
162,ENST00000623052.1,0.4869,49,6.061859,219,3.352534
163,ENST00000565113.5,0.4431,94,11.14849,4900,68.925113
164,ENST00000568310.1,0.9177,6,0.837346,457,8.903618
165,ENST00000422980.1,0.5787,9,1.433031,39,0.989897
166,ENST00000629811.2,0.5585,5,0.883473,3,0.094128
167,ENST00000630798.1,0.524,16,2.429332,79,1.820286
168,ENST00000371417.3,0.6088,21,2.896014,109,2.072564
169,ENST00000496793.2,0.4735,23,3.062631,127,2.251552
170,ENST00000623970.1,0.4529,23,2.986547,49,0.826524
171,ENST00000663398.1,0.4582,26,3.367868,12,0.201521
172,ENST00000624458.1,0.4989,22,2.946151,427,7.658463
173,ENST00000556865.1,0.498,13,1.823872,37,0.728706
174,ENST00000647762.1,0.4844,16,2.151005,21,0.379896
175,ENST00000440903.1,0.6866,5,0.820842,21,0.566306
176,ENST00000648094.1,0.3969,52,6.766214,403,6.823693
177,ENST00000623772.1,0.472,4,0.545429,4,0.074433
178,ENST00000646751.1,0.512,6,0.918508,241,5.650326
179,ENST00000375640.7,0.4706,13,1.867723,75,1.549285
180,ENST00000375641.6,0.437,4,0.624813,37,0.903577
181,ENST00000375635.6,0.4218,13,2.02647,36,0.873992
182,ENST00000375638.7,0.4622,11,1.63135,1,0.022002
183,ENST00000648677.1,0.4678,11,1.674409,4,0.092435
184,ENST00000375642.6,0.4706,9,1.310033,64,1.35641
185,ENST00000375633.5,0.4069,14,2.19607,75,1.844639
186,ENST00000395788.3,0.4652,13,1.939021,0,0
187,ENST00000507461.2,0.6396,13,1.928635,52,1.144572
188,ENST00000671203.1,0.3901,28,3.562782,199,3.223449
189,ENST00000666506.1,0.4445,26,3.609777,63,1.213734
190,ENST00000663605.1,0.4132,64,7.877747,129,1.953405
191,ENST00000666004.1,0.3813,34,4.429117,7,0.119132
192,ENST00000665180.1,0.3797,108,12.42716,129,1.707049
193,ENST00000669536.1,0.4235,56,6.717536,13,0.187145
194,ENST00000667197.1,0.4783,56,6.87639,151,2.276245
195,ENST00000668566.1,0.451,46,5.61295,127,1.892059
196,ENST00000668061.1,0.4273,26,3.443407,31,0.543407
197,ENST00000658416.1,0.4799,18,2.393025,175,3.095008
198,ENST00000665322.1,0.3844,36,4.660528,31,0.52018
199,ENST00000655479.1,0.6523,10,1.587104,13,0.326913
200,ENST00000652878.1,0.3741,27,3.738662,67,1.285253
201,ENST00000657415.1,0.4634,20,2.63023,175,3.027382
202,ENST00000653458.1,0.373,84,10.220151,471,6.97015
203,ENST00000655714.1,0.337,75,8.902227,268,3.777209
204,ENST00000617372.1,0.5125,14,1.946966,31,0.599578
205,ENST00000556434.5,0.5092,12,1.766112,7,0.151544
206,ENST00000556913.1,0.3916,44,5.635013,139,2.278841
207,ENST00000556130.1,0.5437,8,1.22495,103,2.41803
208,ENST00000635379.1,0.5377,23,3.118536,16,0.293792
209,ENST00000399206.4,0.4797,41,5.192384,48,0.769253
210,ENST00000658223.1,0.4458,24,3.420893,76,1.543707
211,ENST00000533506.5,0.4573,24,3.34117,7,0.135277
212,ENST00000528300.5,0.4388,42,5.202066,49,0.752416
213,ENST00000655269.1,0.4996,14,2.082146,37,0.819316
214,ENST00000529902.2,0.5192,54,6.458011,273,3.905627
215,ENST00000557142.6,0.4382,51,6.326872,31,0.477032
216,ENST00000603474.1,0.4758,4,0.714487,4,0.127369
217,ENST00000553463.1,0.6506,4,0.68021,12,0.347179
218,ENST00000553914.6,0.5923,7,1.096866,7,0.172455
219,ENST00000554129.1,0.4599,31,4.004375,129,2.152353
220,ENST00000556019.2,0.5171,7,1.114247,4,0.101124
221,ENST00000623502.1,0.7845,1,0.145276,61,1.288272
222,ENST00000635675.2,0.4704,20,2.759461,64,1.21858
223,ENST00000634934.2,0.4818,15,2.047556,91,1.696898
224,ENST00000634712.2,0.5056,15,2.072871,49,0.936485
225,ENST00000634451.2,0.6936,10,1.530506,63,1.477058
226,ENST00000635450.2,0.6449,7,1.021249,21,0.447431
227,ENST00000642072.1,0.8711,2,0.343289,19,0.560492
228,ENST00000404210.5,0.4391,19,2.682968,39,0.777203
229,ENST00000641009.1,0.4758,17,2.335162,31,0.585587
230,ENST00000452322.2,0.4459,21,2.901155,37,0.706865
231,ENST00000490765.4,0.7017,2,0.325854,1,0.026639
232,ENST00000392630.7,0.5113,14,1.861376,57,1.007807
233,ENST00000566432.1,0.5057,34,4.279122,39,0.618213
234,ENST00000648023.1,0.5351,18,2.396842,28,0.497022
235,ENST00000564862.2,0.8388,7,1.070168,9,0.210866
236,ENST00000567117.1,0.5013,10,1.451251,1,0.021167
237,ENST00000624760.1,0.5224,28,3.759818,16,0.28811
238,ENST00000588785.6,0.4535,8,1.17283,36,0.773983
239,ENST00000585457.6,0.5829,11,1.425113,93,1.5614
240,ENST00000591166.1,0.4391,6,0.905426,7,0.15977
241,ENST00000656516.1,0.4942,35,4.33539,97,1.487827
242,ENST00000592897.1,0.7377,6,0.950337,3,0.075089
243,ENST00000606861.1,0.5143,27,3.38403,139,2.184402
244,ENST00000321399.7,0.479,14,1.816198,84,1.414311
245,ENST00000413472.5,0.7532,6,0.947642,19,0.47407
246,ENST00000453118.5,0.4894,23,3.092559,100,1.808212
247,ENST00000445317.1,0.508,38,4.548608,172,2.464075
248,ENST00000667159.1,0.4847,8,1.118649,144,2.817447
249,ENST00000670730.1,0.4935,22,2.84486,79,1.321703
250,ENST00000435800.6,0.4968,15,2.11688,7,0.139351
251,ENST00000428411.6,0.4396,146,16.074053,76,0.920593
252,ENST00000420168.2,0.4349,36,4.769124,144,2.526113
253,ENST00000627431.2,0.4229,9,1.289556,81,1.664288
254,ENST00000413231.5,0.5982,11,1.853445,21,0.595022
255,ENST00000654334.1,0.4944,21,2.968924,43,0.859842
256,ENST00000662852.1,0.5036,13,1.873924,25,0.51919
257,ENST00000659961.1,0.399,26,3.539026,151,2.797688
258,ENST00000665960.1,0.438,14,1.993741,133,2.698618
259,ENST00000455967.1,0.502,6,0.906517,19,0.434489
260,ENST00000569711.1,0.4588,33,4.223847,73,1.196162
261,ENST00000428794.1,0.6403,8,1.33975,43,1.206209
262,ENST00000413987.1,0.4384,38,4.936911,7,0.118519
263,ENST00000447507.1,0.7852,1,0.19136,19,0.697345
264,ENST00000437681.1,0.4263,44,5.591548,36,0.581438
265,ENST00000469312.6,0.4096,25,3.487066,63,1.225052
266,ENST00000490006.6,0.4453,20,2.763554,57,1.088624
267,ENST00000476432.5,0.6307,2,0.316327,0,0
268,ENST00000467438.1,0.4632,21,2.701599,64,1.059894
269,ENST00000484933.6,0.4408,48,5.909604,91,1.378762
270,ENST00000589455.5,0.869,2,0.317979,4,0.10132
271,ENST00000587165.1,0.8311,1,0.165104,3,0.081873
272,ENST00000449169.1,0.3953,38,4.829769,133,2.148621
273,ENST00000415386.2,0.4499,10,1.361403,28,0.519139
274,ENST00000418244.5,0.6512,6,0.876168,63,1.344256
275,ENST00000449386.5,0.6147,4,0.634289,1,0.02516
276,ENST00000455744.1,0.5306,6,1.01052,13,0.36866
277,ENST00000423408.6,0.5275,17,2.36269,75,1.448635
278,ENST00000427292.2,0.4795,12,1.679821,61,1.196586
279,ENST00000653076.1,0.4899,20,2.765206,36,0.687691
280,ENST00000442751.1,0.5031,4,0.581103,7,0.147713
281,ENST00000428461.1,0.7769,5,0.761584,7,0.162393
282,ENST00000438293.1,0.4019,46,5.729155,36,0.558474
283,ENST00000624927.3,0.4808,11,1.687337,13,0.30561
284,ENST00000623808.3,0.5063,6,0.967346,1,0.026181
285,ENST00000445118.7,0.4459,112,12.731038,112,1.447499
286,ENST00000669922.1,0.4508,75,8.719002,156,2.108687
287,ENST00000670780.1,0.4931,134,14.831547,84,1.02922
288,ENST00000667414.1,0.4555,28,3.748786,0,0
289,ENST00000666741.1,0.4594,105,12.195703,133,1.793976
290,ENST00000623070.4,0.4872,8,1.270424,3,0.076099
291,ENST00000658846.1,0.4211,22,3.028038,7,0.133019
292,ENST00000448975.6,0.5209,8,1.239916,19,0.456166
293,ENST00000609139.6,0.543,10,1.517381,4,0.092136
294,ENST00000609009.6,0.4912,44,5.814854,12,0.20931
295,ENST00000660797.1,0.4906,12,1.68935,21,0.416705
296,ENST00000425657.1,0.4582,11,1.631922,81,1.783408
297,ENST00000515342.4,0.702,4,0.629144,49,1.213341
298,ENST00000623565.3,0.5521,12,1.77172,91,1.985299
299,ENST00000505296.1,0.6132,10,1.5403,109,2.588567
300,ENST00000310916.6,0.4788,94,10.599921,508,6.458648
301,ENST00000650369.1,0.4906,20,2.506366,61,0.958226
302,ENST00000669314.1,0.4754,39,4.846027,79,1.219205
303,ENST00000667108.1,0.5057,41,5.158051,57,0.902139
304,ENST00000420587.5,0.4177,28,3.631129,7,0.117503
305,ENST00000413628.5,0.4042,23,3.014426,4,0.068873
306,ENST00000414904.1,0.421,10,1.496814,28,0.628524
307,ENST00000434072.1,0.6274,8,1.305259,31,0.825201
308,ENST00000416598.2,0.3752,25,3.50079,28,0.54991
309,ENST00000610197.1,0.5417,15,2.310451,91,2.16032
310,ENST00000432897.5,0.6331,12,1.849659,4,0.094722
311,ENST00000434141.1,0.4158,15,2.207276,124,2.685714
312,ENST00000610175.1,0.4411,10,1.539225,13,0.308003
313,ENST00000608833.1,0.4513,7,1.078462,63,1.49689
314,ENST00000591882.1,0.4831,17,2.538437,52,1.158492
315,ENST00000587466.5,0.3752,11,1.641612,75,1.672967
316,ENST00000588227.5,0.59,16,2.286201,121,2.472817
317,ENST00000592898.5,0.3972,13,1.936904,103,2.289925
318,ENST00000588058.5,0.4129,10,1.508741,93,2.120059
319,ENST00000592838.5,0.4967,10,1.513936,13,0.298742
320,ENST00000591523.5,0.388,11,1.570537,147,2.999376
321,ENST00000591173.5,0.4918,6,0.901867,21,0.47524
322,ENST00000457412.6,0.4507,12,1.814502,25,0.571113
323,ENST00000627488.2,0.4996,11,1.694331,73,1.732625
324,ENST00000628850.2,0.4512,7,1.116926,28,0.713597
325,ENST00000628558.2,0.4484,16,2.460482,31,0.733154
326,ENST00000586465.5,0.435,5,0.755431,21,0.479894
327,ENST00000608580.5,0.4912,14,2.110558,9,0.204135
328,ENST00000609323.1,0.6285,6,0.923965,36,0.854907
329,ENST00000667877.1,0.4032,20,2.856635,133,2.713901
330,ENST00000431759.5,0.714,19,2.704419,52,1.053128
331,ENST00000653200.1,0.4588,30,4.01472,16,0.286586
332,ENST00000664148.1,0.542,31,4.225196,93,1.726908
333,ENST00000416689.1,0.4813,41,5.104972,67,1.039404
334,ENST00000424943.1,0.4445,34,4.292097,169,2.693959
335,ENST00000457402.1,0.54,31,3.993291,268,4.447176
336,ENST00000424989.1,0.478,15,2.071432,61,1.163281
337,ENST00000668045.1,0.4458,34,4.5137,117,2.061402
338,ENST00000418344.1,0.362,43,5.577348,133,2.237914
339,ENST00000414532.6,0.4706,45,5.437819,91,1.328344
340,ENST00000454613.1,0.5661,18,2.348393,67,1.140487
341,ENST00000414763.1,0.7511,11,1.620275,49,1.062853
342,ENST00000658759.1,0.5057,24,3.084547,151,2.495633
343,ENST00000524935.1,0.5117,11,1.651827,4,0.090539
344,ENST00000449034.1,0.4708,31,3.966216,19,0.310903
345,ENST00000655030.1,0.4648,27,3.569917,4,0.070142
346,ENST00000437515.1,0.4923,36,4.600025,7,0.114212
347,ENST00000429055.1,0.5459,3,0.49886,7,0.193626
348,ENST00000626572.2,0.451,16,2.301571,48,0.99419
349,ENST00000590413.5,0.5183,9,1.338522,4,0.088508
350,ENST00000662452.1,0.4688,11,1.525486,103,1.982041
351,ENST00000457535.5,0.5313,7,1.043707,4,0.088957
352,ENST00000625451.2,0.4977,5,0.812366,13,0.343314
353,ENST00000585330.6,0.417,18,2.389946,73,1.287723
354,ENST00000608067.6,0.4384,49,6.193941,39,0.622528
355,ENST00000659565.1,0.4265,35,4.467707,52,0.846758
356,ENST00000609244.6,0.3953,40,5.134057,67,1.103177
357,ENST00000608486.5,0.5066,10,1.511779,7,0.159905
358,ENST00000598454.5,0.551,9,1.370264,19,0.440336
359,ENST00000610148.5,0.4821,9,1.343631,9,0.201075
360,ENST00000608253.2,0.4079,33,4.306707,39,0.664551
361,ENST00000587691.1,0.6046,8,1.313346,9,0.24211
362,ENST00000622324.4,0.5709,3,0.491238,16,0.429317
363,ENST00000626643.3,0.4231,11,1.616814,31,0.669851
364,ENST00000630179.2,0.4056,5,0.779213,28,0.681311
365,ENST00000608602.5,0.4395,15,2.186377,13,0.275757
366,ENST00000631307.2,0.51,22,3.198932,112,2.367142
367,ENST00000609653.5,0.5697,2,0.326431,21,0.560397
368,ENST00000609245.5,0.61,4,0.673083,28,0.795184
369,ENST00000608152.1,0.4534,11,1.829897,27,0.746683
370,ENST00000608719.5,0.488,12,1.873469,28,0.681848
371,ENST00000444238.6,0.4189,9,1.327005,49,1.06589
372,ENST00000608635.5,0.5478,9,1.392872,4,0.095854
373,ENST00000608077.1,0.4666,6,0.932933,19,0.460378
374,ENST00000631010.1,0.6751,7,1.069462,12,0.28044
375,ENST00000599202.5,0.5582,3,0.474626,25,0.626785
376,ENST00000630508.2,0.6391,7,1.026884,25,0.538179
377,ENST00000626531.1,0.6364,11,1.631065,12,0.263677
378,ENST00000630455.2,0.6099,3,0.512376,4,0.116794
379,ENST00000627648.2,0.4223,10,1.510862,7,0.159734
380,ENST00000627735.2,0.5499,10,1.472733,12,0.260619
381,ENST00000625992.2,0.6777,3,0.444526,133,2.921637
382,ENST00000628225.2,0.6419,6,0.964231,7,0.181444
383,ENST00000629288.2,0.4013,9,1.479169,28,0.755737
384,ENST00000630298.2,0.5781,13,1.924281,7,0.15304
385,ENST00000598350.3,0.6483,5,0.755279,76,1.734836
386,ENST00000629484.1,0.7995,7,1.05096,91,2.0536
387,ENST00000625584.1,0.7405,8,1.283605,13,0.334352
388,ENST00000453135.2,0.4596,17,2.358052,25,0.481103
389,ENST00000445039.2,0.7132,2,0.315352,84,2.089544
390,ENST00000451424.1,0.4923,57,6.786272,7,0.099359
391,ENST00000635687.1,0.4456,58,6.949693,19,0.272663
392,ENST00000635405.2,0.4679,53,6.30768,16,0.226637
393,ENST00000437157.3,0.594,1,0.166219,0,0
394,ENST00000632503.1,0.5454,16,2.140209,9,0.161277
395,ENST00000648852.1,0.6411,6,0.949252,36,0.902879
396,ENST00000649565.1,0.4941,14,2.205631,19,0.471006
397,ENST00000647996.1,0.7085,4,0.767028,1,0.036851
398,ENST00000649121.1,0.4303,20,2.86914,36,0.740178
399,ENST00000374016.5,0.4679,17,2.383457,21,0.41279
400,ENST00000484171.2,0.4319,31,4.208271,111,2.044748
401,ENST00000647970.1,0.4196,61,7.663005,273,4.308494
402,ENST00000462835.1,0.7426,10,1.600997,48,1.23244
403,ENST00000648073.1,0.5549,11,1.646187,12,0.268627
404,ENST00000623038.1,0.6354,7,1.099807,1,0.024846
405,ENST00000436742.5,0.4808,36,4.738153,79,1.367579
406,ENST00000413519.1,0.5579,24,3.396733,39,0.780325
407,ENST00000519052.5,0.3953,28,3.736385,37,0.658565
408,ENST00000677732.1,0.4468,26,3.587652,76,1.446186
409,ENST00000518529.6,0.4662,24,3.272283,19,0.353031
410,ENST00000521114.5,0.557,13,1.83528,7,0.139852
411,ENST00000518987.5,0.5486,7,1.072551,19,0.446472
412,ENST00000524122.5,0.4643,10,1.528138,19,0.443566
413,ENST00000418548.3,0.4733,14,2.068056,147,3.210368
414,ENST00000521380.1,0.5134,1,0.173644,7,0.211697
415,ENST00000446136.1,0.4434,20,2.666675,93,1.654714
416,ENST00000432963.1,0.4718,7,1.124578,76,1.964618
417,ENST00000427857.1,0.5234,4,0.655463,73,1.963928
418,ENST00000326734.2,0.4456,27,3.564564,172,2.998513
419,ENST00000432429.5,0.4577,25,3.364417,67,1.21279
420,ENST00000414210.5,0.4721,12,1.926015,49,1.26157
421,ENST00000635029.1,0.5961,7,1.110649,9,0.227296
422,ENST00000421469.3,0.4534,18,2.758608,109,2.558932
423,ENST00000659738.1,0.4295,26,3.458337,81,1.434401
424,ENST00000659309.1,0.378,23,3.137336,9,0.167849
425,ENST00000415330.2,0.4981,11,1.606806,16,0.341505
426,ENST00000425884.5,0.4656,5,0.755889,19,0.434639
427,ENST00000440150.5,0.4316,33,4.224285,27,0.442726
428,ENST00000457043.1,0.4317,10,1.588961,12,0.3036
429,ENST00000413531.5,0.3841,19,2.694326,75,1.509259
430,ENST00000418015.1,0.5406,28,3.818343,7,0.129925
431,ENST00000445565.2,0.6601,11,1.620544,36,0.782573
432,ENST00000667138.1,0.4517,43,5.611081,133,2.263509
433,ENST00000670000.1,0.4298,79,9.10783,252,3.350863
434,ENST00000667936.1,0.3773,26,3.576187,19,0.358892
435,ENST00000376620.3,0.4854,22,2.920422,1,0.017709
436,ENST00000420776.1,0.4769,4,0.621335,21,0.507313
437,ENST00000427804.1,0.5179,6,0.918099,13,0.30504
438,ENST00000366181.2,0.3901,27,3.475181,361,5.983137
439,ENST00000451914.2,0.546,6,0.944491,16,0.397399
440,ENST00000653637.1,0.4631,10,1.491282,3,0.066877
441,ENST00000662108.1,0.5462,9,1.394906,7,0.167929
442,ENST00000670778.1,0.6376,14,2.075177,3,0.065776
443,ENST00000663880.1,0.5262,19,2.582155,16,0.295956
444,ENST00000398948.5,0.6151,9,1.352016,0,0
445,ENST00000328264.7,0.5329,10,1.428132,13,0.265583
446,ENST00000482032.1,0.4133,14,2.094362,7,0.156908
447,ENST00000614528.3,0.4605,31,4.088233,43,0.747839
448,ENST00000624914.3,0.5644,14,1.969771,93,1.840766
449,ENST00000370523.1,0.5386,1,0.165104,37,1.009441
450,ENST00000416774.1,0.5569,7,0.947124,19,0.348113
451,ENST00000447600.1,0.7367,6,0.969256,9,0.234631
