,mirna,mirna_id,Seqname,0_x,1_x,2_x,3_x,4_x,0_y,1_y,2_y,3_y,4_y,5_x,6_x,7_x,8_x,9_x,10_x,11_x,12_x,13_x,14_x,15_x,16_x,17_x,18_x,19_x,20_x,21_x,22_x,23_x,24_x,25_x,26_x,27_x,28_x,29_x,30_x,0_x,1_x,2_x,3_x,4_x,5_y,6_y,0_y,1_y,2_y,3_y,4_y,5_x,6_x,7_y,8_y,9_y,10_y,11_y,12_y,13_y,14_y,15_y,16_y,17_y,18_y,19_y,20_y,21_y,22_y,23_y,24_y,25_y,26_y,27_y,28_y,29_y,30_y,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,0_x,1_x,2_x,3_x,4_x,0_y,1_y,2_y,3_y,4_y,5_y,6_y,7_x,0,1,2,3,4,5,6,7_y
116,ath-miR838,117,ath-miR838,0.9879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.857143,0.142857,0.692825,0.628622,0.782577,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.217682,0.0,0.0,0.217682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284352,0.280284,0.0,0.0,0.0,0.1,0.55,0.05,0.3,0.052632,0.0,0.210526,0.052632,0.368421,0.052632,0.5,0.0,0.5,0.95,0.95,0.05,0.15,0.35,0.6,0.8,0.85,0.0,0.0,0.85,0.85,0.25,0.4,0.55,0.7,1.0,-17.856745,-23.044512,-18.254684,-12.070912,-24.08679,-17.017853,-13.021697,-13.526288,-12.902768,-21.412273,-20.143169,-15.548026,33.085361,-7.377837,33.531567,-6.822285,-24.851788,-20.28166,-22.51454,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,34.578194,-4.047346,-13.442435,-9.586593,-12.523766,-12.832119,-12.372184,39.664349,-29.402267,-20.282415,-19.139719,32.494644,-13.452455,19.421867,73.370224,127.158417,-16.92882,-9.280594,126.644119,-10.498036,-16.09383,-11.655176,-16.740694,37.70726,-5.898268,-9.312584,-6.955015,-3.817989,39.602058,-14.449222,125.203377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.24913,0.249996,0.996539,-249.832939,-249.270227,1.002257,0.0,0.0,0.0,0.0,0.0,0.003462,0.357905,0.009674,0.004269,0.004269,0.004269,0.004269,0.004269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,ath-miR5019,118,ath-miR5019,0.7337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.285714,0.571429,0.142857,0.155285,0.13522,0.082153,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.142857,0.0,0.0,0.0,0.0,0.142857,0.142857,0.0,0.0,0.0,0.0,0.142857,0.0,0.142857,0.0,0.142857,0.0,0.4,0.25,0.25,0.1,0.0,0.157895,0.052632,0.157895,0.157895,0.0,0.4,0.45,0.6,0.7,0.8,0.05,0.05,0.15,0.9,1.0,0.1,0.1,0.25,0.35,0.55,0.85,0.0,0.85,0.95,0.95,172.619446,24.574537,-18.254684,35.548138,23.532259,-17.017853,-13.021697,-13.526288,-12.902768,-21.412273,-20.143169,-15.548026,-14.533689,-7.377837,33.531567,-6.822285,70.386307,-20.28166,-22.51454,-14.463349,23.729757,35.225266,-12.741774,-8.972471,-9.552787,-15.568382,31.597492,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,-12.523766,-12.832119,-12.372184,-7.954699,-29.402267,27.336634,28.47933,-15.124404,-13.452455,19.421867,-21.867874,-15.698732,-16.92882,-9.280594,31.406021,-10.498036,-16.09383,-11.655176,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,-14.449222,29.965279,35.984566,-11.084935,-4.804327,-9.33116,-5.322375,0.248501,0.249725,0.995098,-250.174286,-249.485935,1.002759,0.0,0.0,0.0,0.0,0.0,0.018872,0.302335,0.062421,0.018872,0.021588,0.024304,0.027021,0.029737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,mtr-miR5207,119,mtr-miR5207,0.8678,1.0,0.314658,1.0,0.09901,18.0,0.782609,-1.0,0.0,2.822150197715005e-09,2.822150197715005e-09,2.822150197715005e-09,2.822150197715005e-09,2.822150197715005e-09,2.822150197715005e-09,2.822150197715005e-09,2.822150197715005e-09,2.822150197715005e-09,2.822150197715005e-09,0.2245884373865651,2.822150197715005e-09,2.822150197715005e-09,2.822150197715005e-09,2.822150197715005e-09,2.822150197715005e-09,0.2245884373865651,0.2754115400362333,0.2754115400362333,2.822150197715005e-09,0.277138,0.27723,0.999669,-308.071296,-308.212243,0.999543,0.0,0.434783,0.521739,0.521739,0.26087,0.061868,0.047487,0.072385,-1.0,23.0,5.0,0.0,0.217391,0.0,0.0,0.19134,0.0,0.0,0.19134,0.234639,0.19134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19134,0.0,0.0,0.0,0.0,0.0,0.181818,0.363636,0.363636,0.090909,0.142857,0.047619,0.095238,0.285714,0.0,0.047619,0.090909,0.090909,0.227273,0.272727,0.818182,0.136364,0.181818,0.409091,0.636364,1.0,0.363636,0.454545,0.545455,0.772727,0.954545,0.045455,0.0,0.045455,0.863636,0.863636,-17.856745,-23.044512,25.223576,-12.070912,-24.08679,-17.017853,-13.021697,-13.526288,-12.902768,22.065987,23.335091,-15.548026,-14.533689,36.100422,-14.087481,-6.822285,-24.851788,-20.28166,-22.51454,29.014912,19.588968,31.084476,74.214745,-8.972471,-9.552787,27.909878,70.934967,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,30.954494,-12.832119,-12.372184,-7.954699,-29.402267,66.674103,24.338541,-15.124404,30.025806,15.281078,21.610386,-15.698732,-16.92882,-9.280594,-16.213028,-10.498036,-16.09383,-11.655176,26.737566,-9.911789,-5.898268,34.165676,-6.955015,-3.817989,-8.016993,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.23539,0.235738,0.998524,-220.987493,-220.757225,1.001043,-30.866667,5.275022,1.3,820.997,2.194899,0.043353,0.311787,0.139046,0.043353,0.043353,0.043353,0.043353,0.043353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,mtr-miR2645,120,mtr-miR2645,0.4799,0.0,0.0,4.0,0.431541,12.0,0.571429,-1.0,0.0,3.9871688377979995e-09,3.9871688377979995e-09,3.9871688377979995e-09,3.9871688377979995e-09,3.9871688377979995e-09,3.9871688377979995e-09,3.9871688377979995e-09,0.2499999840513247,3.9871688377979995e-09,3.9871688377979995e-09,0.2499999840513247,3.9871688377979995e-09,3.9871688377979995e-09,3.9871688377979995e-09,3.9871688377979995e-09,0.2499999840513247,3.9871688377979995e-09,3.9871688377979995e-09,3.9871688377979995e-09,0.2499999840513247,0.377744,0.378029,0.999246,-577.800025,-577.063371,1.001277,0.0,0.285714,0.285714,0.142857,0.428571,0.079261,0.071127,0.054995,-1.0,21.0,9.0,0.0,0.428571,0.0,0.0,0.0,0.0,0.142857,0.142857,0.0,0.0,0.142857,0.0,0.142857,0.142857,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.142857,0.35,0.35,0.2,0.1,0.368421,0.315789,0.052632,0.052632,0.105263,0.052632,0.3,0.4,0.65,0.8,1.0,0.05,0.1,0.25,0.55,0.95,0.35,0.35,0.45,0.6,0.7,0.2,0.0,0.2,0.75,0.75,-17.856745,-23.044512,-18.254684,-12.070912,71.151306,-17.017853,-13.021697,34.092762,82.335327,26.206776,-20.143169,-15.548026,-14.533689,-7.377837,-14.087481,-6.822285,-24.851788,74.956436,25.104509,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,34.578194,-4.047346,-13.442435,-9.586593,-12.523766,34.78693,82.865913,-7.954699,18.216782,-20.282415,-19.139719,-15.124404,-13.452455,-28.197182,25.751175,31.920317,-16.92882,-9.280594,31.406021,-10.498036,-16.09383,-11.655176,30.878355,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,39.602058,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.249455,0.249936,0.998072,-249.638469,-248.953985,1.002749,117.35,5.274795,1.075,512.6194,1.992035,0.016122,0.315607,0.051082,0.021649,0.022331,0.023013,0.023695,0.024378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,gma-miR390a-5p,121,gma-miR390a-5p,0.6804,0.0,0.0,1.0,0.111428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619048,0.428571,0.571429,0.857143,0.209601,0.149629,0.124808,-1.0,21.0,0.0,0.0,0.0,0.0,0.159044,0.0,0.159044,0.0,0.0,0.0,0.0,0.0,0.159044,0.159044,0.0,0.0,0.0,0.0,0.204782,0.159044,0.0,0.0,0.0,0.0,0.3,0.1,0.4,0.2,0.105263,0.315789,0.052632,0.0,0.105263,0.210526,0.05,0.1,0.35,0.5,0.8,0.25,0.0,0.25,0.75,0.75,0.15,0.4,0.55,0.65,0.95,0.2,0.2,0.3,0.9,1.0,-17.856745,24.574537,-18.254684,-12.070912,-24.08679,78.220245,-13.021697,81.711807,34.716282,-21.412273,-20.143169,-15.548026,-14.533689,-7.377837,-14.087481,-6.822285,-24.851788,27.337389,25.104509,-14.463349,71.348808,35.225266,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,-13.040855,43.571701,34.176613,38.032455,-12.523766,34.78693,-12.372184,-7.954699,-29.402267,-20.282415,-19.139719,-15.124404,-13.452455,-28.197182,-21.867874,-15.698732,30.690229,-9.280594,-16.213028,-10.498036,-16.09383,35.963875,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,43.80106,-8.016993,-14.449222,-17.65377,35.984566,-11.084935,-4.804327,-9.33116,-5.322375,0.249455,0.249172,1.001136,-249.377888,-249.382866,0.99998,0.0,0.0,0.0,0.0,0.0,0.028191,0.272651,0.103397,0.028191,0.028191,0.028191,0.028191,0.028191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,gma-miR5031,122,gma-miR5031,0.6765,1.0,0.323515,1.0,0.107831,15.0,0.714286,1.0,0.0,5.316224970247385e-09,5.316224970247385e-09,5.316224970247385e-09,5.316224970247385e-09,5.316224970247385e-09,5.316224970247385e-09,5.316224970247385e-09,0.3333333038984447,5.316224970247385e-09,5.316224970247385e-09,0.3333333028628656,0.3333333028628656,5.316224970247385e-09,5.316224970247385e-09,5.316224970247385e-09,5.316224970247385e-09,5.316224970247385e-09,5.316224970247385e-09,5.316224970247385e-09,5.316224970247385e-09,0.315995,0.316526,0.998321,-402.598814,-401.620113,1.002437,0.0,0.142857,0.0,0.0,0.428571,0.224377,0.2025,0.183673,-1.0,21.0,3.0,3.0,0.142857,0.142857,0.0,0.0,0.0,0.0,0.19134,0.0,0.0,0.234639,0.0,0.19134,0.19134,0.19134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.45,0.05,0.1,0.368421,0.052632,0.105263,0.052632,0.105263,0.0,0.15,0.2,0.5,0.65,0.9,0.05,0.1,0.4,0.8,1.0,0.3,0.0,0.0,0.3,0.3,0.6,0.0,0.6,0.75,0.75,-17.856745,-23.044512,76.983414,35.548138,-24.08679,-17.017853,-13.021697,-13.526288,-12.902768,26.206776,75.094925,32.071022,33.085361,-7.377837,-14.087481,-6.822285,-24.851788,-20.28166,25.104509,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,130.333374,-12.832119,-12.372184,-7.954699,18.216782,-20.282415,-19.139719,-15.124404,81.785645,-28.197182,25.751175,-15.698732,-16.92882,-9.280594,31.406021,-10.498036,-16.09383,-11.655176,30.878355,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,39.602058,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.249638,0.25046,0.996719,-249.519107,-248.336686,1.004761,117.35,5.275022,1.85,489.6291,1.972297,0.004065,0.347639,0.011694,0.004065,0.004065,0.004065,0.004065,0.004065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,ath-miR771,123,ath-miR771,1.1878,1.0,0.318929,1.0,0.103199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.590909,0.681818,0.545455,0.545455,0.009848,0.037201,0.053731,-1.0,22.0,0.0,0.0,0.0,0.0,0.275412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224588,0.0,0.0,0.0,0.0,0.0,0.224588,0.0,0.275412,0.0,0.0,0.095238,0.285714,0.285714,0.333333,0.05,0.15,0.05,0.25,0.25,0.1,0.142857,0.0,0.142857,0.714286,0.714286,0.047619,0.333333,0.428571,0.52381,0.952381,0.095238,0.190476,0.47619,0.571429,0.761905,0.238095,0.285714,0.809524,0.857143,1.0,-17.856745,-23.044512,-18.254684,-12.070912,-24.08679,-17.017853,-13.021697,77.382797,-12.902768,-21.412273,-20.143169,-15.548026,-14.533689,-7.377837,-14.087481,-6.822285,-24.851788,25.172884,-22.51454,-14.463349,-23.889292,-12.393785,32.712769,-8.972471,35.901756,29.886162,-16.021557,-9.580265,-13.040855,-4.047346,-13.442435,81.322495,-12.523766,32.622425,-12.372184,-7.954699,16.052277,25.172129,26.314825,-15.124404,-13.452455,-28.197182,-21.867874,-15.698732,28.525724,-9.280594,29.241516,-10.498036,-16.09383,-11.655176,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,31.005322,-17.65377,79.274605,-11.084935,-4.804327,81.577927,40.132168,0.241778,0.241856,0.999679,-234.69539,-234.618485,1.000328,0.0,0.0,0.0,0.0,0.0,0.028689,0.319232,0.08987,0.03011,0.033048,0.035986,0.038923,0.041861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,ath-miR5017-5p,124,ath-miR5017-5p,0.3611,1.0,0.323515,1.0,0.104662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238095,0.142857,0.285714,0.285714,0.027424,0.018368,0.023405,-1.0,21.0,18.0,0.0,0.857143,0.0,0.0,0.166667,0.0,0.0,0.166667,0.166667,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.3,0.5,0.15,0.05,0.263158,0.052632,0.052632,0.210526,0.052632,0.0,0.05,0.4,0.55,0.6,0.95,0.1,0.15,0.35,0.7,1.0,0.25,0.25,0.8,0.8,0.85,0.45,0.0,0.0,0.45,0.45,-17.856745,-23.044512,76.983414,-12.070912,-24.08679,-17.017853,-13.021697,-13.526288,-12.902768,26.206776,75.094925,-15.548026,-14.533689,-7.377837,33.531567,-6.822285,22.767262,-20.28166,-22.51454,-14.463349,23.729757,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,31.597492,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,35.095284,-12.832119,-12.372184,39.664349,-29.402267,27.336634,28.47933,-15.124404,34.166595,67.040916,73.370224,-15.698732,-16.92882,-9.280594,-16.213028,-10.498036,-16.09383,-11.655176,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,39.602058,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.249356,0.250399,0.995836,-249.697935,-248.491085,1.004857,0.0,5.275022,1.9,149.2113,1.466666,0.025949,0.31742,0.081751,0.025949,0.025949,0.025949,0.025949,0.025949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,mtr-miR5228,125,mtr-miR5228,1.2234,0.0,0.0,1.0,0.111428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571,0.857143,0.428571,0.0,0.55148,0.675165,0.625512,-1.0,21.0,16.0,0.0,0.761905,0.0,0.0,0.0,0.159044,0.0,0.0,0.204782,0.0,0.0,0.0,0.159044,0.0,0.0,0.0,0.159044,0.0,0.159044,0.0,0.159044,0.0,0.0,0.2,0.35,0.3,0.15,0.105263,0.105263,0.157895,0.315789,0.157895,0.0,0.45,0.45,0.55,0.6,0.85,0.05,0.15,0.4,0.7,0.9,0.2,0.25,0.35,0.8,1.0,0.1,0.1,0.5,0.5,0.65,-17.856745,-23.044512,-18.254684,35.548138,-24.08679,-17.017853,-13.021697,-13.526288,-12.902768,26.206776,-20.143169,-15.548026,33.085361,-7.377837,33.531567,-6.822285,-24.851788,-20.28166,25.104509,-14.463349,23.729757,-12.393785,34.877274,-8.972471,38.066261,32.050667,-16.021557,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,-12.523766,-12.832119,-12.372184,39.664349,18.216782,74.955681,28.47933,-15.124404,-13.452455,19.421867,-21.867874,-15.698732,-16.92882,-9.280594,31.406021,-10.498036,31.525219,-11.655176,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,33.169827,29.965279,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.249693,0.24983,0.999451,-249.420447,-249.320982,1.000399,0.0,5.275022,1.9,149.2113,1.466666,0.02655,0.296982,0.0894,0.02655,0.02655,0.02655,0.02655,0.02655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,mtr-miR2642,126,mtr-miR2642,0.8634,0.0,0.0,1.0,0.107885,21.0,1.0,-1.0,324.0,1.8528020659981502e-09,0.1590435555855529,1.8528020659981502e-09,1.8528020659981502e-09,0.1590435555855529,1.8528020659981502e-09,1.8528020659981502e-09,0.1590435555855529,0.1590435555855529,1.8528020659981502e-09,0.1590435555855529,1.8528020659981502e-09,1.8528020659981502e-09,1.8528020659981502e-09,1.8528020659981502e-09,0.2047821961330069,1.8528020659981502e-09,1.8528020659981502e-09,1.8528020659981502e-09,1.8528020659981502e-09,0.249397,0.250024,0.997492,-249.733741,-249.183254,1.002209,0.0,0.285714,0.0,0.428571,0.428571,0.213719,0.193316,0.205043,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.159044,0.0,0.0,0.159044,0.0,0.0,0.159044,0.159044,0.0,0.159044,0.0,0.0,0.0,0.0,0.204782,0.0,0.0,0.0,0.0,0.35,0.35,0.15,0.15,0.210526,0.105263,0.157895,0.210526,0.157895,0.0,0.05,0.2,0.65,0.7,0.9,0.1,0.3,0.4,0.55,0.95,0.15,0.15,0.25,0.25,1.0,0.45,0.45,0.6,0.6,0.85,29.762304,-23.044512,29.364365,-12.070912,-24.08679,-17.017853,34.597351,-13.526288,-12.902768,73.825821,-20.143169,79.690071,-14.533689,-7.377837,-14.087481,-6.822285,-24.851788,27.337389,-22.51454,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,31.597492,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,-12.523766,-12.832119,-12.372184,-7.954699,18.216782,-20.282415,28.47933,-15.124404,-13.452455,-28.197182,25.751175,31.920317,125.928329,-9.280594,-16.213028,-10.498036,31.525219,-11.655176,78.497406,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.249397,0.250024,0.997492,-249.733741,-249.183254,1.002209,105.785714,7.975529,0.885714,815.0125,2.013634,0.010548,0.327067,0.03225,0.022233,0.022233,0.022233,0.022233,0.022233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,gma-miR399m,127,gma-miR399m,0.6906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.714286,0.571429,0.714286,0.027307,0.024765,0.043453,-1.0,21.0,18.0,0.0,0.857143,0.0,0.0,0.0,0.0,0.0,0.0,0.23095,0.0,0.0,0.0,0.23095,0.179367,0.0,0.179367,0.0,0.0,0.179367,0.0,0.0,0.0,0.0,0.05,0.3,0.25,0.4,0.052632,0.0,0.052632,0.105263,0.473684,0.105263,0.95,0.0,0.0,0.95,0.95,0.25,0.4,0.5,0.6,1.0,0.05,0.05,0.1,0.8,0.85,0.2,0.3,0.45,0.65,0.9,-17.856745,-23.044512,-18.254684,-12.070912,-24.08679,-17.017853,-13.021697,-13.526288,-12.902768,26.206776,-20.143169,-15.548026,-14.533689,-7.377837,-14.087481,-6.822285,-24.851788,-20.28166,-22.51454,-14.463349,-23.889292,35.225266,-12.741774,86.265625,-9.552787,-15.568382,-16.021557,-9.580265,34.578194,-4.047346,34.176613,-9.586593,-12.523766,-12.832119,-12.372184,-7.954699,-29.402267,27.336634,-19.139719,-15.124404,-13.452455,-28.197182,-21.867874,-15.698732,-16.92882,-9.280594,79.02507,84.740059,-16.09383,-11.655176,30.878355,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,33.169827,-17.65377,178.841721,-11.084935,-4.804327,85.906937,-5.322375,0.248708,0.248613,1.000384,-250.140625,-250.192843,0.999791,0.0,5.275022,1.9,149.2113,1.466666,0.017026,0.305436,0.055743,0.035084,0.037547,0.040009,0.042471,0.044933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,gma-miR1532,128,gma-miR1532,0.8007,0.0,0.0,1.0,0.101716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565217,0.26087,0.652174,0.782609,0.281739,0.222686,0.22981,-1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159044,0.0,0.0,0.0,0.0,0.0,0.159044,0.0,0.159044,0.0,0.0,0.159044,0.204782,0.159044,0.0,0.0,0.0,0.363636,0.090909,0.318182,0.227273,0.047619,0.333333,0.142857,0.0,0.142857,0.238095,0.045455,0.090909,0.409091,0.636364,0.863636,0.363636,0.0,0.363636,1.0,1.0,0.272727,0.5,0.681818,0.772727,0.909091,0.136364,0.136364,0.227273,0.545455,0.954545,-17.856745,20.433748,-18.254684,31.407349,19.39147,26.460407,-13.021697,73.430229,-12.902768,-21.412273,-20.143169,-15.548026,28.944572,36.100422,-14.087481,-6.822285,-24.851788,110.153122,-22.51454,-14.463349,19.588968,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,-13.040855,39.430916,73.514084,-9.586593,30.954494,-12.832119,-12.372184,-7.954699,-29.402267,-20.282415,-19.139719,-15.124404,-13.452455,-28.197182,-21.867874,-15.698732,-16.92882,-9.280594,-16.213028,-10.498036,-16.09383,-11.655176,-16.740694,33.566471,37.57999,-9.312584,-6.955015,39.660271,35.461266,-14.449222,-17.65377,31.843777,-11.084935,-4.804327,-9.33116,-5.322375,0.235445,0.234756,1.002935,-220.643673,-220.962242,0.998558,0.0,0.0,0.0,0.0,0.0,0.010526,0.315863,0.033325,0.058268,0.058268,0.058268,0.058268,0.058268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,ath-miR2111a-3p,129,ath-miR2111a-3p,1.039,0.0,0.0,0.0,0.0,12.0,0.571429,-1.0,0.0,3.9871688377979995e-09,3.9871688377979995e-09,3.9871688377979995e-09,3.9871688377979995e-09,3.9871688377979995e-09,3.9871688377979995e-09,3.9871688377979995e-09,0.2499999840513247,3.9871688377979995e-09,3.9871688377979995e-09,0.2499999840513247,3.9871688377979995e-09,3.9871688377979995e-09,3.9871688377979995e-09,0.2499999840513247,3.9871688377979995e-09,0.2499999840513247,3.9871688377979995e-09,3.9871688377979995e-09,3.9871688377979995e-09,0.37803,0.378194,0.999565,-577.084109,-577.072928,1.000019,0.0,0.619048,0.571429,0.428571,0.857143,0.201726,0.203013,0.156683,-1.0,21.0,9.0,0.0,0.428571,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.142857,0.0,0.142857,0.142857,0.0,0.0,0.0,0.142857,0.0,0.142857,0.142857,0.0,0.0,0.15,0.25,0.35,0.25,0.157895,0.105263,0.052632,0.105263,0.157895,0.157895,0.5,0.5,0.8,0.8,0.95,0.1,0.1,0.25,0.85,0.9,0.05,0.35,0.45,0.6,0.75,0.15,0.15,0.2,0.65,1.0,-17.856745,-23.044512,-18.254684,-12.070912,-24.08679,-17.017853,-13.021697,-13.526288,-12.902768,26.206776,27.47588,-15.548026,-14.533689,-7.377837,-14.087481,40.796764,-24.851788,-20.28166,72.723557,-14.463349,71.348808,35.225266,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,38.038784,-13.040855,43.571701,-13.442435,-9.586593,-12.523766,-12.832119,-12.372184,39.664349,-29.402267,-20.282415,-19.139719,32.494644,34.166595,-28.197182,-21.867874,-15.698732,-16.92882,38.338455,-16.213028,37.121014,-16.09383,-11.655176,-16.740694,-9.911789,-5.898268,85.925514,-6.955015,-3.817989,-8.016993,-14.449222,-17.65377,35.984566,-11.084935,-4.804327,38.287888,-5.322375,0.250067,0.250035,1.000128,-248.867601,-249.177607,0.998756,-11.35,9.500077,0.3,519.6585,1.745859,0.023784,0.28995,0.082027,0.045609,0.045609,0.045609,0.045609,0.045609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
