,Seqname,0,1,2,3,4,5,6,7
46,ath-miR5645c,0.009332,0.336714,0.027714,0.009436,0.009436,0.009436,0.009436,0.009436
47,mtr-miR169j,0.051334,0.276544,0.185628,0.051334,0.051334,0.051334,0.051334,0.051334
48,mtr-miR2640,0.031232,0.319232,0.097835,0.031232,0.032106,0.03298,0.033854,0.034727
49,gma-miR398b-5p,0.019911,0.286314,0.069543,0.02098,0.026982,0.032983,0.038985,0.044986
50,gma-miR10420,0.003553,0.320181,0.011097,0.003553,0.003582,0.003611,0.00364,0.003668
51,ath-miR402,0.014146,0.337857,0.041871,0.014146,0.015473,0.0168,0.018126,0.019453
52,ath-miR1887,0.034289,0.300389,0.114149,0.034289,0.034289,0.034289,0.034289,0.034289
53,mtr-miR2086-5p,0.021834,0.326141,0.066946,0.026463,0.026463,0.026463,0.026463,0.026463
54,gma-miR159b-5p,0.015748,0.322249,0.04887,0.029336,0.029336,0.029336,0.029336,0.029336
55,gma-miR172k,0.032694,0.308308,0.106045,0.032694,0.032694,0.032694,0.032694,0.032694
56,ath-miR840-3p,0.014308,0.325606,0.043941,0.026377,0.026377,0.026377,0.026377,0.026377
57,mtr-miR166d,0.033923,0.315083,0.107664,0.033923,0.033923,0.033923,0.033923,0.033923
58,mtr-miR2675,0.016796,0.285656,0.058799,0.032367,0.032367,0.032367,0.032367,0.032367
59,gma-miR159c,0.031081,0.263004,0.118176,0.048371,0.048371,0.048371,0.048371,0.048371
60,gma-miR10436,0.006227,0.390315,0.015953,0.012431,0.012431,0.012431,0.012431,0.012431
61,ath-miR5660,0.019616,0.27225,0.07205,0.032497,0.032497,0.032497,0.032497,0.032497
62,mtr-miR2592br-5p,0.012786,0.306495,0.041717,0.052003,0.052003,0.052003,0.052003,0.052003
63,gma-miR167g,0.028529,0.313125,0.09111,0.028529,0.028529,0.028529,0.028529,0.028529
64,gma-miR394b-3p,0.029522,0.279293,0.105703,0.029522,0.029522,0.029522,0.029522,0.029522
65,ath-miR831-3p,0.013571,0.355022,0.038226,0.024139,0.024139,0.024139,0.024139,0.024139
66,ath-miR830-3p,0.038271,0.302202,0.126642,0.038271,0.038271,0.038271,0.038271,0.038271
67,mtr-miR169d-3p,0.041697,0.317152,0.131473,0.041697,0.041697,0.041697,0.041697,0.041697
68,mtr-miR2626,0.013142,0.276143,0.047593,0.043413,0.043413,0.043413,0.043413,0.043413
69,gma-miR4387c,0.046005,0.339658,0.135446,0.046005,0.049084,0.052164,0.055243,0.058322
70,gma-miR9735,0.023956,0.348636,0.068713,0.039017,0.039017,0.039017,0.039017,0.039017
71,ath-miR858b,0.040511,0.31636,0.128054,0.040511,0.040511,0.040511,0.040511,0.040511
72,mtr-miR168a,0.055456,0.268843,0.206278,0.055456,0.055456,0.055456,0.055456,0.055456
73,mtr-miR2672,0.01428,0.322371,0.044297,0.022854,0.022932,0.023009,0.023087,0.023165
74,gma-miR5225,0.063372,0.29242,0.216717,0.063372,0.063372,0.063372,0.063372,0.063372
75,gma-miR9738,0.021493,0.324318,0.066272,0.024805,0.024805,0.024805,0.024805,0.024805
76,ath-miR5650,0.017676,0.3195,0.055324,0.031783,0.031783,0.031783,0.031783,0.031783
77,mtr-miR2668,0.00801,0.328344,0.024394,0.028284,0.028333,0.028381,0.028429,0.028478
78,mtr-miR5274a,0.024526,0.34669,0.070745,0.031682,0.034176,0.036669,0.039163,0.041657
79,gma-miR396f,0.017849,0.40265,0.04433,0.017849,0.017849,0.017849,0.017849,0.017849
80,gma-miR4391,0.027114,0.338905,0.080005,0.033963,0.033963,0.033963,0.033963,0.033963
81,ath-miR5658,0.088485,0.288796,0.306392,0.088485,0.088485,0.088485,0.088485,0.088485
82,ath-miR2939,0.009035,0.335035,0.026967,0.010452,0.010452,0.010452,0.010452,0.010452
83,mtr-miR2598,0.014704,0.308442,0.047672,0.027923,0.027923,0.027923,0.027923,0.027923
84,gma-miR5037d,0.022499,0.283844,0.079265,0.049692,0.049692,0.049692,0.049692,0.049692
85,gma-miR5030b,0.024467,0.314196,0.077872,0.024467,0.024467,0.024467,0.024467,0.024467
86,ath-miR162a-5p,0.032931,0.294366,0.111873,0.032931,0.032931,0.032931,0.032931,0.032931
87,ath-miR395a,0.012681,0.276276,0.0459,0.04319,0.04319,0.04319,0.04319,0.04319
88,mtr-miR5561-3p,0.007265,0.331227,0.021934,0.010157,0.014182,0.018207,0.022233,0.026258
89,mtr-miR2592ap,0.046764,0.272116,0.171854,0.046764,0.046764,0.046764,0.046764,0.046764
90,gma-miR319a,0.028804,0.270048,0.106662,0.029776,0.029776,0.029776,0.029776,0.029776
91,gma-miR396h,0.013886,0.315485,0.044015,0.013886,0.013886,0.013886,0.013886,0.013886
92,ath-miR319c,0.025653,0.287736,0.089155,0.028333,0.028333,0.028333,0.028333,0.028333
93,ath-miR418,0.044922,0.304415,0.147568,0.044922,0.044922,0.044922,0.044922,0.044922
94,mtr-miR168c-3p,0.013147,0.331628,0.039645,0.02146,0.02146,0.02146,0.02146,0.02146
95,mtr-miR5749,0.013701,0.339268,0.040385,0.013701,0.018094,0.022487,0.026881,0.031274
96,gma-miR828a,0.00736,0.347103,0.021203,0.013533,0.016566,0.019599,0.022631,0.025664
97,ath-miR5654-3p,0.020912,0.321033,0.06514,0.038728,0.038728,0.038728,0.038728,0.038728
98,ath-miR8121,0.046836,0.334829,0.13988,0.046836,0.046836,0.046836,0.046836,0.046836
99,mtr-miR2619b-5p,0.022181,0.321446,0.069005,0.024033,0.024033,0.024033,0.024033,0.024033
100,gma-miR9730,0.050805,0.328478,0.154668,0.050805,0.050805,0.050805,0.050805,0.050805
101,gma-miR4392,0.025075,0.312858,0.080147,0.043775,0.044078,0.044381,0.044684,0.044986
102,ath-miR8165,0.024207,0.256898,0.094228,0.024207,0.024207,0.024207,0.024207,0.024207
103,mtr-miR5229a,0.027069,0.28163,0.096117,0.029626,0.029626,0.029626,0.029626,0.029626
104,gma-miR4403,0.02986,0.343466,0.086938,0.067197,0.067197,0.067197,0.067197,0.067197
105,ath-miR164a,0.023728,0.261192,0.090845,0.023728,0.023728,0.023728,0.023728,0.023728
106,ath-miR852,0.03336,0.306495,0.108843,0.03336,0.03336,0.03336,0.03336,0.03336
107,mtr-miR5247,0.025248,0.281897,0.089565,0.025248,0.025248,0.025248,0.025248,0.025248
108,mtr-miR5278,0.022632,0.340584,0.06645,0.022632,0.022632,0.022632,0.022632,0.022632
109,gma-miR10198,0.015813,0.311849,0.050707,0.015813,0.015813,0.015813,0.015813,0.015813
110,ath-miR401,0.03154,0.295437,0.106757,0.03154,0.03154,0.03154,0.03154,0.03154
111,ath-miR841b-3p,0.016502,0.310254,0.053189,0.016502,0.021686,0.026869,0.032053,0.037236
112,mtr-miR2589,0.013027,0.319365,0.040791,0.052499,0.052499,0.052499,0.052499,0.052499
113,mtr-miR5292a,0.022066,0.350231,0.063004,0.024721,0.024721,0.024721,0.024721,0.024721
114,gma-miR482b-5p,0.025531,0.255827,0.099797,0.049564,0.049564,0.049564,0.049564,0.049564
115,gma-miR156f,0.018534,0.293747,0.063096,0.04947,0.04947,0.04947,0.04947,0.04947
116,ath-miR838,0.003462,0.357905,0.009674,0.004269,0.004269,0.004269,0.004269,0.004269
117,ath-miR5019,0.018872,0.302335,0.062421,0.018872,0.021588,0.024304,0.027021,0.029737
118,mtr-miR5207,0.043353,0.311787,0.139046,0.043353,0.043353,0.043353,0.043353,0.043353
119,mtr-miR2645,0.016122,0.315607,0.051082,0.021649,0.022331,0.023013,0.023695,0.024378
120,gma-miR390a-5p,0.028191,0.272651,0.103397,0.028191,0.028191,0.028191,0.028191,0.028191
121,gma-miR5031,0.004065,0.347639,0.011694,0.004065,0.004065,0.004065,0.004065,0.004065
122,ath-miR771,0.028689,0.319232,0.08987,0.03011,0.033048,0.035986,0.038923,0.041861
123,ath-miR5017-5p,0.025949,0.31742,0.081751,0.025949,0.025949,0.025949,0.025949,0.025949
124,mtr-miR5228,0.02655,0.296982,0.0894,0.02655,0.02655,0.02655,0.02655,0.02655
125,mtr-miR2642,0.010548,0.327067,0.03225,0.022233,0.022233,0.022233,0.022233,0.022233
126,gma-miR399m,0.017026,0.305436,0.055743,0.035084,0.037547,0.040009,0.042471,0.044933
127,gma-miR1532,0.010526,0.315863,0.033325,0.058268,0.058268,0.058268,0.058268,0.058268
128,ath-miR2111a-3p,0.023784,0.28995,0.082027,0.045609,0.045609,0.045609,0.045609,0.045609
129,ath-miR5657,0.060066,0.274063,0.219168,0.060066,0.060066,0.060066,0.060066,0.060066
130,mtr-miR5209,0.033498,0.280693,0.119339,0.033498,0.033498,0.033498,0.033498,0.033498
131,mtr-miR399d,0.018173,0.295437,0.061511,0.025737,0.025737,0.025737,0.025737,0.025737
132,gma-miR10191,0.029069,0.300874,0.096615,0.029069,0.029069,0.029069,0.029069,0.029069
133,ath-miR160a-5p,0.029786,0.314815,0.094615,0.029786,0.029786,0.029786,0.029786,0.029786
134,mtr-miR5286b,0.032451,0.306873,0.105748,0.035476,0.035476,0.035476,0.035476,0.035476
135,mtr-miR2635,0.01343,0.299865,0.044788,0.02151,0.02151,0.02151,0.02151,0.02151
136,gma-miR4387b,0.047184,0.325984,0.144743,0.047184,0.047184,0.047184,0.047184,0.047184
137,gma-miR1507a,0.010427,0.360643,0.028913,0.010427,0.010427,0.010427,0.010427,0.010427
138,ath-miR319a,0.025505,0.28787,0.0886,0.028432,0.028432,0.028432,0.028432,0.028432
139,ath-miR870-5p,0.021591,0.319148,0.067651,0.021591,0.021591,0.021591,0.021591,0.021591
140,mtr-miR5299,0.021745,0.357882,0.060759,0.023934,0.023934,0.023934,0.023934,0.023934
141,mtr-miR2671j,0.033633,0.321714,0.104544,0.033633,0.033633,0.033633,0.033633,0.033633
142,gma-miR164a,0.023728,0.261192,0.090845,0.023728,0.023728,0.023728,0.023728,0.023728
143,gma-miR169h,0.024655,0.299196,0.082404,0.030674,0.030674,0.030674,0.030674,0.030674
144,ath-miR774a,0.022183,0.321981,0.068896,0.031065,0.031065,0.031065,0.031065,0.031065
145,mtr-miR171c,0.019264,0.308442,0.062456,0.022091,0.022091,0.022091,0.022091,0.022091
146,mtr-miR7696a-3p,0.024994,0.302202,0.082706,0.024994,0.024994,0.024994,0.024994,0.024994
147,gma-miR408a-5p,0.024806,0.259245,0.095686,0.024806,0.024806,0.024806,0.024806,0.024806
148,gma-miR4409,0.033703,0.303345,0.111105,0.033703,0.033703,0.033703,0.033703,0.033703
149,ath-miR5016,0.017661,0.310254,0.056926,0.049555,0.049555,0.049555,0.049555,0.049555
150,ath-miR161.1,0.021301,0.28371,0.075081,0.030473,0.030473,0.030473,0.030473,0.030473
151,mtr-miR160a,0.029786,0.314815,0.094615,0.029786,0.029786,0.029786,0.029786,0.029786
152,mtr-miR396a-5p,0.009688,0.344633,0.028111,0.010585,0.010585,0.010585,0.010585,0.010585
153,gma-miR10411,0.023214,0.38248,0.060693,0.023214,0.023214,0.023214,0.023214,0.023214
154,gma-miR1516a-5p,0.018184,0.34006,0.053473,0.034606,0.034606,0.034606,0.034606,0.034606
155,ath-miR472-3p,0.004402,0.376262,0.011698,0.004402,0.004402,0.004402,0.004402,0.004402
156,ath-miR5631,0.033918,0.302335,0.112186,0.033918,0.033918,0.033918,0.033918,0.033918
157,mtr-miR168b,0.05584,0.26703,0.209114,0.05584,0.05584,0.05584,0.05584,0.05584
158,mtr-miR5204,0.058851,0.274196,0.214632,0.058851,0.058851,0.058851,0.058851,0.058851
159,gma-miR408d,0.020949,0.310399,0.067489,0.020949,0.020949,0.020949,0.020949,0.020949
160,gma-miR4399,0.015441,0.325912,0.047379,0.031544,0.031544,0.031544,0.031544,0.031544
161,ath-miR5648-3p,0.019828,0.300523,0.065977,0.028151,0.028151,0.028151,0.028151,0.028151
162,mtr-miR319d-5p,0.009453,0.333575,0.028337,0.02251,0.02251,0.02251,0.02251,0.02251
163,mtr-miR5270a,0.043148,0.314257,0.137303,0.043148,0.043148,0.043148,0.043148,0.043148
164,gma-miR4414b,0.034915,0.291762,0.11967,0.034915,0.034915,0.034915,0.034915,0.034915
165,gma-miR169n-5p,0.030606,0.276544,0.110673,0.031522,0.031522,0.031522,0.031522,0.031522
166,ath-miR168a-3p,0.013147,0.331628,0.039645,0.02146,0.02146,0.02146,0.02146,0.02146
167,ath-miR397b,0.028076,0.298928,0.093924,0.028076,0.028076,0.028076,0.028076,0.028076
168,mtr-miR5295a,0.020706,0.312712,0.066214,0.072687,0.072687,0.072687,0.072687,0.072687
169,gma-miR4389,0.06667,0.337712,0.197417,0.06667,0.06667,0.06667,0.06667,0.06667
170,ath-miR156a-5p,0.010014,0.261995,0.03822,0.048444,0.048444,0.048444,0.048444,0.048444
171,ath-miR169d,0.022982,0.285924,0.080377,0.025611,0.025611,0.025611,0.025611,0.025611
172,mtr-miR5275,0.037671,0.348636,0.108053,0.037671,0.037671,0.037671,0.037671,0.037671
173,mtr-miR5269b,0.016385,0.33315,0.049181,0.028595,0.030986,0.033378,0.035769,0.03816
174,gma-miR4995,0.037999,0.253491,0.149903,0.037999,0.037999,0.037999,0.037999,0.037999
175,gma-miR393c-3p,0.010816,0.333173,0.032463,0.021453,0.021453,0.021453,0.021453,0.021453
176,ath-miR168a-5p,0.05584,0.26703,0.209114,0.05584,0.05584,0.05584,0.05584,0.05584
177,ath-miR857,0.031024,0.298527,0.103924,0.031024,0.031024,0.031024,0.031024,0.031024
178,mtr-miR2594,0.022571,0.284111,0.079444,0.033214,0.033214,0.033214,0.033214,0.033214
179,mtr-miR7697-5p,0.024454,0.285656,0.085605,0.024572,0.024572,0.024572,0.024572,0.024572
180,gma-miR4996,0.013518,0.315619,0.042832,0.017747,0.017747,0.017747,0.017747,0.017747
181,ath-miR780.1,0.04701,0.287736,0.163379,0.04701,0.04701,0.04701,0.04701,0.04701
182,ath-miR5997,0.029617,0.309902,0.095568,0.029617,0.029617,0.029617,0.029617,0.029617
183,mtr-miR5243,0.03719,0.261058,0.14246,0.03719,0.03719,0.03719,0.03719,0.03719
184,mtr-miR2677,0.021867,0.344622,0.063452,0.021867,0.021867,0.021867,0.021867,0.021867
185,gma-miR4412-5p,0.02804,0.305034,0.091923,0.02804,0.02804,0.02804,0.02804,0.02804
186,gma-miR5559,0.020442,0.298794,0.068414,0.032954,0.032954,0.032954,0.032954,0.032954
187,ath-miR171a-3p,0.019209,0.308709,0.062225,0.022348,0.022348,0.022348,0.022348,0.022348
188,ath-miR5018,0.00426,0.379123,0.011237,0.020445,0.020532,0.020619,0.020706,0.020794
189,mtr-miR2613,0.087797,0.26911,0.32625,0.087797,0.087797,0.087797,0.087797,0.087797
190,mtr-miR5218,0.042112,0.299318,0.140693,0.042112,0.042112,0.042112,0.042112,0.042112
191,gma-miR1513c,0.012905,0.266825,0.048364,0.031392,0.031392,0.031392,0.031392,0.031392
192,gma-miR169p,0.022982,0.285924,0.080377,0.025611,0.025611,0.025611,0.025611,0.025611
193,ath-miR399f,0.017786,0.285924,0.062207,0.028524,0.028524,0.028524,0.028524,0.028524
194,mtr-miR2612,0.021438,0.304415,0.070424,0.026224,0.026224,0.026224,0.026224,0.026224
195,gma-miR159a-5p,0.015091,0.308575,0.048907,0.036856,0.036856,0.036856,0.036856,0.036856
196,gma-miR156p,0.019956,0.277871,0.071819,0.021376,0.021376,0.021376,0.021376,0.021376
197,ath-miR3434-3p,0.018342,0.288673,0.063539,0.03109,0.03109,0.03109,0.03109,0.03109
198,mtr-miR395h,0.012828,0.274063,0.046808,0.042024,0.042024,0.042024,0.042024,0.042024
199,mtr-miR159b,0.017261,0.272384,0.063369,0.031561,0.031561,0.031561,0.031561,0.031561
200,gma-miR393a,0.029603,0.306629,0.096544,0.029603,0.029603,0.029603,0.029603,0.029603
201,gma-miR4415b-5p,0.040324,0.321824,0.125297,0.040324,0.040324,0.040324,0.040324,0.040324
202,ath-miR869.1,0.028694,0.300741,0.095412,0.028694,0.028694,0.028694,0.028694,0.028694
203,ath-miR864-3p,0.019889,0.339051,0.05866,0.019889,0.019889,0.019889,0.019889,0.019889
204,mtr-miR2595,0.003203,0.357638,0.008957,0.005042,0.005042,0.005042,0.005042,0.005042
205,gma-miR5379,0.010438,0.386021,0.027041,0.010438,0.010438,0.010438,0.010438,0.010438
206,ath-miR447a-3p,0.05191,0.284451,0.182491,0.05191,0.05191,0.05191,0.05191,0.05191
207,ath-miR774b-5p,0.032409,0.270036,0.120017,0.032409,0.032409,0.032409,0.032409,0.032409
208,mtr-miR166b,0.027944,0.322115,0.08675,0.027944,0.027944,0.027944,0.027944,0.027944
209,gma-miR4380a,0.037423,0.341203,0.10968,0.037423,0.037423,0.037423,0.037423,0.037423
210,ath-miR8174,0.009992,0.292956,0.034107,0.022672,0.022672,0.022672,0.022672,0.022672
211,mtr-miR171d,0.01934,0.308575,0.062674,0.0222,0.0222,0.0222,0.0222,0.0222
212,mtr-miR7698-5p,0.00996,0.33096,0.030094,0.020545,0.020545,0.020545,0.020545,0.020545
213,gma-miR169o,0.05949,0.28512,0.20865,0.05949,0.05949,0.05949,0.05949,0.05949
214,gma-miR5769,0.059527,0.266411,0.22344,0.059527,0.059527,0.059527,0.059527,0.059527
215,ath-miR5020c,0.034487,0.258978,0.133165,0.034487,0.034487,0.034487,0.034487,0.034487
216,ath-miR860,0.02207,0.315607,0.06993,0.02207,0.02207,0.02207,0.02207,0.02207
217,mtr-miR530,0.022284,0.335387,0.066443,0.022284,0.022284,0.022284,0.022284,0.022284
218,gma-miR319c,0.028948,0.269914,0.107248,0.029723,0.029723,0.029723,0.029723,0.029723
219,gma-miR1520f-5p,0.011043,0.363855,0.03035,0.058498,0.058498,0.058498,0.058498,0.058498
220,ath-miR8168,0.033583,0.266897,0.125828,0.054321,0.054321,0.054321,0.054321,0.054321
221,ath-miR5643a,0.02429,0.298928,0.081257,0.028314,0.028314,0.028314,0.028314,0.028314
222,mtr-miR2647a,0.009734,0.308843,0.031516,0.010939,0.020508,0.030078,0.039648,0.049217
223,mtr-miR5754,0.014993,0.351263,0.042683,0.017879,0.017879,0.017879,0.017879,0.017879
224,gma-miR2111a,0.023156,0.287736,0.080476,0.048414,0.048414,0.048414,0.048414,0.048414
225,gma-miR4997b,0.026369,0.311179,0.084739,0.026369,0.026369,0.026369,0.026369,0.026369
226,ath-miR157c-3p,0.014032,0.346847,0.040455,0.014032,0.014032,0.014032,0.014032,0.014032
227,mtr-miR2630a,0.016574,0.304633,0.054408,0.067021,0.067021,0.067021,0.067021,0.067021
228,mtr-miR2639,0.032908,0.312602,0.10527,0.032908,0.032908,0.032908,0.032908,0.032908
229,gma-miR4364b,0.019374,0.365717,0.052976,0.019374,0.023565,0.027756,0.031948,0.036139
230,mtr-miR2649,0.014482,0.292956,0.049435,0.027047,0.027047,0.027047,0.027047,0.027047
231,gma-miR1520c,0.00991,0.336301,0.029467,0.032339,0.032339,0.032339,0.032339,0.032339
232,ath-miR837-3p,0.017377,0.30601,0.056786,0.017377,0.017377,0.017377,0.017377,0.017377
233,mtr-miR5234,0.041173,0.276009,0.149172,0.041173,0.041173,0.041173,0.041173,0.041173
234,mtr-miR5236a,0.028753,0.287469,0.100021,0.031079,0.031079,0.031079,0.031079,0.031079
235,gma-miR394b-5p,0.015195,0.319645,0.047537,0.017015,0.017015,0.017015,0.017015,0.017015
236,gma-miR4386,0.041463,0.314658,0.131771,0.041463,0.041463,0.041463,0.041463,0.041463
237,ath-miR167d,0.032055,0.303746,0.105533,0.032055,0.032055,0.032055,0.032055,0.032055
238,ath-miR5641,0.038208,0.286849,0.133198,0.038208,0.038208,0.038208,0.038208,0.038208
239,gma-miR1523b,0.014971,0.315752,0.047413,0.014971,0.017684,0.020398,0.023111,0.025824
240,gma-miR2118a-5p,0.032097,0.244635,0.131203,0.032097,0.032097,0.032097,0.032097,0.032097
241,ath-miR841a-5p,0.014406,0.314062,0.045869,0.021251,0.021251,0.021251,0.021251,0.021251
242,mtr-miR399t-5p,0.035458,0.302675,0.11715,0.035458,0.039934,0.044409,0.048884,0.05336
243,mtr-miR169g,0.048201,0.286057,0.168501,0.048201,0.048201,0.048201,0.048201,0.048201
244,gma-miR10186a,0.013794,0.329403,0.041875,0.034151,0.034151,0.034151,0.034151,0.034151
245,ath-miR399b,0.030273,0.285924,0.105879,0.030273,0.030273,0.030273,0.030273,0.030273
246,mtr-miR399j,0.027044,0.306897,0.08812,0.027044,0.027044,0.027044,0.027044,0.027044
247,gma-miR396b-5p,0.009688,0.344633,0.028111,0.010585,0.010585,0.010585,0.010585,0.010585
248,gma-miR4404,0.035603,0.324038,0.109874,0.035603,0.035603,0.035603,0.035603,0.035603
249,ath-miR5653,0.067761,0.297444,0.22781,0.067761,0.067761,0.067761,0.067761,0.067761
250,ath-miR170-5p,0.037904,0.310522,0.122067,0.037904,0.037904,0.037904,0.037904,0.037904
251,mtr-miR164d,0.020299,0.272518,0.074487,0.020299,0.020299,0.020299,0.020299,0.020299
252,mtr-miR2592b-3p,0.025855,0.310254,0.083335,0.025855,0.025855,0.025855,0.025855,0.025855
253,gma-miR10409,0.02029,0.343211,0.059119,0.02029,0.02029,0.02029,0.02029,0.02029
254,ath-miR842,0.025485,0.322115,0.079119,0.025485,0.025485,0.025485,0.025485,0.025485
255,ath-miR3932a,0.032067,0.302469,0.106016,0.032067,0.032067,0.032067,0.032067,0.032067
256,mtr-miR5206a,0.025694,0.302541,0.084929,0.048962,0.048962,0.048962,0.048962,0.048962
257,gma-miR482c-3p,0.004716,0.35844,0.013158,0.004716,0.004716,0.004716,0.004716,0.004716
258,gma-miR10422,0.008738,0.316009,0.027652,0.025867,0.025867,0.025867,0.025867,0.025867
259,ath-miR8175,0.018342,0.281908,0.065062,0.039802,0.039802,0.039802,0.039802,0.039802
260,ath-miR828,0.007324,0.346969,0.021109,0.013613,0.016585,0.019558,0.022531,0.025504
261,mtr-miR396b-5p,0.022452,0.333307,0.067361,0.022452,0.022452,0.022452,0.022452,0.022452
262,gma-miR160a-5p,0.029786,0.314815,0.094615,0.029786,0.029786,0.029786,0.029786,0.029786
263,ath-miR447c-3p,0.037607,0.307371,0.122351,0.037607,0.038801,0.039995,0.041189,0.042383
264,ath-miR3434-5p,0.015736,0.315084,0.049944,0.015736,0.015736,0.015736,0.015736,0.015736
265,mtr-miR172a,0.052315,0.295169,0.177237,0.052315,0.052315,0.052315,0.052315,0.052315
266,gma-miR10426,0.024221,0.345937,0.070014,0.024221,0.024221,0.024221,0.024221,0.024221
267,ath-miR168b-3p,0.013144,0.331361,0.039667,0.021207,0.021207,0.021207,0.021207,0.021207
268,mtr-miR169f,0.022187,0.304683,0.07282,0.022187,0.022187,0.022187,0.022187,0.022187
269,gma-miR5786,0.036264,0.274464,0.132128,0.036264,0.036264,0.036264,0.036264,0.036264
270,gma-miR5767,0.044641,0.27433,0.162728,0.044641,0.044641,0.044641,0.044641,0.044641
271,ath-miR3440b-3p,0.052941,0.26287,0.201396,0.052941,0.052941,0.052941,0.052941,0.052941
