,Seqname,0,1,2,3,4
84,gma-miR5037d,1.1548,0.0,0.0,1.0,0.109671
85,gma-miR5030b,0.6582,0.0,0.0,0.0,0.0
86,ath-miR162a-5p,0.9586,0.0,0.0,0.0,0.0
87,ath-miR395a,0.7469,0.0,0.0,1.0,0.107885
88,mtr-miR5561-3p,0.6207,0.0,0.0,1.0,0.107885
89,mtr-miR2592ap,1.0146,1.0,0.323515,1.0,0.106286
90,gma-miR319a,0.7424,1.0,0.328459,1.0,0.107885
91,gma-miR396h,0.7675,0.0,0.0,1.0,0.111428
92,ath-miR319c,0.694,1.0,0.323515,1.0,0.104662
93,ath-miR418,0.9209,1.0,0.323515,4.0,0.456234
94,mtr-miR168c-3p,0.8581,0.0,0.0,1.0,0.107885
95,mtr-miR5749,0.754,0.0,0.0,4.0,0.418649
96,gma-miR828a,0.8405,0.0,0.0,1.0,0.107885
97,ath-miR5654-3p,0.786,0.0,0.0,0.0,0.0
98,ath-miR8121,0.358,1.0,0.310667,1.0,0.099149
99,mtr-miR2619b-5p,0.4747,0.0,0.0,1.0,0.111428
100,gma-miR9730,1.2309,1.0,0.318929,1.0,0.101716
101,gma-miR4392,0.7257,1.0,0.318929,1.0,0.101716
102,ath-miR8165,0.9067,0.0,0.0,1.0,0.111428
103,mtr-miR5229a,0.8835,0.0,0.0,4.0,0.431541
104,gma-miR4403,0.9937,0.0,0.0,0.0,0.0
105,ath-miR164a,0.7586,0.0,0.0,0.0,0.0
106,ath-miR852,0.8159,0.0,0.0,4.0,0.431541
107,mtr-miR5247,1.2025,2.0,0.647031,4.0,0.418649
108,mtr-miR5278,0.6458,0.0,0.0,1.0,0.101716
109,gma-miR10198,0.85,0.0,0.0,1.0,0.111428
110,ath-miR401,1.1734,0.0,0.0,0.0,0.0
111,ath-miR841b-3p,0.8131,0.0,0.0,1.0,0.107885
112,mtr-miR2589,1.2347,0.0,0.0,0.0,0.0
113,mtr-miR5292a,0.9807,0.0,0.0,4.0,0.396039
114,gma-miR482b-5p,0.4924,0.0,0.0,0.0,0.0
115,gma-miR156f,0.5226,0.0,0.0,1.0,0.104662
116,ath-miR838,0.9879,0.0,0.0,0.0,0.0
117,ath-miR5019,0.7337,0.0,0.0,0.0,0.0
118,mtr-miR5207,0.8678,1.0,0.314658,1.0,0.09901
119,mtr-miR2645,0.4799,0.0,0.0,4.0,0.431541
120,gma-miR390a-5p,0.6804,0.0,0.0,1.0,0.111428
121,gma-miR5031,0.6765,1.0,0.323515,1.0,0.107831
122,ath-miR771,1.1878,1.0,0.318929,1.0,0.103199
123,ath-miR5017-5p,0.3611,1.0,0.323515,1.0,0.104662
124,mtr-miR5228,1.2234,0.0,0.0,1.0,0.111428
125,mtr-miR2642,0.8634,0.0,0.0,1.0,0.107885
126,gma-miR399m,0.6906,0.0,0.0,0.0,0.0
127,gma-miR1532,0.8007,0.0,0.0,1.0,0.101716
128,ath-miR2111a-3p,1.039,0.0,0.0,0.0,0.0
129,ath-miR5657,0.6099,0.0,0.0,1.0,0.107885
130,mtr-miR5209,1.029,1.0,0.318929,1.0,0.101716
131,mtr-miR399d,0.6909,0.0,0.0,0.0,0.0
132,gma-miR10191,1.1192,0.0,0.0,0.0,0.0
133,ath-miR160a-5p,0.5061,0.0,0.0,0.0,0.0
134,mtr-miR5286b,0.4808,0.0,0.0,0.0,0.0
135,mtr-miR2635,0.9292,0.0,0.0,1.0,0.113403
136,gma-miR4387b,0.5576,1.0,0.310667,1.0,0.099149
137,gma-miR1507a,0.6434,0.0,0.0,1.0,0.104662
138,ath-miR319a,0.4604,1.0,0.323515,1.0,0.104662
139,ath-miR870-5p,0.4878,0.0,0.0,1.0,0.107885
140,mtr-miR5299,0.742,0.0,0.0,1.0,0.09901
141,mtr-miR2671j,0.5266,0.0,0.0,1.0,0.107885
142,gma-miR164a,0.7586,0.0,0.0,0.0,0.0
143,gma-miR169h,0.4474,0.0,0.0,0.0,0.0
144,ath-miR774a,1.2113,0.0,0.0,0.0,0.0
145,mtr-miR171c,0.6416,1.0,0.323515,1.0,0.106286
146,mtr-miR7696a-3p,0.8208,0.0,0.0,3.0,0.323684
147,gma-miR408a-5p,0.9121,0.0,0.0,0.0,0.0
148,gma-miR4409,0.5333,1.0,0.318929,1.0,0.103199
149,ath-miR5016,0.8228,0.0,0.0,0.0,0.0
150,ath-miR161.1,0.8758,2.0,0.647031,4.0,0.418649
151,mtr-miR160a,0.5061,0.0,0.0,0.0,0.0
152,mtr-miR396a-5p,0.6412,0.0,0.0,1.0,0.111428
153,gma-miR10411,0.8435,2.0,0.621335,3.0,0.289611
154,gma-miR1516a-5p,0.349,0.0,0.0,1.0,0.103199
155,ath-miR472-3p,1.0095,0.0,0.0,0.0,0.0
156,ath-miR5631,0.7566,0.0,0.0,1.0,0.111428
157,mtr-miR168b,1.0067,0.0,0.0,0.0,0.0
158,mtr-miR5204,0.7203,0.0,0.0,1.0,0.111428
159,gma-miR408d,0.7573,0.0,0.0,0.0,0.0
160,gma-miR4399,0.66,1.0,0.318929,1.0,0.103199
161,ath-miR5648-3p,0.7936,2.0,0.647031,4.0,0.418649
162,mtr-miR319d-5p,1.0679,0.0,0.0,0.0,0.0
163,mtr-miR5270a,0.8087,2.0,0.621335,4.0,0.386057
164,gma-miR4414b,0.7438,1.0,0.323515,1.0,0.104662
165,gma-miR169n-5p,0.7836,0.0,0.0,1.0,0.107885
166,ath-miR168a-3p,0.8581,0.0,0.0,1.0,0.107885
167,ath-miR397b,1.241,0.0,0.0,4.0,0.431541
168,mtr-miR5295a,0.4733,0.0,0.0,1.0,0.09901
169,gma-miR4389,0.9479,0.0,0.0,0.0,0.0
170,ath-miR156a-5p,0.5614,1.0,0.328459,1.0,0.109671
171,ath-miR169d,0.6675,1.0,0.323515,1.0,0.108098
172,mtr-miR5275,0.739,0.0,0.0,1.0,0.101716
173,mtr-miR5269b,0.7857,0.0,0.0,1.0,0.09901
174,gma-miR4995,0.5979,1.0,0.323515,1.0,0.104662
175,gma-miR393c-3p,1.0202,0.0,0.0,0.0,0.0
176,ath-miR168a-5p,1.0067,0.0,0.0,0.0,0.0
177,ath-miR857,0.848,0.0,0.0,1.0,0.107885
178,mtr-miR2594,0.8722,0.0,0.0,0.0,0.0
179,mtr-miR7697-5p,0.3698,0.0,0.0,1.0,0.111428
180,gma-miR4996,1.1589,1.0,0.328459,1.0,0.107885
181,ath-miR780.1,1.2278,1.0,0.323515,1.0,0.108098
182,ath-miR5997,0.4486,2.0,0.647031,1.0,0.099813
183,mtr-miR5243,0.8784,1.0,0.323515,1.0,0.104662
184,mtr-miR2677,1.0743,0.0,0.0,9.0,0.970966
185,gma-miR4412-5p,0.9535,0.0,0.0,0.0,0.0
186,gma-miR5559,0.9844,0.0,0.0,1.0,0.107885
187,ath-miR171a-3p,0.834,1.0,0.323515,1.0,0.106286
188,ath-miR5018,0.8904,0.0,0.0,1.0,0.100372
189,mtr-miR2613,0.5369,0.0,0.0,0.0,0.0
190,mtr-miR5218,0.9855,2.0,0.637858,4.0,0.412798
191,gma-miR1513c,0.7911,1.0,0.333808,1.0,0.115638
192,gma-miR169p,0.6675,1.0,0.323515,1.0,0.108098
193,ath-miR399f,0.6886,0.0,0.0,0.0,0.0
194,mtr-miR2612,0.884,2.0,0.647031,3.0,0.314011
195,gma-miR159a-5p,1.2777,0.0,0.0,1.0,0.111428
196,gma-miR156p,0.5614,0.0,0.0,1.0,0.107885
197,ath-miR3434-3p,1.0075,0.0,0.0,1.0,0.115344
198,mtr-miR395h,0.4119,0.0,0.0,1.0,0.107885
199,mtr-miR159b,0.9625,0.0,0.0,1.0,0.107885
200,gma-miR393a,0.9855,0.0,0.0,1.0,0.107885
201,gma-miR4415b-5p,0.8794,1.0,0.310667,1.0,0.096514
202,ath-miR869.1,0.9456,0.0,0.0,0.0,0.0
203,ath-miR864-3p,1.0782,2.0,0.637858,3.0,0.305238
204,mtr-miR2595,0.7098,0.0,0.0,0.0,0.0
205,gma-miR5379,0.8996,0.0,0.0,1.0,0.100372
206,ath-miR447a-3p,0.5754,0.0,0.0,0.0,0.0
207,ath-miR774b-5p,1.0785,1.0,0.323515,3.0,0.33439
208,mtr-miR166b,1.0799,0.0,0.0,0.0,0.0
209,gma-miR4380a,1.1184,0.0,0.0,1.0,0.101716
210,ath-miR8174,0.9998,0.0,0.0,4.0,0.431541
211,mtr-miR171d,0.7538,1.0,0.323515,1.0,0.106286
212,mtr-miR7698-5p,0.7334,0.0,0.0,0.0,0.0
213,gma-miR169o,0.7217,1.0,0.318929,1.0,0.101716
214,gma-miR5769,1.1965,2.0,0.647031,4.0,0.418649
215,ath-miR5020c,0.8261,1.0,0.323515,1.0,0.104662
216,ath-miR860,0.434,0.0,0.0,1.0,0.107885
217,mtr-miR530,1.1218,0.0,0.0,0.0,0.0
218,gma-miR319c,0.8074,1.0,0.328459,1.0,0.107885
219,gma-miR1520f-5p,0.8673,0.0,0.0,1.0,0.09901
220,ath-miR8168,1.0522,2.0,0.647031,4.0,0.418649
221,ath-miR5643a,0.848,0.0,0.0,1.0,0.107885
222,mtr-miR2647a,1.035,0.0,0.0,0.0,0.0
223,mtr-miR5754,1.0373,0.0,0.0,0.0,0.0
224,gma-miR2111a,1.1252,0.0,0.0,0.0,0.0
225,gma-miR4997b,0.9958,1.0,0.318929,1.0,0.101716
226,ath-miR157c-3p,1.1218,0.0,0.0,0.0,0.0
227,mtr-miR2630a,0.8541,0.0,0.0,0.0,0.0
228,mtr-miR2639,1.3021,1.0,0.323515,1.0,0.104662
229,gma-miR4364b,0.9422,1.0,0.310667,1.0,0.096514
230,mtr-miR2649,0.9998,0.0,0.0,1.0,0.111428
231,gma-miR1520c,0.5638,0.0,0.0,3.0,0.314008
232,ath-miR837-3p,0.9394,1.0,0.323515,1.0,0.104662
233,mtr-miR5234,0.9152,0.0,0.0,0.0,0.0
234,mtr-miR5236a,0.812,1.0,0.323515,1.0,0.104662
235,gma-miR394b-5p,0.7191,0.0,0.0,0.0,0.0
236,gma-miR4386,0.8751,0.0,0.0,0.0,0.0
237,ath-miR167d,0.634,1.0,0.318929,1.0,0.104846
238,ath-miR5641,0.9763,0.0,0.0,4.0,0.431541
239,gma-miR1523b,0.9941,0.0,0.0,1.0,0.111428
240,gma-miR2118a-5p,0.9364,0.0,0.0,1.0,0.107885
241,ath-miR841a-5p,0.8542,0.0,0.0,4.0,0.445712
242,mtr-miR399t-5p,0.6994,1.0,0.314658,1.0,0.09901
243,mtr-miR169g,0.8404,0.0,0.0,1.0,0.107885
244,gma-miR10186a,0.3912,1.0,0.318929,1.0,0.104846
245,ath-miR399b,0.4344,0.0,0.0,0.0,0.0
246,mtr-miR399j,0.726,0.0,0.0,0.0,0.0
247,gma-miR396b-5p,0.6412,0.0,0.0,1.0,0.111428
248,gma-miR4404,0.7979,0.0,0.0,0.0,0.0
249,ath-miR5653,0.3882,1.0,0.310667,0.0,5.1e-05
250,ath-miR170-5p,0.7816,0.0,0.0,0.0,0.0
251,mtr-miR164d,0.8407,0.0,0.0,0.0,0.0
252,mtr-miR2592b-3p,0.5686,0.0,0.0,1.0,0.107885
253,gma-miR10409,0.7932,0.0,0.0,4.0,0.418649
254,ath-miR842,1.0207,0.0,0.0,0.0,0.0
255,ath-miR3932a,1.1872,0.0,0.0,4.0,0.431541
256,mtr-miR5206a,0.8854,0.0,0.0,0.0,0.0
257,gma-miR482c-3p,0.8649,0.0,0.0,0.0,0.0
258,gma-miR10422,0.8142,1.0,0.323515,1.0,0.106286
259,ath-miR8175,0.8942,0.0,0.0,0.0,0.0
260,ath-miR828,0.8417,0.0,0.0,1.0,0.106286
261,mtr-miR396b-5p,0.6412,0.0,0.0,1.0,0.111428
262,gma-miR160a-5p,0.5061,0.0,0.0,0.0,0.0
263,ath-miR447c-3p,0.8385,0.0,0.0,0.0,0.0
264,ath-miR3434-5p,1.0988,0.0,0.0,1.0,0.111428
265,mtr-miR172a,1.3018,0.0,0.0,4.0,0.431541
266,gma-miR10426,0.3888,1.0,0.310667,1.0,0.09777
267,ath-miR168b-3p,0.7977,0.0,0.0,1.0,0.107885
268,mtr-miR169f,0.9022,0.0,0.0,1.0,0.107885
269,gma-miR5786,0.5689,0.0,0.0,1.0,0.107885
270,gma-miR5767,0.5214,0.0,0.0,1.0,0.111428
271,ath-miR3440b-3p,0.7783,0.0,0.0,0.0,0.0
272,mtr-miR5225a,1.2202,0.0,0.0,1.0,0.104662
273,gma-miR319h,0.4604,1.0,0.323515,1.0,0.104662
274,gma-miR9736,0.3621,1.0,0.323515,1.0,0.104662
275,ath-miR8172,1.2171,0.0,0.0,1.0,0.107885
276,ath-miR4243,0.9993,1.0,0.323515,1.0,0.106286
277,mtr-miR2616,0.4471,0.0,0.0,0.0,0.0
278,mtr-miR5277,0.6217,0.0,0.0,1.0,0.101716
279,ath-miR166a-5p,0.6679,0.0,0.0,0.0,0.0
280,mtr-miR2600a,0.76,0.0,0.0,1.0,0.107885
281,mtr-miR5293,0.8035,0.0,0.0,1.0,0.101716
282,gma-miR1508b,1.1165,2.0,0.647031,4.0,0.418649
283,mtr-miR2658,1.0613,2.0,0.656917,4.0,0.431541
284,gma-miR399j,0.6183,0.0,0.0,0.0,0.0
285,ath-miR822-3p,0.7091,0.0,0.0,0.0,0.0
286,mtr-miR1510a-5p,0.9069,0.0,0.0,0.0,0.0
287,mtr-miR1509a-5p,0.8484,1.0,0.323515,1.0,0.106286
288,gma-miR5671b,0.8724,1.0,0.318929,1.0,0.101716
289,mtr-miR171e-5p,1.1024,1.0,0.323515,1.0,0.104662
290,mtr-miR171a,0.6416,1.0,0.323515,1.0,0.106286
291,gma-miR396j,0.8974,0.0,0.0,1.0,0.111428
292,ath-miR822-5p,0.9688,0.0,0.0,0.0,0.0
293,ath-miR5655,0.8395,1.0,0.323515,1.0,0.108098
294,mtr-miR2641,0.6675,1.0,0.328459,1.0,0.107885
295,gma-miR482c-5p,0.8482,0.0,0.0,1.0,0.101716
296,gma-miR5778,1.1101,0.0,0.0,0.0,0.0
297,mtr-miR5276,0.7872,0.0,0.0,0.0,0.0
298,mtr-miR2111c,1.1949,2.0,0.647031,4.0,0.418649
299,gma-miR5774a,0.7991,0.0,0.0,0.0,0.0
300,gma-miR4383,0.5521,0.0,0.0,1.0,0.101716
301,ath-miR5639-5p,0.8875,2.0,0.647031,4.0,0.418649
302,mtr-miR396a-3p,0.9067,0.0,0.0,0.0,0.0
303,gma-miR1520o,0.936,0.0,0.0,1.0,0.09901
304,ath-miR399d,0.6159,0.0,0.0,0.0,0.0
305,ath-miR5014a-3p,0.8277,0.0,0.0,1.0,0.111428
306,mtr-miR5037a,1.0921,0.0,0.0,0.0,0.0
307,mtr-miR2592ae,0.4188,0.0,0.0,0.0,0.0
308,gma-miR5780b,0.8247,1.0,0.318929,0.0,6.8e-05
309,gma-miR5373,1.0193,1.0,0.323515,3.0,0.33439
310,mtr-miR5265,0.9857,1.0,0.328459,1.0,0.107885
311,mtr-miR5205c,1.0947,0.0,0.0,3.0,0.305165
312,gma-miR482e,0.5106,0.0,0.0,0.0,0.0
313,gma-miR1510b-3p,1.2421,0.0,0.0,0.0,0.0
314,ath-miR5659,1.1459,1.0,0.314658,1.0,0.09901
315,mtr-miR5267a,0.5284,0.0,0.0,1.0,0.09901
316,mtr-miR2655b,0.8431,0.0,0.0,1.0,0.107885
317,gma-miR5036,0.8332,0.0,0.0,1.0,0.104662
318,ath-miR854a,1.0939,0.0,0.0,4.0,0.445712
319,ath-miR472-5p,1.0705,0.0,0.0,1.0,0.107885
320,mtr-miR2602a,1.1894,1.0,0.323515,1.0,0.104662
321,gma-miR159b-3p,0.9625,0.0,0.0,1.0,0.107885
322,gma-miR4374c,0.6856,1.0,0.318929,1.0,0.101716
323,ath-miR851-3p,0.7847,0.0,0.0,0.0,0.0
324,ath-miR833a-3p,0.8846,1.0,0.318929,1.0,0.101716
325,mtr-miR395k,0.7469,0.0,0.0,1.0,0.107885
326,gma-miR1507c-5p,0.6823,0.0,0.0,1.0,0.107885
327,gma-miR9728,1.1494,1.0,0.323515,1.0,0.108098
328,ath-miR5662,0.9495,0.0,0.0,1.0,0.115344
329,ath-miR400,0.809,0.0,0.0,1.0,0.109671
330,mtr-miR169a,0.883,0.0,0.0,1.0,0.107885
331,mtr-miR396c,1.1303,0.0,0.0,0.0,0.0
332,ath-miR396a-5p,0.6412,0.0,0.0,1.0,0.111428
333,ath-miR4240,0.8778,2.0,0.647031,3.0,0.314011
334,mtr-miR2600b,0.8482,0.0,0.0,1.0,0.09901
335,gma-miR172b-5p,1.2156,0.0,0.0,1.0,0.111428
336,gma-miR5679,1.145,0.0,0.0,4.0,0.418649
337,ath-miR159c,0.4732,0.0,0.0,1.0,0.107885
338,mtr-miR399a,0.6165,0.0,0.0,0.0,0.0
339,gma-miR1510a-5p,0.9528,1.0,0.310667,3.0,0.305215
340,gma-miR4374a,1.0742,1.0,0.318929,1.0,0.104846
341,ath-miR832-5p,0.801,0.0,0.0,0.0,0.0
342,gma-miR169i-5p,0.4696,1.0,0.314658,1.0,0.09901
343,gma-miR160b,0.4912,0.0,0.0,0.0,0.0
344,mtr-miR5208d,1.1714,0.0,0.0,4.0,0.406863
345,gma-miR5783,0.979,0.0,0.0,0.0,0.0
346,gma-miR5038a,0.8855,1.0,0.323515,1.0,0.104662
347,ath-miR404,1.2116,0.0,0.0,1.0,0.101716
348,mtr-miR5221,0.6149,0.0,0.0,1.0,0.104662
349,mtr-miR5286a,0.8069,0.0,0.0,0.0,0.0
350,gma-miR156a,0.5614,1.0,0.328459,1.0,0.109671
351,gma-miR10443,1.0026,0.0,0.0,1.0,0.100372
352,ath-miR406,0.8772,1.0,0.323515,1.0,0.106286
353,gma-miR159e-5p,1.2426,0.0,0.0,1.0,0.115344
354,ath-miR870-3p,0.4923,1.0,0.323515,1.0,0.104662
355,mtr-miR2586b,1.0358,0.0,0.0,0.0,0.0
356,mtr-miR4414b,1.1662,2.0,0.647031,3.0,0.314093
357,ath-miR4239,0.7585,0.0,0.0,0.0,0.0
358,ath-miR403-3p,0.6906,0.0,0.0,1.0,0.107885
359,mtr-miR156g-5p,0.3621,0.0,0.0,1.0,0.109671
360,mtr-miR2614,0.7131,0.0,0.0,1.0,0.111428
361,gma-miR167a,0.8346,1.0,0.323515,1.0,0.108098
362,gma-miR1511,0.4982,0.0,0.0,1.0,0.111428
363,mtr-miR5256,0.5397,3.0,0.970546,9.0,0.94196
364,gma-miR4356,0.4916,0.0,0.0,1.0,0.101716
365,ath-miR160c-3p,1.2385,1.0,0.323515,1.0,0.104662
366,gma-miR166p,1.1689,0.0,0.0,0.0,0.0
367,gma-miR1507b,0.6628,0.0,0.0,0.0,0.0
368,ath-miR8176,0.9288,0.0,0.0,0.0,0.0
369,ath-miR159b-5p,1.0391,0.0,0.0,1.0,0.111428
370,mtr-miR397-3p,0.8043,0.0,0.0,0.0,0.0
371,gma-miR169w,0.8266,1.0,0.323515,1.0,0.104662
372,ath-miR5648-5p,0.3743,0.0,0.0,1.0,0.107885
373,mtr-miR2667a,1.1885,1.0,0.328459,1.0,0.109671
374,gma-miR1527,0.4284,1.0,0.328459,1.0,0.107885
375,ath-miR3932b-5p,1.3021,0.0,0.0,1.0,0.111428
376,ath-miR5017-3p,0.4388,0.0,0.0,4.0,0.445712
377,mtr-miR5219,1.1619,0.0,0.0,0.0,0.0
378,mtr-miR2606c,0.7416,1.0,0.310667,1.0,0.096514
379,gma-miR5768,0.8528,0.0,0.0,1.0,0.101716
380,ath-miR447a.2-3p,0.9838,0.0,0.0,1.0,0.111428
381,ath-miR839-5p,0.4621,0.0,0.0,0.0,0.0
382,mtr-miR2659a,0.545,0.0,0.0,1.0,0.111428
383,gma-miR171k-5p,1.1024,1.0,0.323515,1.0,0.104662
384,gma-miR5375,1.053,0.0,0.0,1.0,0.104662
385,ath-miR5020b,0.7712,1.0,0.323515,1.0,0.106286
386,ath-miR5014b,1.0476,0.0,0.0,1.0,0.111428
387,gma-miR482b-3p,0.8317,0.0,0.0,0.0,0.0
388,ath-miR829-3p.2,0.4998,1.0,0.323515,1.0,0.108098
389,mtr-miR5210,0.8189,2.0,0.637858,4.0,0.406863
390,gma-miR390b-3p,0.9215,0.0,0.0,1.0,0.104662
391,ath-miR4228-5p,1.1141,0.0,0.0,4.0,0.431541
392,gma-miR394a-3p,0.9577,0.0,0.0,0.0,0.0
393,ath-miR2112-3p,0.7217,0.0,0.0,0.0,0.0
394,mtr-miR2680a,1.2229,0.0,0.0,1.0,0.111428
395,mtr-miR5559-5p,0.9844,0.0,0.0,1.0,0.107885
396,gma-miR5030,0.6509,0.0,0.0,0.0,0.0
397,ath-miR398b-3p,0.4893,0.0,0.0,0.0,0.0
398,ath-miR158a-3p,0.98,1.0,0.328459,1.0,0.107885
399,mtr-miR2621,0.6656,1.0,0.318929,1.0,0.101716
400,gma-miR393c-5p,0.8917,0.0,0.0,1.0,0.104662
401,gma-miR6299,0.3194,2.0,0.637858,4.0,0.406863
402,ath-miR169b-5p,0.8404,0.0,0.0,1.0,0.107885
403,ath-miR5014a-5p,0.7184,0.0,0.0,1.0,0.111428
404,mtr-miR7696a-5p,0.7184,0.0,0.0,1.0,0.111428
405,ath-miR8171,1.0616,0.0,0.0,4.0,0.431541
406,ath-miR5633,1.1366,0.0,0.0,1.0,0.111428
407,mtr-miR156d-3p,0.6671,0.0,0.0,0.0,0.0
408,mtr-miR319d-3p,0.4604,1.0,0.323515,1.0,0.104662
409,gma-miR408a-3p,0.7587,0.0,0.0,0.0,0.0
410,gma-miR530a,1.0846,0.0,0.0,0.0,0.0
411,gma-miR5785,0.9272,1.0,0.310667,1.0,0.096514
412,mtr-miR156e,0.5974,0.0,0.0,1.0,0.109671
413,mtr-miR2609a,0.6422,2.0,0.647031,4.0,0.418649
414,gma-miR9763,1.1102,0.0,0.0,1.0,0.107885
415,gma-miR4365,0.9074,0.0,0.0,0.0,0.0
416,ath-miR5649a,0.9972,0.0,0.0,1.0,0.111428
417,mtr-miR5205a,0.4638,0.0,0.0,0.0,0.0
