,Seqname,0,1,2,3,4,5,6
24,ath-miR780.2,0.380952,0.285714,0.142857,0.714286,0.340559,0.293533,0.250699
25,mtr-miR5254,0.47619,0.142857,0.571429,0.714286,0.331496,0.276743,0.240539
26,mtr-miR319c-5p,0.571429,0.571429,0.714286,0.428571,0.058896,0.064148,0.037321
27,gma-miR169l-3p,0.5,0.545455,0.681818,0.272727,0.130192,0.118814,0.080391
28,ath-miR158b,0.45,0.45,0.3,0.6,0.094036,0.100003,0.145396
29,ath-miR10515,0.571429,0.428571,0.428571,0.857143,0.258492,0.203013,0.238421
30,mtr-miR2673a,0.545455,1.090909,0.545455,0.0,0.893237,0.827293,0.7525
31,mtr-miR398a-3p,0.52381,0.571429,0.571429,0.428571,0.013163,0.025667,0.023689
32,gma-miR9740,0.47619,0.285714,0.571429,0.571429,0.109698,0.073472,0.056697
33,gma-miR4380b,0.363636,0.409091,0.545455,0.136364,0.135542,0.132766,0.164866
34,ath-miR399c-5p,0.52381,0.571429,0.571429,0.428571,0.013163,0.01243,0.001528
35,ath-miR864-5p,0.333333,0.285714,0.285714,0.428571,0.032851,0.022953,0.054995
36,mtr-miR2654,0.5,0.75,0.45,0.3,0.13483,0.216404,0.18169
37,mtr-miR2592bm-5p,0.409091,0.681818,0.272727,0.272727,0.151444,0.103026,0.08182
38,gma-miR5043,0.619048,0.428571,0.714286,0.714286,0.117562,0.067758,0.054829
39,gma-miR1514a-5p,0.190476,0.142857,0.142857,0.285714,0.028721,0.022557,0.017409
40,ath-miR851-5p,0.571429,0.428571,0.428571,0.857143,0.258492,0.203013,0.238421
41,ath-miR866-5p,0.333333,0.142857,0.571429,0.285714,0.15983,0.132439,0.079261
42,mtr-miR5251,0.380952,0.142857,0.857143,0.142857,0.562106,0.494531,0.413545
43,gma-miR156z,0.5,0.666667,0.5,0.333333,0.063876,0.120891,0.105934
44,gma-miR10413a,0.409091,0.136364,0.545455,0.545455,0.202528,0.16733,0.18702
45,ath-miR8181,0.75,0.6,0.9,0.75,0.094057,0.040871,0.030836
46,ath-miR5645c,0.333333,0.285714,0.142857,0.571429,0.18498,0.15983,0.132439
47,mtr-miR169j,0.619048,0.285714,0.857143,0.714286,0.321668,0.246541,0.208435
48,mtr-miR2640,0.590909,0.954545,0.545455,0.272727,0.324441,0.453082,0.398017
49,gma-miR398b-5p,0.5,0.545455,0.272727,0.681818,0.162433,0.148123,0.113225
50,gma-miR10420,0.315789,0.473684,0.473684,0.0,0.237535,0.181762,0.118032
51,ath-miR402,0.454545,0.409091,0.409091,0.545455,0.033107,0.021386,0.011616
52,ath-miR1887,0.333333,0.285714,0.285714,0.428571,0.032851,0.022953,0.01475
53,mtr-miR2086-5p,0.571429,0.714286,0.714286,0.285714,0.174307,0.144209,0.109698
54,gma-miR159b-5p,0.571429,0.857143,0.285714,0.571429,0.235616,0.194225,0.142889
55,gma-miR172k,0.380952,0.285714,0.142857,0.714286,0.340559,0.293533,0.385918
56,ath-miR840-3p,0.380952,0.142857,0.428571,0.571429,0.183078,0.149055,0.145964
57,mtr-miR166d,0.714286,0.571429,0.857143,0.714286,0.083859,0.038191,0.027307
58,mtr-miR2675,0.47619,0.571429,0.571429,0.285714,0.073472,0.056697,0.031442
59,gma-miR159c,0.571429,0.714286,0.571429,0.428571,0.043453,0.088765,0.079276
60,gma-miR10436,0.333333,0.375,0.25,0.375,0.018079,0.022797,0.061104
61,ath-miR5660,0.47619,0.714286,0.285714,0.428571,0.129844,0.089792,0.061442
62,mtr-miR2592br-5p,0.428571,0.285714,0.428571,0.571429,0.089792,0.149055,0.145964
63,gma-miR167g,0.5,0.545455,0.409091,0.545455,0.023012,0.031808,0.067298
64,gma-miR394b-3p,0.5,0.45,0.6,0.45,0.026392,0.013324,0.001877
65,ath-miR831-3p,0.409091,0.681818,0.545455,0.0,0.401796,0.45093,0.391276
66,ath-miR830-3p,0.285714,0.571429,0.142857,0.142857,0.174337,0.235409,0.202331
67,mtr-miR169d-3p,0.545455,0.272727,0.681818,0.681818,0.212019,0.301152,0.253076
68,mtr-miR2626,0.47619,0.571429,0.285714,0.571429,0.093618,0.109698,0.073472
69,gma-miR4387c,0.583333,0.375,0.5,0.875,0.272363,0.216419,0.225675
70,gma-miR9735,0.416667,0.25,0.5,0.5,0.080849,0.057066,0.070119
71,ath-miR858b,0.47619,0.285714,0.428571,0.714286,0.198003,0.152287,0.129844
72,mtr-miR168a,0.571429,0.857143,0.571429,0.285714,0.219981,0.317045,0.28451
73,mtr-miR2672,0.409091,0.545455,0.272727,0.409091,0.051783,0.080391,0.055964
74,gma-miR5225,0.590909,0.818182,0.409091,0.545455,0.114394,0.08723,0.130192
75,gma-miR9738,0.409091,0.272727,0.409091,0.545455,0.080391,0.055964,0.063959
76,ath-miR5650,0.285714,0.142857,0.285714,0.428571,0.082153,0.064327,0.058904
77,mtr-miR2668,0.454545,0.545455,0.409091,0.409091,0.011616,0.033107,0.021386
78,mtr-miR5274a,0.416667,0.375,0.75,0.125,0.320362,0.315949,0.252852
79,gma-miR396f,0.36,0.6,0.24,0.24,0.118814,0.165866,0.202412
80,gma-miR4391,0.416667,0.25,0.5,0.5,0.080849,0.057066,0.043709
81,ath-miR5658,0.285714,0.0,0.0,0.857143,0.897507,0.81,0.734694
82,ath-miR2939,0.428571,0.428571,0.571429,0.285714,0.061442,0.056697,0.089792
83,mtr-miR2598,0.428571,0.571429,0.285714,0.428571,0.056697,0.031442,0.015596
84,gma-miR5037d,0.52381,0.571429,0.285714,0.714286,0.180401,0.163622,0.232372
85,gma-miR5030b,0.47619,0.285714,0.428571,0.714286,0.198003,0.152287,0.129844
86,ath-miR162a-5p,0.590909,0.545455,0.409091,0.818182,0.180805,0.15166,0.201537
87,ath-miR395a,0.52381,0.571429,0.285714,0.714286,0.180401,0.163622,0.123329
88,mtr-miR5561-3p,0.380952,0.571429,0.285714,0.285714,0.069637,0.032851,0.022953
89,mtr-miR2592ap,0.428571,0.428571,0.142857,0.714286,0.30839,0.27721,0.391276
90,gma-miR319a,0.6,0.6,0.45,0.75,0.099874,0.088634,0.046918
91,gma-miR396h,0.45,0.15,0.6,0.6,0.250047,0.202459,0.161247
92,ath-miR319c,0.52381,0.571429,0.285714,0.714286,0.180401,0.174604,0.126318
93,ath-miR418,0.380952,0.571429,0.285714,0.285714,0.069637,0.114886,0.090228
94,mtr-miR168c-3p,0.52381,0.714286,0.285714,0.571429,0.144209,0.109698,0.183642
95,mtr-miR5749,0.272727,0.136364,0.272727,0.409091,0.073832,0.058476,0.053738
96,gma-miR828a,0.363636,0.136364,0.545455,0.409091,0.151197,0.123824,0.083445
97,ath-miR5654-3p,0.347826,0.26087,0.26087,0.521739,0.092905,0.074535,0.111212
98,ath-miR8121,0.291667,0.25,0.375,0.25,0.017272,0.011813,0.023699
99,mtr-miR2619b-5p,0.285714,0.285714,0.428571,0.142857,0.064327,0.058904,0.082153
100,gma-miR9730,0.5,0.681818,0.272727,0.545455,0.131184,0.098573,0.16733
101,gma-miR4392,0.409091,0.272727,0.545455,0.409091,0.067696,0.04522,0.021943
102,ath-miR8165,0.47619,0.571429,0.571429,0.285714,0.073472,0.093618,0.109698
103,mtr-miR5229a,0.428571,0.428571,0.571429,0.285714,0.061442,0.056697,0.089792
104,gma-miR4403,0.625,0.625,0.375,0.875,0.240227,0.218547,0.278182
105,ath-miR164a,0.619048,0.428571,1.0,0.428571,0.360174,0.290035,0.258492
106,ath-miR852,0.428571,0.428571,0.285714,0.571429,0.083844,0.075032,0.049054
107,mtr-miR5247,0.52381,0.428571,0.857143,0.285714,0.288133,0.30186,0.246781
108,mtr-miR5278,0.333333,0.25,0.375,0.375,0.022797,0.061104,0.069312
109,gma-miR10198,0.333333,0.571429,0.142857,0.285714,0.13522,0.186744,0.155285
110,ath-miR401,0.571429,0.428571,0.857143,0.428571,0.203013,0.238421,0.193183
111,ath-miR841b-3p,0.380952,0.714286,0.285714,0.142857,0.250699,0.18498,0.15983
112,mtr-miR2589,0.636364,0.545455,0.409091,0.954545,0.327201,0.326674,0.360805
113,mtr-miR5292a,0.375,0.25,0.375,0.5,0.065511,0.046999,0.043709
114,gma-miR482b-5p,0.5,0.545455,0.409091,0.545455,0.023012,0.031808,0.012266
115,gma-miR156f,0.454545,0.545455,0.272727,0.545455,0.084608,0.098573,0.067298
116,ath-miR838,0.333333,0.0,0.857143,0.142857,0.692825,0.628622,0.782577
117,ath-miR5019,0.333333,0.285714,0.571429,0.142857,0.155285,0.13522,0.082153
118,mtr-miR5207,0.434783,0.521739,0.521739,0.26087,0.061868,0.047487,0.072385
119,mtr-miR2645,0.285714,0.285714,0.142857,0.428571,0.079261,0.071127,0.054995
120,gma-miR390a-5p,0.619048,0.428571,0.571429,0.857143,0.209601,0.149629,0.124808
121,gma-miR5031,0.142857,0.0,0.0,0.428571,0.224377,0.2025,0.183673
122,ath-miR771,0.590909,0.681818,0.545455,0.545455,0.009848,0.037201,0.053731
123,ath-miR5017-5p,0.238095,0.142857,0.285714,0.285714,0.027424,0.018368,0.023405
124,mtr-miR5228,0.428571,0.857143,0.428571,0.0,0.55148,0.675165,0.625512
125,mtr-miR2642,0.285714,0.0,0.428571,0.428571,0.213719,0.193316,0.205043
126,gma-miR399m,0.666667,0.714286,0.571429,0.714286,0.027307,0.024765,0.043453
127,gma-miR1532,0.565217,0.26087,0.652174,0.782609,0.281739,0.222686,0.22981
128,ath-miR2111a-3p,0.619048,0.571429,0.428571,0.857143,0.201726,0.203013,0.156683
129,ath-miR5657,0.428571,0.285714,0.428571,0.571429,0.089792,0.061442,0.069637
130,mtr-miR5209,0.5,0.681818,0.681818,0.136364,0.301152,0.253076,0.202528
131,mtr-miR399d,0.571429,0.571429,0.714286,0.428571,0.058896,0.054829,0.035799
132,gma-miR10191,0.818182,0.681818,0.818182,0.954545,0.101745,0.120331,0.110253
133,ath-miR160a-5p,0.619048,0.571429,0.714286,0.571429,0.024765,0.010449,0.002716
134,mtr-miR5286b,0.541667,0.375,0.75,0.5,0.125721,0.090506,0.064635
135,mtr-miR2635,0.35,0.3,0.3,0.45,0.037091,0.025488,0.015966
136,gma-miR4387b,0.5,0.5,0.375,0.625,0.064635,0.058635,0.034985
137,gma-miR1507a,0.409091,0.545455,0.409091,0.272727,0.04522,0.075222,0.08182
138,ath-miR319a,0.571429,0.571429,0.428571,0.714286,0.088765,0.079276,0.043453
139,ath-miR870-5p,0.238095,0.142857,0.142857,0.428571,0.107135,0.089944,0.075465
140,mtr-miR5299,0.333333,0.5,0.25,0.25,0.054488,0.0842,0.068183
141,mtr-miR2671j,0.380952,0.285714,0.428571,0.428571,0.031442,0.015596,0.024366
142,gma-miR164a,0.619048,0.428571,1.0,0.428571,0.360174,0.290035,0.258492
143,gma-miR169h,0.52381,0.428571,0.571429,0.571429,0.035799,0.073472,0.056697
144,ath-miR774a,0.47619,0.428571,0.285714,0.714286,0.193183,0.163622,0.123329
145,mtr-miR171c,0.428571,0.285714,0.571429,0.428571,0.075032,0.049054,0.024366
146,mtr-miR7696a-3p,0.285714,0.142857,0.0,0.714286,0.530895,0.46901,0.425561
147,gma-miR408a-5p,0.619048,0.428571,0.428571,1.0,0.44387,0.468979,0.398587
148,gma-miR4409,0.409091,0.545455,0.272727,0.409091,0.051783,0.080391,0.055964
149,ath-miR5016,0.380952,0.142857,0.428571,0.571429,0.183078,0.149055,0.145964
150,ath-miR161.1,0.47619,0.571429,0.571429,0.285714,0.073472,0.093618,0.075032
151,mtr-miR160a,0.619048,0.571429,0.714286,0.571429,0.024765,0.010449,0.002716
152,mtr-miR396a-5p,0.380952,0.571429,0.142857,0.428571,0.145964,0.183078,0.149055
153,gma-miR10411,0.25,0.25,0.25,0.25,0.000388,0.000388,0.000388
154,gma-miR1516a-5p,0.347826,0.391304,0.391304,0.26087,0.013344,0.012689,0.026276
155,ath-miR472-3p,0.5,0.681818,0.272727,0.545455,0.131184,0.17445,0.130192
156,ath-miR5631,0.333333,0.428571,0.285714,0.285714,0.01475,0.032851,0.064327
157,mtr-miR168b,0.619048,0.857143,0.714286,0.285714,0.246541,0.322523,0.28451
158,mtr-miR5204,0.47619,0.285714,0.714286,0.428571,0.163622,0.232372,0.175366
159,gma-miR408d,0.65,0.45,0.9,0.6,0.186557,0.124681,0.099874
160,gma-miR4399,0.363636,0.409091,0.272727,0.409091,0.021943,0.028086,0.014405
161,ath-miR5648-3p,0.380952,0.285714,0.428571,0.428571,0.031442,0.015596,0.024366
162,mtr-miR319d-5p,0.52381,0.571429,0.571429,0.428571,0.013163,0.025667,0.023689
163,mtr-miR5270a,0.416667,0.5,0.0,0.75,0.510331,0.459674,0.422141
164,gma-miR4414b,0.571429,0.428571,0.714286,0.571429,0.079276,0.043453,0.025667
165,gma-miR169n-5p,0.619048,0.571429,0.571429,0.714286,0.04213,0.058896,0.054829
166,ath-miR168a-3p,0.52381,0.714286,0.285714,0.571429,0.144209,0.109698,0.183642
167,ath-miR397b,0.428571,0.142857,0.571429,0.571429,0.224413,0.183642,0.145964
168,mtr-miR5295a,0.541667,0.5,0.625,0.5,0.018306,0.008776,0.001551
169,gma-miR4389,0.583333,0.625,0.5,0.625,0.019758,0.028547,0.053222
170,ath-miR156a-5p,0.5,0.3,0.6,0.6,0.12281,0.080529,0.062355
171,ath-miR169d,0.571429,0.571429,0.428571,0.714286,0.088765,0.079276,0.126318
172,mtr-miR5275,0.416667,0.375,0.375,0.5,0.026541,0.017692,0.038764
173,mtr-miR5269b,0.375,0.5,0.25,0.375,0.043709,0.065511,0.046999
174,gma-miR4995,0.571429,0.571429,0.571429,0.571429,0.002716,0.002716,0.013163
175,gma-miR393c-3p,0.380952,0.285714,0.285714,0.571429,0.114886,0.090228,0.069637
176,ath-miR168a-5p,0.619048,0.857143,0.714286,0.285714,0.246541,0.322523,0.28451
177,ath-miR857,0.285714,0.142857,0.142857,0.571429,0.235409,0.202331,0.174337
178,mtr-miR2594,0.619048,0.571429,0.714286,0.571429,0.024765,0.043453,0.025667
179,mtr-miR7697-5p,0.47619,0.428571,0.428571,0.571429,0.037321,0.023689,0.049054
180,gma-miR4996,0.5,0.3,0.3,0.9,0.479197,0.398618,0.33136
181,ath-miR780.1,0.52381,0.285714,1.0,0.285714,0.562051,0.479197,0.428538
182,ath-miR5997,0.333333,0.428571,0.285714,0.285714,0.01475,0.032851,0.064327
183,mtr-miR5243,0.571429,0.428571,0.714286,0.571429,0.079276,0.043453,0.025667
184,mtr-miR2677,0.181818,0.272727,0.272727,0.0,0.078091,0.082562,0.085918
185,gma-miR4412-5p,0.52381,0.428571,0.571429,0.571429,0.035799,0.013163,0.01243
186,gma-miR5559,0.380952,0.142857,0.285714,0.714286,0.341196,0.291244,0.252352
187,ath-miR171a-3p,0.52381,0.285714,0.571429,0.714286,0.194225,0.142889,0.129844
188,ath-miR5018,0.416667,0.5,0.125,0.625,0.23683,0.233042,0.198971
189,mtr-miR2613,0.666667,0.714286,0.571429,0.714286,0.027307,0.024765,0.043453
190,mtr-miR5218,0.363636,0.409091,0.409091,0.272727,0.014405,0.021943,0.020781
191,gma-miR1513c,0.421053,0.473684,0.473684,0.315789,0.018449,0.030625,0.040217
192,gma-miR169p,0.571429,0.571429,0.428571,0.714286,0.088765,0.079276,0.126318
193,ath-miR399f,0.571429,0.428571,0.714286,0.571429,0.079276,0.043453,0.025667
194,mtr-miR2612,0.380952,0.571429,0.285714,0.285714,0.069637,0.114886,0.155285
195,gma-miR159a-5p,0.47619,0.857143,0.0,0.571429,0.592232,0.509584,0.460459
196,gma-miR156p,0.47619,0.571429,0.285714,0.571429,0.093618,0.109698,0.073472
197,ath-miR3434-3p,0.45,0.6,0.45,0.3,0.053383,0.094036,0.100003
198,mtr-miR395h,0.428571,0.428571,0.285714,0.571429,0.083844,0.075032,0.049054
199,mtr-miR159b,0.52381,0.714286,0.571429,0.285714,0.126318,0.180401,0.174604
200,gma-miR393a,0.47619,0.285714,0.428571,0.714286,0.198003,0.152287,0.165341
201,gma-miR4415b-5p,0.416667,0.25,0.5,0.5,0.080849,0.057066,0.070119
202,ath-miR869.1,0.380952,0.428571,0.285714,0.428571,0.024366,0.031442,0.015596
203,ath-miR864-3p,0.272727,0.545455,0.136364,0.136364,0.15926,0.21199,0.183535
204,mtr-miR2595,0.238095,0.0,0.142857,0.571429,0.326655,0.294694,0.261236
205,gma-miR5379,0.208333,0.25,0.0,0.375,0.127583,0.12078,0.110852
206,ath-miR447a-3p,0.454545,0.409091,0.545455,0.409091,0.021386,0.011616,0.033107
207,ath-miR774b-5p,0.380952,0.714286,0.285714,0.142857,0.250699,0.340559,0.359719
208,mtr-miR166b,0.52381,0.571429,0.428571,0.571429,0.025667,0.035799,0.073472
209,gma-miR4380a,0.458333,0.75,0.25,0.375,0.188719,0.145416,0.199916
210,ath-miR8174,0.380952,0.285714,0.285714,0.571429,0.114886,0.090228,0.069637
211,mtr-miR171d,0.47619,0.285714,0.571429,0.571429,0.109698,0.073472,0.056697
212,mtr-miR7698-5p,0.285714,0.142857,0.571429,0.142857,0.202331,0.174337,0.235409
213,gma-miR169o,0.681818,0.545455,0.818182,0.681818,0.075234,0.035729,0.024361
214,gma-miR5769,0.47619,0.428571,0.857143,0.142857,0.423115,0.375932,0.313846
215,ath-miR5020c,0.52381,0.428571,0.714286,0.428571,0.090851,0.064148,0.037321
216,ath-miR860,0.285714,0.142857,0.428571,0.285714,0.071127,0.054995,0.023405
217,mtr-miR530,0.47619,0.0,0.714286,0.714286,0.593663,0.53699,0.457968
218,gma-miR319c,0.55,0.6,0.3,0.75,0.201536,0.194555,0.138293
219,gma-miR1520f-5p,0.375,0.5,0.25,0.375,0.043709,0.065511,0.046999
220,ath-miR8168,0.571429,0.142857,0.714286,0.857143,0.527408,0.44739,0.391424
221,ath-miR5643a,0.428571,0.285714,0.714286,0.285714,0.202502,0.165341,0.114886
222,mtr-miR2647a,0.571429,0.857143,0.428571,0.428571,0.156683,0.258492,0.203013
223,mtr-miR5754,0.454545,0.545455,0.545455,0.272727,0.067298,0.084608,0.098573
224,gma-miR2111a,0.52381,0.571429,0.285714,0.714286,0.180401,0.163622,0.123329
225,gma-miR4997b,0.5,0.272727,0.545455,0.681818,0.17445,0.130192,0.118814
226,ath-miR157c-3p,0.47619,0.428571,0.571429,0.428571,0.023689,0.049054,0.024366
227,mtr-miR2630a,0.380952,0.142857,0.428571,0.571429,0.183078,0.149055,0.13522
228,mtr-miR2639,0.52381,0.285714,0.428571,0.857143,0.356076,0.288133,0.243807
229,gma-miR4364b,0.416667,0.625,0.125,0.5,0.211582,0.246537,0.210724
230,mtr-miR2649,0.380952,0.428571,0.428571,0.285714,0.015596,0.024366,0.031442
231,gma-miR1520c,0.391304,0.391304,0.26087,0.521739,0.067864,0.061387,0.04181
232,ath-miR837-3p,0.333333,0.142857,0.571429,0.285714,0.15983,0.132439,0.18498
233,mtr-miR5234,0.428571,0.285714,0.571429,0.428571,0.075032,0.049054,0.083844
234,mtr-miR5236a,0.428571,0.285714,0.714286,0.285714,0.202502,0.165341,0.114886
235,gma-miR394b-5p,0.55,0.6,0.75,0.3,0.157538,0.159299,0.217547
236,gma-miR4386,0.541667,0.5,0.5,0.625,0.029578,0.018306,0.034985
237,ath-miR167d,0.545455,0.681818,0.409091,0.545455,0.050108,0.08723,0.130192
238,ath-miR5641,0.285714,0.142857,0.142857,0.571429,0.235409,0.202331,0.263316
239,gma-miR1523b,0.55,0.45,0.6,0.6,0.040573,0.014155,0.013324
240,gma-miR2118a-5p,0.590909,0.818182,0.545455,0.409091,0.105595,0.079408,0.082332
241,ath-miR841a-5p,0.428571,0.714286,0.285714,0.285714,0.165341,0.246781,0.202502
242,mtr-miR399t-5p,0.565217,0.782609,0.391304,0.521739,0.105233,0.078292,0.119116
243,mtr-miR169g,0.619048,0.428571,0.714286,0.714286,0.117562,0.174307,0.208435
244,gma-miR10186a,0.227273,0.136364,0.272727,0.272727,0.024643,0.016825,0.021152
245,ath-miR399b,0.571429,0.571429,0.571429,0.571429,0.002716,0.002716,0.013163
246,mtr-miR399j,0.571429,0.571429,0.714286,0.428571,0.058896,0.064148,0.037321
247,gma-miR396b-5p,0.380952,0.571429,0.142857,0.428571,0.145964,0.183078,0.149055
248,gma-miR4404,0.5,0.75,0.5,0.25,0.17095,0.23451,0.213604
249,ath-miR5653,0.5,0.5,0.5,0.5,0.001551,0.001551,0.010713
250,ath-miR170-5p,0.47619,0.428571,0.714286,0.285714,0.152287,0.129844,0.198003
251,mtr-miR164d,0.571429,0.428571,0.857143,0.428571,0.203013,0.156683,0.122976
252,mtr-miR2592b-3p,0.380952,0.428571,0.428571,0.285714,0.015596,0.024366,0.031442
253,gma-miR10409,0.363636,0.409091,0.272727,0.409091,0.021943,0.020781,0.050384
254,ath-miR842,0.52381,0.285714,0.857143,0.428571,0.297212,0.238421,0.193183
255,ath-miR3932a,0.380952,0.142857,0.285714,0.714286,0.341196,0.291244,0.252352
256,mtr-miR5206a,0.521739,0.26087,0.782609,0.521739,0.233966,0.185306,0.258022
257,gma-miR482c-3p,0.52381,0.571429,0.571429,0.428571,0.013163,0.025667,0.035799
258,gma-miR10422,0.428571,0.142857,0.428571,0.714286,0.313846,0.263585,0.240539
259,ath-miR8175,0.75,1.05,0.6,0.6,0.161626,0.148366,0.101951
260,ath-miR828,0.318182,0.136364,0.409091,0.409091,0.092106,0.072555,0.053738
261,mtr-miR396b-5p,0.428571,0.571429,0.142857,0.571429,0.206569,0.224413,0.183642
262,gma-miR160a-5p,0.619048,0.571429,0.714286,0.571429,0.024765,0.010449,0.002716
263,ath-miR447c-3p,0.454545,0.409091,0.545455,0.409091,0.021386,0.011616,0.033107
264,ath-miR3434-5p,0.3,0.3,0.3,0.3,0.000834,0.000834,0.020132
265,mtr-miR172a,0.47619,0.428571,0.142857,0.857143,0.491274,0.432229,0.55148
266,gma-miR10426,0.25,0.25,0.25,0.25,0.000388,0.000388,0.000388
267,ath-miR168b-3p,0.428571,0.571429,0.142857,0.571429,0.206569,0.167191,0.271888
268,mtr-miR169f,0.47619,0.285714,0.571429,0.571429,0.109698,0.073472,0.093618
269,gma-miR5786,0.571429,0.428571,0.714286,0.571429,0.079276,0.043453,0.025667
270,gma-miR5767,0.52381,0.428571,0.714286,0.428571,0.090851,0.064148,0.037321
271,ath-miR3440b-3p,0.52381,0.571429,0.571429,0.428571,0.013163,0.025667,0.023689
272,mtr-miR5225a,0.545455,0.681818,0.545455,0.409091,0.040335,0.079408,0.082332
273,gma-miR319h,0.571429,0.571429,0.428571,0.714286,0.088765,0.079276,0.043453
274,gma-miR9736,0.428571,0.285714,0.571429,0.428571,0.075032,0.049054,0.024366
275,ath-miR8172,0.380952,0.857143,0.142857,0.142857,0.494531,0.641543,0.562106
276,ath-miR4243,0.285714,0.0,0.142857,0.714286,0.527348,0.475765,0.422353
277,mtr-miR2616,0.545455,0.545455,0.681818,0.409091,0.053731,0.050108,0.08723
278,mtr-miR5277,0.458333,0.625,0.25,0.5,0.109954,0.142967,0.210724
279,ath-miR166a-5p,0.619048,0.428571,0.714286,0.714286,0.117562,0.174307,0.144209
280,mtr-miR2600a,0.428571,0.428571,0.428571,0.428571,0.001528,0.001528,0.015596
281,mtr-miR5293,0.416667,0.75,0.375,0.125,0.285103,0.228987,0.208855
282,gma-miR1508b,0.380952,0.285714,0.142857,0.714286,0.340559,0.293533,0.250699
283,mtr-miR2658,0.35,0.15,0.75,0.15,0.398546,0.345472,0.461612
284,gma-miR399j,0.52381,0.428571,0.571429,0.571429,0.035799,0.013163,0.01243
285,ath-miR822-3p,0.428571,0.285714,0.571429,0.428571,0.075032,0.049054,0.024366
286,mtr-miR1510a-5p,0.47619,0.428571,0.428571,0.571429,0.037321,0.023689,0.01243
287,mtr-miR1509a-5p,0.333333,0.285714,0.142857,0.571429,0.18498,0.15983,0.132439
288,gma-miR5671b,0.409091,0.409091,0.409091,0.409091,0.001256,0.001256,0.001256
289,mtr-miR171e-5p,0.47619,0.285714,0.857143,0.285714,0.359777,0.409775,0.340559
290,mtr-miR171a,0.428571,0.285714,0.571429,0.428571,0.075032,0.049054,0.024366
291,gma-miR396j,0.333333,0.428571,0.428571,0.142857,0.079525,0.092204,0.102172
292,ath-miR822-5p,0.52381,0.428571,0.285714,0.857143,0.352383,0.297212,0.370019
293,ath-miR5655,0.380952,0.285714,0.142857,0.714286,0.340559,0.293533,0.250699
294,mtr-miR2641,0.3,0.15,0.45,0.3,0.07904,0.160118,0.19
295,gma-miR482c-5p,0.478261,0.521739,0.521739,0.391304,0.011452,0.020756,0.028441
296,gma-miR5778,0.590909,0.954545,0.681818,0.136364,0.511718,0.455674,0.400302
297,mtr-miR5276,0.666667,0.5,0.625,0.875,0.160599,0.112209,0.116978
298,mtr-miR2111c,0.380952,0.285714,0.714286,0.142857,0.291244,0.252352,0.341196
299,gma-miR5774a,0.666667,0.714286,0.571429,0.714286,0.027307,0.024765,0.043453
300,gma-miR4383,0.458333,0.5,0.375,0.5,0.018822,0.025575,0.010713
301,ath-miR5639-5p,0.52381,0.428571,0.428571,0.714286,0.122976,0.090851,0.064148
302,mtr-miR396a-3p,0.52381,0.571429,0.714286,0.285714,0.142889,0.129844,0.089792
303,gma-miR1520o,0.416667,0.25,0.5,0.5,0.080849,0.057066,0.043709
304,ath-miR399d,0.571429,0.428571,0.714286,0.571429,0.079276,0.043453,0.025667
305,ath-miR5014a-3p,0.285714,0.0,0.285714,0.571429,0.299418,0.270204,0.245802
