,Seqname,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
10,gma-miR164b,-1.0,20.0,0.0,0.0,0.0,0.0,0.240352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278943,0.240352,0.0,0.0,0.240352,0.0,0.263158,0.105263,0.473684,0.157895,0.0,0.277778,0.166667,0.166667,0.0,0.222222,0.210526,0.210526,0.315789,0.526316,0.789474,0.052632,0.0,0.052632,0.947368,0.947368,0.105263,0.157895,0.421053,0.684211,1.0,0.473684,0.473684,0.736842,0.736842,0.842105,-17.856745,26.955488,-18.254684,-12.070912,25.91321,32.982147,-13.021697,36.473713,-12.902768,-21.412273,-20.143169,-15.548026,-14.533689,42.622162,-14.087481,-6.822285,25.148212,29.71834,-22.51454,-14.463349,26.110708,37.606216,-12.741774,41.027527,-9.552787,34.431618,-16.021557,-9.580265,86.959145,-4.047346,-13.442435,-9.586593,-12.523766,-12.832119,-12.372184,-7.954699,-29.402267,29.717585,-19.139719,34.875595,-13.452455,-28.197182,-21.867874,-15.698732,-16.92882,-9.280594,-16.213028,-10.498036,-16.09383,38.344826,-16.740694,40.088211,-5.898268,-9.312584,43.044987,-3.817989,-8.016993,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.257468,0.256741,1.002834,-266.646319,-267.206584,0.997903
11,gma-miR5044,-1.0,22.0,7.0,0.0,0.318182,0.0,0.19134,0.0,0.19134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19134,0.19134,0.0,0.234639,0.0,0.0,0.190476,0.238095,0.380952,0.190476,0.15,0.25,0.05,0.25,0.1,0.05,0.142857,0.142857,0.380952,0.666667,0.761905,0.095238,0.095238,0.238095,0.619048,0.904762,0.047619,0.190476,0.333333,0.714286,0.857143,0.52381,0.52381,0.571429,0.952381,1.0,-17.856745,-23.044512,-18.254684,-12.070912,21.367754,28.436691,32.432846,-13.526288,-12.902768,24.042271,-20.143169,-15.548026,-14.533689,-7.377837,-14.087481,-6.822285,-24.851788,25.172884,22.940004,-14.463349,21.565252,-12.393785,32.712769,-8.972471,35.901756,29.886162,-16.021557,35.874279,-13.040855,-4.047346,-13.442435,35.86795,-12.523766,78.076965,-12.372184,-7.954699,-29.402267,25.172129,-19.139719,30.330139,-13.452455,-28.197182,-21.867874,-15.698732,-16.92882,-9.280594,-16.213028,34.956509,-16.09383,-11.655176,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,37.437553,-14.449222,-17.65377,-11.634482,34.36961,-4.804327,36.123383,-5.322375,0.242316,0.242479,0.999328,-234.357032,-234.204792,1.00065
12,ath-miR834,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.333333,0.0,0.2,0.25,0.45,0.1,0.157895,0.157895,0.052632,0.315789,0.0,0.157895,0.25,0.25,0.4,0.55,1.0,0.05,0.05,0.2,0.8,0.95,0.1,0.15,0.45,0.75,0.9,0.35,0.0,0.35,0.65,0.65,-17.856745,-23.044512,-18.254684,-12.070912,-24.08679,-17.017853,34.597351,81.711807,-12.902768,-21.412273,-20.143169,-15.548026,-14.533689,-7.377837,-14.087481,-6.822285,-24.851788,-20.28166,-22.51454,-14.463349,-23.889292,-12.393785,130.115372,-8.972471,133.304367,32.050667,-16.021557,-9.580265,34.578194,43.571701,-13.442435,-9.586593,35.095284,82.405975,-12.372184,-7.954699,-29.402267,74.955681,-19.139719,-15.124404,-13.452455,-28.197182,-21.867874,-15.698732,-16.92882,-9.280594,-16.213028,-10.498036,-16.09383,35.963875,-16.740694,-9.911789,-5.898268,38.306465,-6.955015,-3.817989,-8.016993,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.250084,0.250245,0.999355,-248.828193,-248.629384,1.0008
13,ath-miR865-5p,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159044,0.159044,0.0,0.0,0.0,0.159044,0.0,0.204782,0.159044,0.159044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.4,0.2,0.05,0.263158,0.210526,0.0,0.157895,0.105263,0.0,0.05,0.2,0.55,0.75,1.0,0.1,0.3,0.4,0.7,0.9,0.15,0.15,0.45,0.5,0.95,0.65,0.0,0.0,0.65,0.65,-17.856745,-23.044512,76.983414,-12.070912,-24.08679,-17.017853,-13.021697,-13.526288,-12.902768,26.206776,75.094925,32.071022,-14.533689,-7.377837,-14.087481,-6.822285,22.767262,27.337389,25.104509,-14.463349,23.729757,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,35.095284,-12.832119,-12.372184,-7.954699,65.835831,27.336634,-19.139719,-15.124404,-13.452455,67.040916,25.751175,-15.698732,-16.92882,-9.280594,31.406021,-10.498036,-16.09383,-11.655176,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,39.602058,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.249566,0.250364,0.996816,-249.570394,-248.579779,1.003985
14,mtr-miR2586a,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159044,0.159044,0.0,0.0,0.159044,0.0,0.0,0.0,0.0,0.159044,0.159044,0.0,0.204782,0.0,0.0,0.15,0.25,0.35,0.25,0.052632,0.210526,0.052632,0.263158,0.157895,0.157895,0.15,0.15,0.3,0.3,1.0,0.4,0.4,0.5,0.85,0.9,0.1,0.2,0.35,0.45,0.75,0.05,0.05,0.55,0.8,0.95,-17.856745,-23.044512,-18.254684,-12.070912,-24.08679,30.601196,34.597351,-13.526288,-12.902768,-21.412273,-20.143169,-15.548026,-14.533689,-7.377837,-14.087481,-6.822285,-24.851788,74.956436,-22.51454,-14.463349,23.729757,-12.393785,-12.741774,-8.972471,-9.552787,79.669716,-16.021557,38.038784,-13.040855,-4.047346,34.176613,-9.586593,-12.523766,-12.832119,-12.372184,-7.954699,-29.402267,-20.282415,28.47933,32.494644,-13.452455,-28.197182,-21.867874,31.920317,30.690229,-9.280594,-16.213028,37.121014,-16.09383,-11.655176,30.878355,-9.911789,41.720779,-9.312584,40.664036,-3.817989,-8.016993,-14.449222,29.965279,-11.634482,-11.084935,42.81472,-9.33116,-5.322375,0.249702,0.249235,1.001871,-249.265395,-249.713947,0.998204
15,mtr-miR2592bl-5p,-1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.166667,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.238095,0.380952,0.190476,0.190476,0.1,0.1,0.15,0.15,0.1,0.05,0.238095,0.238095,0.285714,0.619048,0.809524,0.047619,0.380952,0.47619,0.714286,0.952381,0.095238,0.095238,0.142857,0.333333,0.52381,0.190476,0.190476,0.857143,0.904762,1.0,-17.856745,22.410032,27.19986,-12.070912,-24.08679,-17.017853,32.432846,-13.526288,-12.902768,-21.412273,25.311375,-15.548026,-14.533689,-7.377837,-14.087481,38.632259,20.602757,-20.28166,-22.51454,-14.463349,-23.889292,-12.393785,-12.741774,36.482071,-9.552787,-15.568382,29.432987,-9.580265,32.413689,-4.047346,-13.442435,-9.586593,-12.523766,-12.832119,-12.372184,37.499844,16.052277,25.172129,-19.139719,-15.124404,32.00209,17.257362,69.041214,-15.698732,28.525724,-9.280594,-16.213028,-10.498036,29.360714,-11.655176,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,-14.449222,-17.65377,33.820061,-11.084935,-4.804327,36.123383,-5.322375,0.241936,0.242574,0.997372,-234.698825,-234.186757,1.002187
16,gma-miR2118a-3p,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374524,0.0,0.290873,0.0,0.0,0.334603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3,0.1,0.45,0.105263,0.052632,0.157895,0.052632,0.157895,0.105263,0.35,0.35,0.6,0.6,0.8,0.05,0.1,0.4,0.45,0.9,0.15,0.0,0.15,0.3,0.3,0.2,0.25,0.55,0.75,1.0,-17.856745,-23.044512,-18.254684,-12.070912,-24.08679,-17.017853,-13.021697,-13.526288,-12.902768,-21.412273,75.094925,-15.548026,-14.533689,-7.377837,-14.087481,40.796764,-24.851788,-20.28166,25.104509,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,-13.040855,-4.047346,-13.442435,38.032455,-12.523766,-12.832119,-12.372184,-7.954699,-29.402267,-20.282415,-19.139719,32.494644,-13.452455,19.421867,-21.867874,79.539368,-16.92882,-9.280594,-16.213028,84.740059,-16.09383,-11.655176,30.878355,37.70726,41.720779,-9.312584,-6.955015,-3.817989,-8.016993,-14.449222,-17.65377,-11.634482,84.15316,42.81472,38.287888,42.296673,0.24975,0.249876,0.999494,-249.16355,-249.21183,0.999806
17,gma-miR9729,-1.0,24.0,3.0,3.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.142857,0.0,0.142857,0.142857,0.0,0.0,0.142857,0.142857,0.0,0.142857,0.0,0.0,0.478261,0.26087,0.217391,0.043478,0.227273,0.318182,0.090909,0.136364,0.0,0.0,0.130435,0.304348,0.565217,0.695652,1.0,0.086957,0.217391,0.391304,0.73913,0.826087,0.043478,0.043478,0.26087,0.478261,0.913043,0.652174,0.0,0.0,0.652174,0.652174,23.809923,18.622156,23.411983,29.595757,59.246544,-17.017853,28.64497,-13.526288,-12.902768,20.254395,21.523499,-15.548026,27.13298,-7.377837,-14.087481,-6.822285,58.481548,21.385008,-22.51454,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,73.780548,-15.568382,-16.021557,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,29.142902,70.501221,-12.372184,-7.954699,12.2644,-20.282415,-19.139719,-15.124404,28.214214,-28.197182,19.798794,-15.698732,-16.92882,-9.280594,-16.213028,-10.498036,-16.09383,-11.655176,24.925974,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.228853,0.229819,0.995798,-209.381925,-208.383956,1.004789
18,ath-miR8177,-1.0,22.0,5.0,0.0,0.227273,0.0,0.0,0.241625,0.0,0.0,0.0,0.0,0.0,0.241625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275125,0.0,0.241625,0.190476,0.47619,0.285714,0.047619,0.3,0.1,0.05,0.45,0.05,0.0,0.285714,0.285714,0.428571,0.761905,0.952381,0.095238,0.190476,0.571429,0.857143,1.0,0.047619,0.142857,0.238095,0.380952,0.619048,0.714286,0.0,0.0,0.714286,0.714286,-17.856745,-23.044512,-18.254684,-12.070912,-24.08679,-17.017853,-13.021697,-13.526288,32.551777,69.496811,25.311375,-15.548026,-14.533689,-7.377837,-14.087481,-6.822285,-24.851788,-20.28166,68.394547,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,120.79525,-16.021557,35.874279,-13.040855,-4.047346,-13.442435,-9.586593,-12.523766,-12.832119,33.082359,-7.954699,61.506821,-20.282415,117.223915,-15.124404,32.00209,-28.197182,23.58667,-15.698732,28.525724,-9.280594,-16.213028,-10.498036,-16.09383,-11.655176,28.71385,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.241916,0.242485,0.997656,-234.727224,-234.272118,1.001943
19,ath-miR8170-3p,-1.0,21.0,17.0,0.0,0.809524,0.0,0.0,0.188456,0.188456,0.0,0.188456,0.0,0.0,0.0,0.188456,0.246175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.15,0.1,0.210526,0.105263,0.0,0.157895,0.157895,0.052632,0.35,0.35,0.4,0.55,0.9,0.05,0.1,0.6,0.75,0.95,0.15,0.15,0.5,0.5,1.0,0.2,0.0,0.2,0.8,0.8,29.762304,24.574537,-18.254684,-12.070912,23.532259,-17.017853,-13.021697,-13.526288,-12.902768,26.206776,27.47588,-15.548026,-14.533689,-7.377837,-14.087481,-6.822285,-24.851788,-20.28166,25.104509,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,-13.040855,-4.047346,34.176613,-9.586593,35.095284,-12.832119,35.246864,-7.954699,-29.402267,-20.282415,28.47933,32.494644,34.166595,19.421867,73.370224,31.920317,-16.92882,-9.280594,31.406021,-10.498036,-16.09383,-11.655176,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,39.602058,-14.449222,29.965279,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.249194,0.25031,0.99554,-249.832216,-248.853306,1.003934
