,Seqname,0,1,2,3,4,5,6,7
88,mtr-miR5561-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,mtr-miR2592ap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,gma-miR319a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,gma-miR396h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,ath-miR319c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,ath-miR418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,mtr-miR168c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,mtr-miR5749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,gma-miR828a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,ath-miR5654-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,ath-miR8121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,mtr-miR2619b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,gma-miR9730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,gma-miR4392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,ath-miR8165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,mtr-miR5229a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,gma-miR4403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,ath-miR164a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,ath-miR852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,mtr-miR5247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,mtr-miR5278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,gma-miR10198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,ath-miR401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,ath-miR841b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,mtr-miR2589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,mtr-miR5292a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,gma-miR482b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,gma-miR156f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,ath-miR838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,ath-miR5019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,mtr-miR5207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,mtr-miR2645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,gma-miR390a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,gma-miR5031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,ath-miR771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,ath-miR5017-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,mtr-miR5228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,mtr-miR2642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,gma-miR399m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,gma-miR1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,ath-miR2111a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,ath-miR5657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,mtr-miR5209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,mtr-miR399d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,gma-miR10191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,ath-miR160a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,mtr-miR5286b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,mtr-miR2635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,gma-miR4387b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,gma-miR1507a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,ath-miR319a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,ath-miR870-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,mtr-miR5299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,mtr-miR2671j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,gma-miR164a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,gma-miR169h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,ath-miR774a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,mtr-miR171c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,mtr-miR7696a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,gma-miR408a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,gma-miR4409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,ath-miR5016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,ath-miR161.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,mtr-miR160a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,mtr-miR396a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,gma-miR10411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,gma-miR1516a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,ath-miR472-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,ath-miR5631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,mtr-miR168b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,mtr-miR5204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,gma-miR408d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,gma-miR4399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,ath-miR5648-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,mtr-miR319d-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,mtr-miR5270a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,gma-miR4414b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,gma-miR169n-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,ath-miR168a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,ath-miR397b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,mtr-miR5295a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,gma-miR4389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,ath-miR156a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,ath-miR169d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,mtr-miR5275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,mtr-miR5269b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,gma-miR4995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,gma-miR393c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,ath-miR168a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,ath-miR857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,mtr-miR2594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,mtr-miR7697-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,gma-miR4996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,ath-miR780.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,ath-miR5997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,mtr-miR5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,mtr-miR2677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,gma-miR4412-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,gma-miR5559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,ath-miR171a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,ath-miR5018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,mtr-miR2613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,mtr-miR5218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,gma-miR1513c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,gma-miR169p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,ath-miR399f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,mtr-miR2612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,gma-miR159a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,gma-miR156p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,ath-miR3434-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,mtr-miR395h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,mtr-miR159b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,gma-miR393a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,gma-miR4415b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,ath-miR869.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,ath-miR864-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,mtr-miR2595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,gma-miR5379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,ath-miR447a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,ath-miR774b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,mtr-miR166b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,gma-miR4380a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,ath-miR8174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,mtr-miR171d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,mtr-miR7698-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,gma-miR169o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,gma-miR5769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,ath-miR5020c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,ath-miR860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,mtr-miR530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,gma-miR319c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,gma-miR1520f-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,ath-miR8168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,ath-miR5643a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,mtr-miR2647a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,mtr-miR5754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,gma-miR2111a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,gma-miR4997b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,ath-miR157c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,mtr-miR2630a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,mtr-miR2639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,gma-miR4364b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,mtr-miR2649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,gma-miR1520c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,ath-miR837-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,mtr-miR5234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,mtr-miR5236a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,gma-miR394b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,gma-miR4386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,ath-miR167d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,ath-miR5641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,gma-miR1523b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,gma-miR2118a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,ath-miR841a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,mtr-miR399t-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,mtr-miR169g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,gma-miR10186a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,ath-miR399b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,mtr-miR399j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,gma-miR396b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,gma-miR4404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,ath-miR5653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,ath-miR170-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,mtr-miR164d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,mtr-miR2592b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,gma-miR10409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,ath-miR842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,ath-miR3932a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,mtr-miR5206a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,gma-miR482c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,gma-miR10422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,ath-miR8175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,ath-miR828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,mtr-miR396b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,gma-miR160a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,ath-miR447c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,ath-miR3434-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,mtr-miR172a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,gma-miR10426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,ath-miR168b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,mtr-miR169f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,gma-miR5786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,gma-miR5767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,ath-miR3440b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,mtr-miR5225a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,gma-miR319h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,gma-miR9736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,ath-miR8172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,ath-miR4243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,mtr-miR2616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,mtr-miR5277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,ath-miR166a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,mtr-miR2600a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,mtr-miR5293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,gma-miR1508b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,mtr-miR2658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,gma-miR399j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,ath-miR822-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,mtr-miR1510a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,mtr-miR1509a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,gma-miR5671b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,mtr-miR171e-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,mtr-miR171a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,gma-miR396j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,ath-miR822-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,ath-miR5655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,mtr-miR2641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,gma-miR482c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,gma-miR5778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,mtr-miR5276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,mtr-miR2111c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,gma-miR5774a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,gma-miR4383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,ath-miR5639-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,mtr-miR396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,gma-miR1520o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,ath-miR399d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,ath-miR5014a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,mtr-miR5037a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,mtr-miR2592ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,gma-miR5780b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,gma-miR5373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,mtr-miR5265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,mtr-miR5205c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,gma-miR482e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,gma-miR1510b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,ath-miR5659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,mtr-miR5267a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,mtr-miR2655b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,gma-miR5036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,ath-miR854a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,ath-miR472-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,mtr-miR2602a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,gma-miR159b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
