,Seqname,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
10,hsa-miR-330-5p,-1,22,0,0,0,0,0,0.188456,0,0,0,0.188456,0,0,0,0.246175,0,0,0,0,0.188456,0.188456,0,0,0,0,0.045455,0.363636,0.318182,0.227273,0.047619,0.047619,0,0.238095,0.333333,0.095238,0.863636,0,0,0.863636,0.863636,0.045455,0.136364,0.5,0.681818,0.818182,0.272727,0.318182,0.545455,0.636364,0.954545,0.090909,0.090909,0.181818,0.454545,0.727273,-17.438452,-15.594996,-13.349388,-13.832619,-16.252171,25.978712,-23.42202,-14.675888,-10.312575,-14.983267,-15.618199,-11.708783,-16.642206,-3.42188,-17.521301,-10.816695,-14.345898,-14.752025,-10.490809,-10.679625,-13.264934,34.267105,-20.296143,78.262924,-16.515556,20.207481,-18.14913,35.166275,-21.341358,-2.924908,-15.303534,37.829269,-12.198897,26.089027,-11.789042,-8.923234,-20.873743,20.756376,63.064804,-19.540211,36.687622,-24.779905,-17.209307,-15.847491,-16.215662,-4.042344,122.107681,-16.137344,-12.19376,-24.525103,-15.787045,-13.744925,-3.739232,-4.080996,-5.266835,-2.037137,-9.053869,67.082512,28.754002,34.691589,-11.026198,-6.283369,29.591827,-10.585069,0.241705,0.241653,1.000218,-234.80764,-234.559472,1.001058
11,hsa-miR-34a-5p,-1,22,0,0,0,0,0,0.179367,0,0,0,0,0,0,0,0.23095,0,0,0,0.179367,0,0.179367,0,0,0.23095,0,0.090909,0.363636,0.363636,0.136364,0.047619,0.095238,0.047619,0.380952,0.142857,0.095238,0.227273,0,0.227273,0.590909,0.590909,0.045455,0.318182,0.5,0.727273,0.909091,0.090909,0.136364,0.363636,0.772727,0.954545,0.181818,0.181818,0.454545,0.454545,0.681818,-17.438452,-15.594996,-13.349388,-13.832619,-16.252171,-19.475832,22.032524,30.778656,-10.312575,-14.983267,-15.618199,-11.708783,-16.642206,-3.42188,-17.521301,-10.816695,-14.345898,-14.752025,-10.490809,-10.679625,-13.264934,-11.187439,25.158401,32.80838,-16.515556,20.207481,27.305414,35.166275,24.113186,-2.924908,30.151011,-7.625275,-12.198897,26.089027,-11.789042,-8.923234,-20.873743,66.210922,63.064804,-19.540211,36.687622,20.674639,-17.209307,-15.847491,-16.215662,-4.042344,31.198593,-16.137344,-12.19376,20.929441,-15.787045,-13.744925,-3.739232,-4.080996,-5.266835,-2.037137,-9.053869,21.627968,28.754002,-10.762953,-11.026198,-6.283369,-15.862718,-10.585069,0.241948,0.24214,0.999204,-234.636874,-234.25339,1.001637
12,hsa-miR-34c-5p,-1,23,0,0,0,0,0,0.166667,0,0,0,0,0,0.166667,0,0.166667,0,0,0,0.166667,0.166667,0.166667,0,0,0,0,0.217391,0.304348,0.347826,0.086957,0.136364,0.227273,0.045455,0.272727,0.045455,0.136364,0.043478,0.043478,0.217391,0.608696,0.826087,0.304348,0.391304,0.565217,0.73913,0.913043,0.086957,0.130435,0.347826,0.652174,0.956522,0.173913,0,0.173913,0.695652,0.695652,-17.438452,-15.594996,-13.349388,-13.832619,-16.252171,24.002428,63.5345,28.802372,-10.312575,-14.983267,27.860062,-11.708783,-16.642206,-3.42188,-17.521301,-10.816695,-14.345898,-14.752025,32.98745,-10.679625,-13.264934,-11.187439,-20.296143,30.832094,26.962704,18.231197,25.32913,-10.288267,22.136902,-2.924908,28.174726,-7.625275,-12.198897,67.591003,-11.789042,-8.923234,22.604517,-24.698168,15.633978,23.938049,34.711338,18.698355,-17.209307,-15.847491,-16.215662,-4.042344,-14.25595,-16.137344,-12.19376,18.953157,-15.787045,-13.744925,-3.739232,-4.080996,-5.266835,-2.037137,-9.053869,19.651684,-16.700542,-10.762953,-11.026198,-6.283369,-15.862718,-10.585069,0.235322,0.235795,0.997997,-221.055759,-220.345274,1.003224
13,hsa-miR-3619-5p,-1,22,0,0,0,0,0.142857,0,0,0,0,0.142857,0,0,0,0.142857,0,0,0,0.142857,0.142857,0.142857,0,0.142857,0,0,0.181818,0.136364,0.409091,0.227273,0,0.190476,0.190476,0.142857,0.095238,0.238095,0.136364,0.136364,0.272727,0.454545,0.909091,0.045455,0.045455,0.636364,0.636364,0.772727,0.181818,0.318182,0.5,0.727273,0.954545,0.090909,0.090909,0.227273,0.590909,0.863636,-17.438452,-15.594996,-13.349388,-13.832619,-16.252171,71.433258,-23.42202,76.2332,-10.312575,-14.983267,-15.618199,-11.708783,-16.642206,-3.42188,-17.521301,-10.816695,-14.345898,-14.752025,-10.490809,-10.679625,-13.264934,-11.187439,25.158401,78.262924,-16.515556,20.207481,-18.14913,-10.288267,115.022278,-2.924908,30.151011,-7.625275,-12.198897,-19.365517,-11.789042,-8.923234,-20.873743,20.756376,-27.844282,25.914333,-8.766922,-24.779905,-17.209307,-15.847491,29.238882,-4.042344,-14.25595,-16.137344,-12.19376,157.293076,-15.787045,-13.744925,-3.739232,-4.080996,-5.266835,-2.037137,-9.053869,21.627968,-16.700542,-10.762953,-11.026198,-6.283369,-15.862718,-10.585069,0.255257,0.254482,1.003044,-235.378366,-235.762311,0.998371
14,hsa-miR-370-3p,-1,22,0,0,0,0,0.179367,0.179367,0,0,0,0.23095,0,0,0,0,0,0,0,0,0,0,0.179367,0,0.23095,0,0.090909,0.181818,0.454545,0.227273,0,0.047619,0.047619,0.285714,0.142857,0.095238,0.681818,0,0.681818,0.727273,0.727273,0.181818,0.181818,0.318182,0.545455,0.863636,0.045455,0.227273,0.454545,0.636364,0.954545,0.090909,0.090909,0.136364,0.772727,0.818182,-17.438452,-15.594996,-13.349388,31.621925,-16.252171,-19.475832,-23.42202,-14.675888,-10.312575,-14.983267,-15.618199,-11.708783,-16.642206,-3.42188,-17.521301,34.637848,31.108646,-14.752025,-10.490809,-10.679625,32.18961,79.721649,70.612946,-12.646166,-16.515556,20.207481,-18.14913,-10.288267,-21.341358,-2.924908,30.151011,37.829269,-12.198897,-19.365517,-11.789042,-8.923234,-20.873743,111.665466,-27.844282,25.914333,-8.766922,-24.779905,-17.209307,-15.847491,-16.215662,-4.042344,-14.25595,-16.137344,-12.19376,-24.525103,-15.787045,-13.744925,-3.739232,-4.080996,-5.266835,-2.037137,-9.053869,112.537056,-16.700542,-10.762953,-11.026198,-6.283369,75.046371,-10.585069,0.241495,0.240574,1.003832,-234.961703,-235.330116,0.998434
15,hsa-miR-424-5p,-1,22,12,1,0.545455,0.045455,0,0,0,0,0.362075,0,0,0,0,0,0.295259,0,0,0.342666,0,0,0,0,0,0,0.272727,0.318182,0.181818,0.181818,0.095238,0.142857,0.190476,0.142857,0.047619,0.095238,0.090909,0.227273,0.363636,0.409091,0.954545,0.454545,0.5,0.727273,0.772727,0.863636,0.136364,0.136364,0.272727,0.681818,0.909091,0.045455,0.045455,0.181818,0.318182,0.545455,-17.438452,-15.594996,32.105156,-13.832619,-16.252171,-19.475832,-23.42202,76.2332,-10.312575,30.471277,29.836346,-11.708783,-16.642206,-3.42188,-17.521301,-10.816695,31.108646,-14.752025,-10.490809,-10.679625,-13.264934,-11.187439,-20.296143,-12.646166,-16.515556,-25.247063,27.305414,-10.288267,69.567734,-2.924908,-15.303534,-7.625275,-12.198897,-19.365517,-11.789042,-8.923234,24.580801,-24.698168,17.610262,-19.540211,-8.766922,20.674639,73.699783,29.607052,29.238882,-4.042344,-14.25595,-16.137344,33.260784,66.383987,29.6675,-13.744925,-3.739232,-4.080996,-5.266835,-2.037137,-9.053869,-23.826576,-16.700542,-10.762953,-11.026198,-6.283369,-15.862718,-10.585069,0.241515,0.241989,0.998039,-234.95992,-234.282128,1.002893
16,hsa-miR-449a,-1,22,0,0,0,0,0,0.159044,0,0,0,0,0,0.159044,0,0,0,0,0,0.159044,0,0.159044,0,0.159044,0.204782,0,0.136364,0.363636,0.363636,0.090909,0.142857,0.095238,0.047619,0.380952,0.047619,0.095238,0.227273,0.227273,0.454545,0.454545,0.727273,0.045455,0.318182,0.5,0.636364,0.863636,0.090909,0.136364,0.363636,0.772727,0.954545,0.181818,0,0.181818,0.818182,0.818182,-17.438452,-15.594996,-13.349388,-13.832619,-16.252171,-19.475832,22.032524,30.778656,-10.312575,-14.983267,29.836346,-11.708783,-16.642206,-3.42188,-17.521301,-10.816695,-14.345898,-14.752025,-10.490809,-10.679625,-13.264934,-11.187439,25.158401,32.80838,28.938988,20.207481,27.305414,-10.288267,24.113186,-2.924908,30.151011,-7.625275,-12.198897,26.089027,33.665501,-8.923234,-20.873743,66.210922,63.064804,-19.540211,36.687622,20.674639,-17.209307,-15.847491,-16.215662,-4.042344,-14.25595,-16.137344,-12.19376,20.929441,-15.787045,-13.744925,-3.739232,-4.080996,-5.266835,-2.037137,-9.053869,21.627968,-16.700542,-10.762953,-11.026198,-6.283369,-15.862718,-10.585069,0.242016,0.24235,0.998622,-234.553008,-233.82791,1.003101
17,hsa-miR-449b-5p,-1,22,0,0,0,0,0,0.142857,0,0,0,0,0,0.142857,0,0,0,0,0,0.142857,0.142857,0.142857,0,0.142857,0.142857,0,0.181818,0.318182,0.363636,0.090909,0.142857,0.142857,0.047619,0.285714,0.047619,0.142857,0.045455,0.045455,0.227273,0.454545,0.727273,0.318182,0.409091,0.545455,0.636364,0.863636,0.090909,0.136364,0.363636,0.772727,0.954545,0.181818,0,0.181818,0.818182,0.818182,-17.438452,-15.594996,-13.349388,-13.832619,-16.252171,25.978712,22.032524,30.778656,-10.312575,-14.983267,29.836346,-11.708783,-16.642206,-3.42188,-17.521301,-10.816695,-14.345898,-14.752025,-10.490809,-10.679625,-13.264934,-11.187439,-20.296143,78.262924,28.938988,20.207481,27.305414,-10.288267,24.113186,-2.924908,30.151011,-7.625275,-12.198897,26.089027,33.665501,-8.923234,-20.873743,20.756376,63.064804,-19.540211,36.687622,20.674639,-17.209307,-15.847491,-16.215662,-4.042344,-14.25595,-16.137344,-12.19376,20.929441,-15.787045,-13.744925,-3.739232,-4.080996,-5.266835,-2.037137,-9.053869,21.627968,-16.700542,-10.762953,-11.026198,-6.283369,-15.862718,-10.585069,0.241962,0.242259,0.998777,-234.575663,-233.85301,1.00309
18,hsa-miR-497-5p,-1,21,0,0,0,0,0,0.179367,0,0,0,0,0.179367,0,0,0,0,0,0,0.23095,0,0,0.179367,0.23095,0,0,0.190476,0.238095,0.285714,0.238095,0,0.1,0.3,0.3,0.05,0.1,0.095238,0.095238,0.238095,0.380952,0.47619,0.571429,0.571429,0.666667,0.857143,0.904762,0.142857,0.285714,0.619048,0.714286,0.952381,0.047619,0.047619,0.190476,0.428571,0.52381,-17.438452,-15.594996,-13.349388,-13.832619,-16.252171,-19.475832,-23.42202,80.56221,-10.312575,-14.983267,-15.618199,-11.708783,30.976843,-3.42188,30.097748,-10.816695,-14.345898,-14.752025,-10.490809,-10.679625,-13.264934,-11.187439,27.322906,-12.646166,-16.515556,22.371986,29.469919,-10.288267,73.896744,-2.924908,-15.303534,-7.625275,-12.198897,-19.365517,-11.789042,-8.923234,-20.873743,22.920881,67.393814,-19.540211,-8.766922,22.839144,30.409742,-15.847491,-16.215662,-4.042344,-14.25595,-16.137344,-12.19376,70.712997,-15.787045,81.493172,-3.739232,-4.080996,-5.266835,-2.037137,-9.053869,23.792473,-16.700542,-10.762953,-11.026198,-6.283369,-15.862718,-10.585069,0.249155,0.2488,1.001424,-249.866837,-249.945668,0.999685
19,hsa-miR-761,-1,22,0,0,0,0,0.275125,0,0,0,0,0.241625,0.241625,0,0,0,0,0.241625,0,0,0,0,0,0,0,0,0.318182,0.090909,0.318182,0.227273,0,0.190476,0.333333,0.142857,0.047619,0.095238,0.136364,0.272727,0.590909,0.636364,0.909091,0.454545,0,0.454545,0.727273,0.727273,0.045455,0.181818,0.363636,0.409091,0.772727,0.090909,0.090909,0.227273,0.863636,0.954545,28.016092,-15.594996,-13.349388,31.621925,-16.252171,25.978712,-23.42202,30.778656,-10.312575,-14.983267,-15.618199,-11.708783,74.266884,-3.42188,27.933243,-10.816695,31.108646,-14.752025,-10.490809,34.774918,-13.264934,34.267105,25.158401,-12.646166,-16.515556,20.207481,-18.14913,-10.288267,69.567734,-2.924908,-15.303534,-7.625275,-12.198897,-19.365517,-11.789042,-8.923234,70.035347,-24.698168,-27.844282,-19.540211,-8.766922,-24.779905,-17.209307,-15.847491,-16.215662,-4.042344,-14.25595,-16.137344,-12.19376,66.383987,-15.787045,31.709618,-3.739232,-4.080996,-5.266835,-2.037137,-9.053869,21.627968,-16.700542,-10.762953,-11.026198,-6.283369,-15.862718,-10.585069,0.241628,0.24179,0.999331,-234.901026,-234.705527,1.000833
20,hsa-miR-138-5p,-1,23,0,0,0,0,0,0.23095,0,0.179367,0,0.179367,0,0,0,0,0,0,0,0,0,0.23095,0,0,0.179367,0,0.173913,0.26087,0.347826,0.173913,0.045455,0.136364,0.045455,0.318182,0.090909,0.136364,0.043478,0.043478,0.608696,0.652174,0.782609,0.173913,0.304348,0.391304,0.434783,0.695652,0.086957,0.217391,0.347826,0.565217,0.869565,0.130435,0.130435,0.73913,0.913043,0.956522,-17.438452,-15.594996,30.128872,-13.832619,-16.252171,24.002428,-23.42202,28.802372,-10.312575,-14.983267,-15.618199,31.769478,-16.642206,-3.42188,-17.521301,-10.816695,29.132362,-14.752025,-10.490809,-10.679625,-13.264934,-11.187439,23.182117,30.832094,-16.515556,61.709457,25.32913,-10.288267,-21.341358,-2.924908,28.174726,35.852985,-12.198897,-19.365517,-11.789042,-8.923234,22.604517,18.780092,59.112236,-19.540211,-8.766922,18.698355,-17.209307,-15.847491,27.262598,-4.042344,-14.25595,-16.137344,-12.19376,18.953157,-15.787045,-13.744925,-3.739232,-4.080996,-5.266835,-2.037137,-9.053869,19.651684,-16.700542,-10.762953,-11.026198,37.194893,-15.862718,-10.585069,0.23509,0.235031,1.000249,-221.340037,-221.264103,1.000343
