,Seqname,0,1,2,3,4
56,hsa-miR-93-5p,0,0,0,0,0
57,hsa-miR-135a-5p,72.772857,5.274568,1.042857,880.0177,2.2249
58,hsa-miR-135b-5p,26.2,6.490979,0.771429,853.9838,2.122428
59,hsa-miR-139-5p,0,0,0,0,0
60,hsa-miR-182-5p,8,4.050028,1.14,591.7178,2.167619
61,hsa-miR-186-5p,0,0,0,0,0
62,hsa-miR-196a-5p,6.666667,5.275022,3.166667,375.5265,1.858474
63,hsa-miR-196b-5p,0,0,0,0,0
64,hsa-miR-216a-5p,0,0,0,0,0
65,hsa-miR-340-5p,-11.35,9.500077,1.425,531.7122,1.755641
66,hsa-miR-371a-5p,0,0,0,0,0
67,hsa-miR-544a,0,0,0,0,0
68,hsa-miR-758-3p,0,0,0,0,0
69,hsa-miR-200b-3p,-9.4,5.275022,1.9,280.4073,1.733659
70,hsa-miR-200c-3p,-9.4,5.275022,1.9,280.4073,1.733659
71,hsa-miR-429,0,0,0,0,0
72,hsa-miR-129-5p,0,0,0,0,0
73,hsa-miR-335-5p,0,5.275022,1.9,149.2113,1.466666
74,hsa-miR-378a-3p,0,0,0,0,0
75,hsa-miR-378b,0,0,0,0,0
76,hsa-miR-378c,0,0,0,0,0
77,hsa-miR-378d,0,0,0,0,0
78,hsa-miR-378e,0,0,0,0,0
79,hsa-miR-378f,0,0,0,0,0
80,hsa-miR-378h,0,5.275022,1.9,149.2113,1.466666
81,hsa-miR-378i,0,0,0,0,0
82,hsa-miR-422a,0,0,0,0,0
83,hsa-miR-181a-5p,0,0,0,0,0
84,hsa-miR-181b-5p,0,0,0,0,0
85,hsa-miR-181c-5p,0,0,0,0,0
86,hsa-miR-181d-5p,0,0,0,0,0
87,hsa-miR-346,165.5,5.275022,0.325,404.4817,1.890302
88,hsa-miR-4262,0,0,0,0,0
89,hsa-miR-29a-3p,0,0,0,0,0
90,hsa-miR-29b-3p,0,0,0,0,0
91,hsa-miR-29c-3p,0,0,0,0,0
92,hsa-miR-130a-3p,-25.96,8.52106,-0.36,584.7318,1.842746
93,hsa-miR-130b-3p,-14.74,8.52106,-0.74,602.7702,1.855755
94,hsa-miR-150-5p,0,0,0,0,0
95,hsa-miR-301a-3p,0,0,0,0,0
96,hsa-miR-3666,224.7,5.275022,0.15,246.3265,1.678489
97,hsa-miR-4295,6.666667,5.275022,1.3,383.4624,1.867432
98,hsa-miR-454-3p,0,0,0,0,0
99,hsa-miR-185-5p,0,0,0,0,0
100,hsa-miR-4306,0,0,0,0,0
101,hsa-miR-455-5p,48.442857,5.272749,0.728571,841.0068,2.205477
102,hsa-miR-4644,0,0,0,0,0
103,hsa-miR-24-3p,0,0,0,0,0
104,hsa-miR-124-3p,224.7,5.275022,0.15,246.3265,1.678489
105,hsa-miR-506-3p,0,0,0,0,0
106,hsa-miR-539-5p,0,0,0,0,0
107,hsa-miR-122-5p,6.666667,5.275022,2.966667,395.5161,1.880694
108,hsa-miR-421,0,0,0,0,0
109,hsa-miR-505-3p,0,0,0,0,0
110,hsa-miR-374a-5p,0,0,0,0,0
111,hsa-miR-374b-5p,0,0,0,0,0
112,hsa-miR-202-3p,5,5.275022,0.75,206.2626,1.603163
113,hsa-miR-590-3p,45.475,8.344739,0.125,553.7144,1.828369
114,hsa-miR-144-3p,76,5.274795,0.833333,443.5805,1.929901
115,hsa-miR-223-3p,0,0,0,0,0
116,hsa-miR-338-3p,0,0,0,0,0
117,hsa-miR-542-3p,0,0,0,0,0
118,hsa-miR-376c-3p,0,0,0,0,0
119,hsa-miR-221-3p,0,0,0,0,0
120,hsa-miR-222-3p,0,0,0,0,0
121,hsa-miR-342-3p,0,0,0,0,0
122,hsa-miR-376a-3p,0,0,0,0,0
123,hsa-miR-376b-3p,0,5.275022,1.9,149.2113,1.466666
124,hsa-miR-19a-3p,-18.466667,5.275022,-1.7,391.4431,1.876258
125,hsa-miR-19b-3p,-18.466667,5.275022,-1.7,391.4431,1.876258
126,hsa-miR-140-5p,5,5.275022,3.05,248.3423,1.681955
127,hsa-miR-365a-3p,85.366667,8.500108,1.416667,713.9716,1.929396
128,hsa-miR-197-3p,0,0,0,0,0
129,hsa-miR-206,0,5.275022,1.9,149.2113,1.466666
130,hsa-miR-22-3p,0,0,0,0,0
131,hsa-miR-613,8,5.272749,2.96,625.8432,2.078072
132,hsa-miR-155-5p,-3.557143,5.275022,3.242857,743.9974,2.152415
133,hsa-miR-224-5p,0,0,0,0,0
134,hsa-miR-28-5p,0,0,0,0,0
135,hsa-miR-3139,217.333333,5.275022,1.5,345.4575,1.822752
136,hsa-miR-708-5p,0,0,0,0,0
137,hsa-miR-1297,0,0,0,0,0
138,hsa-miR-26a-5p,0,0,0,0,0
139,hsa-miR-26b-5p,0,0,0,0,0
140,hsa-miR-4465,0,0,0,0,0
141,hsa-miR-551a,0,0,0,0,0
142,hsa-miR-551b-3p,0,0,0,0,0
143,hsa-miR-103a-3p,0,5.275022,1.9,149.2113,1.466666
144,hsa-miR-107,0,0,0,0,0
145,hsa-miR-653-5p,0,0,0,0,0
146,hsa-miR-143-3p,8,7.99906,-0.7,604.7431,1.884239
147,hsa-miR-4770,-2.933333,5.275022,1.666667,363.4728,1.844505
148,hsa-miR-383-5p,0,0,0,0,0
149,hsa-miR-410-3p,194.266667,5.272749,2.066667,323.4321,1.794769
150,hsa-miR-425-5p,94.742857,9.500077,0.271429,817.0086,1.93952
151,hsa-miR-33a-5p,0,0,0,0,0
152,hsa-miR-33b-5p,0,0,0,0,0
153,hsa-let-7a-5p,0,0,0,0,0
154,hsa-let-7b-5p,0,0,0,0,0
155,hsa-let-7c-5p,5,5.275022,3.05,248.3423,1.681955
156,hsa-let-7d-5p,0,0,0,0,0
157,hsa-let-7e-5p,0,0,0,0,0
158,hsa-let-7f-5p,0,0,0,0,0
159,hsa-let-7g-5p,0,0,0,0,0
160,hsa-let-7i-5p,0,0,0,0,0
161,hsa-miR-4458,0,0,0,0,0
162,hsa-miR-4500,0,0,0,0,0
163,hsa-miR-488-3p,0,0,0,0,0
164,hsa-miR-98-5p,0,0,0,0,0
165,hsa-miR-218-5p,0,5.275022,1.9,149.2113,1.466666
166,hsa-miR-302a-3p,6.666667,5.275022,1.266667,482.595,1.96608
167,hsa-miR-302b-3p,5,5.275022,2.35,296.3851,1.757294
168,hsa-miR-302c-3p,7.5,5.275022,0.075,610.7242,2.067356
169,hsa-miR-302d-3p,117.35,4.050028,0.925,528.642,2.119018
170,hsa-miR-302e,5,5.275022,2.85,262.3689,1.705333
171,hsa-miR-372-3p,0,0,0,0,0
172,hsa-miR-373-3p,0,0,0,0,0
173,hsa-miR-520a-3p,0,0,0,0,0
174,hsa-miR-520c-3p,0,0,0,0,0
175,hsa-miR-520d-3p,0,0,0,0,0
176,hsa-miR-324-5p,0,0,0,0,0
177,hsa-miR-190a-5p,61,4.050028,1.516667,694.839,2.23695
178,hsa-miR-30a-5p,0,0,0,0,0
179,hsa-miR-30b-5p,0,0,0,0,0
180,hsa-miR-30c-5p,0,0,0,0,0
181,hsa-miR-30d-5p,0,0,0,0,0
182,hsa-miR-30e-5p,0,0,0,0,0
183,hsa-miR-153-3p,0,0,0,0,0
184,hsa-miR-874-3p,0,0,0,0,0
185,hsa-miR-101-3p,0,0,0,0,0
186,hsa-miR-7-5p,0,0,0,0,0
187,hsa-miR-142-3p,0,5.275022,1.9,149.2113,1.466666
188,hsa-miR-210-3p,0,0,0,0,0
189,hsa-miR-329-3p,0,0,0,0,0
190,hsa-miR-3529-5p,0,0,0,0,0
191,hsa-miR-362-3p,0,0,0,0,0
192,hsa-miR-379-5p,150.7,9.349673,-2.65,590.6967,1.807388
193,hsa-miR-18a-5p,0,0,0,0,0
194,hsa-miR-18b-5p,0,0,0,0,0
195,hsa-miR-300,0,0,0,0,0
196,hsa-miR-381-3p,0,0,0,0,0
197,hsa-miR-4735-3p,0,0,0,0,0
198,hsa-miR-132-3p,5,5.275022,3.05,248.3423,1.681955
199,hsa-miR-212-3p,0,0,0,0,0
200,hsa-miR-194-5p,5,5.275022,0.5,335.4212,1.810143
201,hsa-miR-216b-5p,0,5.275022,1.9,149.2113,1.466666
202,hsa-miR-145-5p,0,0,0,0,0
203,hsa-miR-382-5p,0,0,0,0,0
204,hsa-miR-328-3p,0,0,0,0,0
205,hsa-miR-208a-3p,0,0,0,0,0
206,hsa-miR-208b-3p,0,0,0,0,0
207,hsa-miR-361-5p,0,0,0,0,0
208,hsa-miR-499a-5p,5,5.275022,2.35,296.3851,1.757294
209,hsa-miR-25-3p,0,0,0,0,0
210,hsa-miR-32-5p,0,0,0,0,0
211,hsa-miR-363-3p,0,0,0,0,0
212,hsa-miR-367-3p,5,5.275022,3.05,248.3423,1.681955
213,hsa-miR-92a-3p,0,0,0,0,0
214,hsa-miR-92b-3p,0,0,0,0,0
215,hsa-miR-192-5p,5,5.275022,-0.8,263.3139,1.706864
216,hsa-miR-215-5p,-6.314286,4.050028,-0.571429,871.9513,2.335047
217,hsa-miR-875-5p,0,0,0,0,0
218,hsa-miR-411-5p,0,0,0,0,0
219,hsa-miR-10a-5p,0,0,0,0,0
220,hsa-miR-10b-5p,0,0,0,0,0
221,hsa-miR-339-5p,0,0,0,0,0
222,hsa-miR-125a-3p,0,0,0,0,0
223,hsa-miR-183-5p,26.2,4.050028,1.471429,809.9695,2.303177
224,hsa-miR-193a-3p,0,0,0,0,0
225,hsa-miR-193b-3p,0,0,0,0,0
226,hsa-miR-204-5p,224.7,5.275022,0.15,246.3265,1.678489
227,hsa-miR-211-5p,0,0,0,0,0
228,hsa-miR-431-5p,0,5.275022,1.9,149.2113,1.466666
229,hsa-miR-496,38.35,5.275022,1,447.5494,1.933706
230,hsa-miR-205-5p,0,0,0,0,0
231,hsa-miR-448,153.133333,6.491377,-0.7,373.4279,1.767355
232,hsa-miR-21-5p,5,5.275022,2.85,262.3689,1.705333
233,hsa-miR-590-5p,0,0,0,0,0
234,hsa-miR-543,0,0,0,0,0
235,hsa-miR-128-3p,0,0,0,0,0
236,hsa-miR-23a-3p,0,0,0,0,0
237,hsa-miR-23b-3p,0,0,0,0,0
238,hsa-miR-23c,0,0,0,0,0
239,hsa-miR-100-5p,0,0,0,0,0
240,hsa-miR-615-3p,0,0,0,0,0
241,hsa-miR-99a-5p,0,0,0,0,0
242,hsa-miR-99b-5p,0,0,0,0,0
243,hsa-miR-599,0,0,0,0,0
244,hsa-miR-191-5p,0,0,0,0,0
245,hsa-miR-450a-5p,6.666667,5.272749,1.2,339.4315,1.81541
246,hsa-miR-133a-3p,0,0,0,0,0
247,hsa-miR-133b,0,0,0,0,0
248,hsa-miR-154-5p,0,0,0,0,0
249,hsa-miR-146a-5p,5,5.275022,0.75,206.2626,1.603163
250,hsa-miR-146b-5p,0,0,0,0,0
251,hsa-miR-490-3p,5,5.275022,2.85,262.3689,1.705333
252,hsa-miR-4725-5p,0,0,0,0,0
253,hsa-miR-504-5p,0,0,0,0,0
254,hsa-miR-299-3p,-14.328571,5.587523,-0.657143,846.005,2.183013
255,hsa-miR-9-5p,0,5.275022,1.9,149.2113,1.466666
256,hsa-miR-3167,0,0,0,0,0
257,hsa-miR-876-5p,0,0,0,0,0
258,hsa-miR-486-5p,0,0,0,0,0
259,hsa-miR-487b-3p,0,0,0,0,0
260,hsa-miR-503-5p,0,0,0,0,0
261,hsa-miR-451a,0,0,0,0,0
262,hsa-miR-219a-5p,0,0,0,0,0
263,hsa-miR-4782-3p,0,0,0,0,0
264,hsa-miR-127-3p,0,0,0,0,0
265,hsa-miR-126-3p,0,5.275022,1.9,149.2113,1.466666
