,Seqname,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
46,ENST00000358073.2,375,0.154703,1,0,0.07925,0.047748,0.024549,0.065213,0.054044,0.07488,0.033206,0.054044,0.014336,0.113146,0.024549,0.033206,0.07488,0.047748,0.040853,0.083349,0.047748,0.054044,0,0.033206,0.052234,0.052638,0.992318,-8.018171,-7.932224,1.010835,0
47,ENST00000553157.1,81,0.147005,1,0,0.076533,0.048608,0,0.048608,0.048608,0.076533,0.048608,0.048608,0,0.111702,0.076533,0,0,0.048608,0.096652,0.048608,0.076533,0,0.096652,0.048608,0.115309,0.115867,0.995184,-48.874238,-48.773973,1.002056,0
48,ENST00000447832.1,360,0.12945,1,0,0.04693,0,0.024199,0.058728,0.068809,0.024199,0.068809,0.04693,0.077564,0.081523,0.040187,0.04693,0.04693,0.032696,0.063954,0.063954,0.053077,0.068809,0.032696,0.053077,0.056525,0.059464,0.950591,-8.583097,-8.107391,1.058676,0
49,ENST00000438597.1,138,0.220447,1,0,0.053483,0.032695,0.032695,0.083153,0,0.053483,0,0.032695,0.069777,0.069777,0.032695,0.053483,0.053483,0.053483,0.111873,0.118679,0.083153,0,0.032695,0.032695,0.085129,0.085607,0.994421,-26.384037,-26.281762,1.003891,0
50,ENST00000420350.1,135,0.102041,-1,0,0.090572,0.051337,0,0.079816,0.051337,0.066977,0.031383,0.051337,0.079816,0.066977,0.031383,0.066977,0.099668,0.051337,0.066977,0.031383,0.051337,0.031383,0,0,0.087454,0.088347,0.989889,-27.610281,-27.400767,1.007646,0
51,ENST00000602806.1,72,0.121008,1,0,0.053039,0,0,0.082628,0.053039,0.103366,0.053039,0,0.053039,0.082628,0.082628,0.082628,0,0.082628,0.082628,0,0.082628,0.053039,0,0.053039,0.122695,0.123188,0.995997,-56.259285,-56.158823,1.001789,0
52,ENST00000412855.2,102,0.241135,1,0,0,0.063518,0.039612,0.081497,0.039612,0.039612,0.063518,0.039612,0.063518,0.081497,0.039612,0.063518,0.106893,0.063518,0.039612,0.095626,0.039612,0.039612,0,0,0.100518,0.100538,0.999803,-37.865077,-37.767718,1.002578,0
53,ENST00000445817.1,264,0.133942,1,0,0.060448,0.042755,0.052136,0.060448,0.042755,0.060448,0,0.042755,0.052136,0.096278,0.031935,0.031935,0.096278,0.031935,0.031935,0.096278,0.074658,0.052136,0.042755,0,0.063637,0.064343,0.989027,-12.367182,-12.285181,1.006675,0
54,ENST00000436377.1,192,0.454976,1,0,0.026075,0.069401,0.026075,0.057482,0,0.043425,0.043425,0,0.079729,0.115835,0.043425,0,0.110219,0.026075,0.079729,0.079729,0.103903,0.069401,0,0.026075,0.07463,0.075102,0.993714,-18.091791,-18.004655,1.00484,0
55,ENST00000429227.1,123,0.141705,1,0,0.094848,0.054657,0.054657,0.084021,0.054657,0.054657,0.033652,0.033652,0.033652,0.070889,0.033652,0.054657,0.054657,0.033652,0.070889,0.094848,0,0.054657,0,0.033652,0.095918,0.096,0.999144,-30.711218,-30.563223,1.004842,0
56,ENST00000439562.1,201,0.289625,1,0,0.02239,0.037371,0,0.037371,0.068944,0.02239,0.049556,0.068944,0.076887,0.076887,0.059925,0.059925,0.059925,0.037371,0.059925,0.068944,0.049556,0.037371,0.037371,0.068944,0.071396,0.074541,0.957814,-17.290948,-16.529168,1.046087,0
57,ENST00000417765.1,156,0.242991,1,0,0.08533,0.028893,0.028893,0.08533,0.028893,0,0.028893,0.047599,0.047599,0.08533,0.062459,0.028893,0.062459,0.047599,0.094357,0.094357,0.028893,0.08533,0,0.028893,0.083967,0.084032,0.999221,-23.203432,-22.952323,1.01094,0
58,ENST00000414894.1,102,0.279452,1,0,0,0.068208,0,0.068208,0.087514,0.068208,0,0.042536,0.068208,0.114784,0.042536,0,0.124433,0.068208,0.068208,0.068208,0.068208,0,0.042536,0,0.102854,0.103399,0.994722,-37.812344,-37.717059,1.002526,0
59,ENST00000417273.1,132,0.306977,1,0,0.07229,0.055532,0.034039,0.034039,0.034039,0,0.085972,0.114999,0.055532,0.085972,0.085972,0,0,0.055532,0.034039,0.055532,0.106941,0,0.034039,0.055532,0.091186,0.091592,0.995574,-28.165823,-27.938103,1.008151,0
60,ENST00000561542.1,267,0.082382,1,0,0.024311,0.067135,0,0,0.144103,0,0.024311,0,0.041095,0.163377,0.024311,0,0.111425,0,0.055037,0.163377,0.07786,0.055037,0.024311,0.024311,0.101363,0.103003,0.984081,-13.475258,-13.259408,1.016279,0
61,ENST00000562082.1,129,0.056209,1,0,0,0,0.03543,0.057719,0.057719,0.057719,0.057719,0.03543,0.110673,0.100869,0.03543,0.03543,0.057719,0,0.089156,0.118891,0.075048,0,0,0.075048,0.090976,0.093245,0.97566,-29.015243,-28.327918,1.024263,0
62,ENST00000580623.1,153,0.273214,1,0,0.029447,0.076047,0.063532,0,0.110354,0.029447,0.048458,0.076047,0.048458,0.095758,0.063532,0.048458,0,0.029447,0.048458,0.076047,0,0.063532,0.029447,0.063532,0.088391,0.091116,0.970095,-24.026882,-23.199495,1.035664,0
63,ENST00000445450.1,75,0.197368,1,0,0,0,0.056661,0,0,0.088605,0.088605,0.056661,0,0.088605,0.056661,0.056661,0.111221,0.088605,0.056661,0.139832,0.111221,0,0,0,0.122835,0.122438,1.003242,-54.019925,-54.087783,0.998745,0
64,ENST00000486015.1,99,0.157643,1,0,0.100305,0.041794,0.041794,0.085636,0.041794,0.06687,0,0,0.041794,0.111926,0.041794,0.06687,0.06687,0.041794,0.041794,0.100305,0.06687,0.041794,0,0,0.101644,0.101426,1.002152,-38.864051,-39.023566,0.995912,0
65,ENST00000484411.1,195,0.173333,1,0,0.087486,0.042696,0,0.056552,0.025618,0.114344,0,0.025618,0.042696,0.102471,0.025618,0.056552,0.087486,0.042696,0.087486,0.10875,0.025618,0.042696,0.025618,0,0.072875,0.072638,1.003271,-17.775261,-17.826933,0.997101,0
66,ENST00000527641.1,99,0.176786,1,0,0.100305,0.041794,0.041794,0.085636,0.041794,0.06687,0,0,0.041794,0.111926,0.041794,0.06687,0.06687,0.041794,0.041794,0.100305,0.06687,0.041794,0,0,0.101644,0.101426,1.002152,-38.864051,-39.023566,0.995912,0
67,ENST00000420424.1,141,0.063342,1,0,0.031419,0.031419,0.031419,0,0.108152,0.051462,0.051462,0.080171,0.031419,0.100292,0.080171,0.031419,0.06721,0.06721,0.031419,0.091057,0.031419,0.051462,0,0.031419,0.114067,0.116726,0.977221,-26.394782,-25.775255,1.024036,0
68,ENST00000439559.2,585,0.177974,1,0,0.046408,0.05028,0.03328,0.037946,0.057437,0.060759,0.042307,0.042307,0.046408,0.107727,0.037946,0.042307,0.057437,0.066959,0.057437,0.063929,0.05395,0.05028,0.016646,0.028248,0.042381,0.044044,0.962238,-4.528746,-4.319849,1.048358,0
69,ENST00000562983.1,222,0.181373,1,0,0.068928,0,0.022061,0.049236,0.077088,0.036994,0.036994,0.022061,0.059732,0.096869,0.068928,0.022061,0.049236,0.022061,0.059732,0.115341,0.084388,0.049236,0.036994,0.022061,0.068701,0.069571,0.987492,-15.346109,-15.17459,1.011303,0
70,ENST00000427300.1,42,0.107969,1,0,0,0,0.107271,0,0.199807,0,0,0.107271,0,0.156565,0.107271,0,0,0,0.107271,0.107271,0,0,0,0.107271,0.238118,0.240457,0.990273,-106.292611,-105.409862,1.008374,0
71,ENST00000449197.1,105,0.200765,1,0,0.060466,0.060466,0.037629,0.037629,0.037629,0.077719,0.060466,0.037629,0.037629,0.111058,0.037629,0.037629,0.077719,0.037629,0.037629,0.077719,0.060466,0.037629,0.037629,0,0.099344,0.099492,0.998511,-36.563419,-36.528016,1.000969,0
72,ENST00000427846.1,198,0.264352,1,0,0.100468,0.023569,0.023569,0.062966,0.052098,0.052098,0.03931,0.023569,0.052098,0.088074,0.023569,0.052098,0.052098,0.052098,0.094625,0.072409,0.03931,0.072409,0.023569,0,0.072531,0.072568,0.99949,-17.214002,-17.230922,0.999018,0
73,ENST00000444375.1,198,0.320908,1,0,0.100468,0.023569,0.023569,0.062966,0.052098,0.052098,0.03931,0.023569,0.052098,0.088074,0.023569,0.052098,0.052098,0.052098,0.094625,0.072409,0.03931,0.072409,0.023569,0,0.072531,0.072568,0.99949,-17.214002,-17.230922,0.999018,0
74,ENST00000594818.1,147,0.330337,-1,0,0.098466,0,0.089179,0.049992,0.030413,0.065483,0.049992,0,0.065483,0.078318,0.065483,0,0.065483,0.078318,0.078318,0.089179,0.030413,0.065483,0,0,0.0834,0.082659,1.008963,-24.595058,-24.845431,0.989923,0
75,ENST00000597488.1,318,0.164087,1,0,0.085665,0.055459,0.02886,0.02886,0.075036,0.075036,0.02886,0.047619,0,0.10277,0.038859,0.02886,0.085665,0,0.080554,0.109668,0.055459,0.038859,0.016955,0.016955,0.071484,0.072936,0.980082,-9.974231,-9.787909,1.019036,0
76,ENST00000598368.1,417,0.169996,1,0,0.075171,0.042549,0.036328,0.02946,0.067319,0.071362,0.063019,0.058434,0.048253,0.063019,0.02946,0.02946,0.048253,0.048253,0.042549,0.103612,0.048253,0.02946,0.036328,0.02946,0.059577,0.061795,0.964102,-7.251022,-7.050228,1.028481,0
77,ENST00000564352.1,357,0.084258,1,0,0.104511,0.042955,0.015138,0.034955,0.034955,0.082819,0.073492,0.015138,0.015138,0.078314,0.015138,0.042955,0.101441,0.050154,0.034955,0.082819,0.068316,0.056714,0.034955,0.015138,0.058572,0.05753,1.0181,-8.901677,-9.014372,0.987498,0
78,ENST00000424371.2,327,0.707792,-1,0,0.072477,0,0.042686,0.056173,0.034801,0.062051,0.034801,0.042686,0.056173,0.062051,0.034801,0.042686,0.089255,0.067467,0.062051,0.072477,0.056173,0.042686,0.042686,0.025819,0.056236,0.056292,0.999004,-9.632812,-9.633103,0.99997,0
79,ENST00000423419.1,183,0.387712,1,0,0.090868,0.054302,0.054302,0.075071,0,0.075071,0.041101,0.041101,0.041101,0.090868,0.041101,0.024739,0.075071,0.024739,0.06545,0.06545,0.024739,0.06545,0.024739,0.024739,0.074956,0.074216,1.009972,-19.331943,-19.428066,0.995052,0
80,ENST00000421206.1,21,0.0525,1,0,0.19134,0,0,0,0,0,0,0,0,0,0.19134,0,0,0.19134,0,0,0.234639,0.19134,0,0,0.249497,0.249372,1.000501,-249.613188,-249.72908,0.999536,0
81,ENST00000528844.1,222,0.309192,1,0,0.036617,0.021836,0.021836,0.036617,0.059123,0.036617,0.059123,0.090024,0.059123,0.101173,0.036617,0,0.036617,0.021836,0.076303,0.105954,0.068225,0.036617,0.059123,0.036617,0.06841,0.069372,0.986132,-15.342823,-15.08808,1.016884,0
82,ENST00000531977.1,102,0.173175,-1,0,0.039031,0.062718,0.039031,0.080613,0.039031,0.106086,0,0,0.062718,0.080613,0.062718,0.039031,0.062718,0,0.062718,0.080613,0,0.080613,0.062718,0.039031,0.103946,0.104634,0.993423,-37.917004,-37.674181,1.006445,0
83,ENST00000553459.1,114,0.169139,1,0,0.0394,0.0394,0.0394,0.0394,0.0394,0.082237,0,0,0.0394,0.119096,0.0394,0,0.082237,0.082237,0.082237,0.133683,0.0394,0.063673,0.0394,0,0.097619,0.098062,0.995483,-33.154238,-33.086675,1.002042,0
84,ENST00000533844.1,87,0.162011,1,0,0.093769,0.07386,0.07386,0.04663,0,0.108922,0,0,0.04663,0.04663,0.07386,0,0,0.07386,0.07386,0.093769,0.07386,0.07386,0.04663,0,0.111723,0.111827,0.999066,-45.227392,-45.33248,0.997682,0
85,ENST00000568280.1,357,0.123829,1,0,0.07991,0.033727,0.041447,0.065916,0.024968,0.08779,0.041447,0.033727,0.048392,0.07991,0.048392,0,0.048392,0.048392,0.07091,0.083978,0.048392,0.065916,0.048392,0,0.054457,0.053658,1.01489,-8.636754,-8.638647,0.999781,0
86,ENST00000528466.1,222,0.391534,-1,0,0.063966,0.05541,0,0.045655,0.071565,0.05541,0.020434,0.045655,0.020434,0.071565,0.034287,0.063966,0.05541,0.05541,0.084494,0.05541,0.063966,0.045655,0.045655,0.045655,0.067708,0.068423,0.989549,-15.201697,-14.985722,1.014412,0
87,ENST00000530595.1,297,0.106452,1,0,0.065417,0.052684,0.016236,0.045308,0.065417,0.045308,0.016236,0.052684,0.045308,0.080823,0.027563,0.052684,0.059347,0.045308,0.07098,0.052684,0.07098,0.045308,0.052684,0.037037,0.058532,0.05961,0.981922,-10.71497,-10.428018,1.027517,0
88,ENST00000543817.1,81,0.14087,1,0,0.077216,0.049041,0.049041,0.049041,0.077216,0.097514,0,0,0.049041,0.124079,0.049041,0,0.049041,0.049041,0.077216,0.077216,0.049041,0,0.077216,0,0.115601,0.115318,1.002454,-49.469742,-49.49362,0.999518,0
89,ENST00000526036.1,1179,0.472924,1,0,0.051472,0.022444,0.063136,0.067587,0.037444,0.051472,0.045806,0.055009,0.092153,0.07937,0.043809,0.055009,0.0304,0.047746,0.041753,0.069007,0.053263,0.049634,0.013083,0.0304,0.033164,0.037217,0.891089,-1.846125,-1.547623,1.192878,0
90,ENST00000602322.1,210,0.138522,1,0,0.036827,0.036827,0.036827,0.022018,0.095328,0.059236,0.048915,0.059236,0.059236,0.076203,0.036827,0.022018,0.048915,0.036827,0.022018,0.095328,0.068243,0.068243,0.022018,0.048915,0.070033,0.071806,0.975317,-16.245551,-15.800131,1.028191,0
91,ENST00000530422.1,147,0.416431,1,0,0.052367,0.093171,0,0.068528,0.031894,0.102792,0.031894,0.093171,0.031894,0.031894,0.068528,0.031894,0,0.031894,0.031894,0.068528,0.031894,0.129235,0,0.068528,0.171558,0.172352,0.995395,-25.463525,-25.142389,1.012773,0
92,ENST00000561652.1,165,0.032271,1,0,0.027929,0.027929,0.027929,0.046152,0.072891,0.100133,0,0.027929,0.046152,0.092304,0.046152,0.027929,0.027929,0.060711,0.112906,0.046152,0.060711,0.092304,0.027929,0.027929,0.079997,0.080866,0.989253,-21.76923,-21.467249,1.014067,0
93,ENST00000561746.1,195,0.047101,1,0,0,0.060283,0.045513,0,0.131899,0.027308,0.045513,0.045513,0.027308,0.136059,0.027308,0.027308,0.045513,0.060283,0,0.115925,0.027308,0.093258,0,0.083701,0.079562,0.082823,0.960625,-18.132136,-17.354996,1.044779,0
